BEHD @ YYE. Sim. done on 2023-10-27   17h13
### Sim. w/ κ =    0.500 ; and ∆_0 =  2.00; T =    2.98E+05
 ## r =  1.00E-06 ; rhosty =  1.05E+03 ; rhosol =  1.00E+03
 ## k =  2.00 ; ∆_eq =  2.00 ; num_particle =    1000
Time         sumz         <∆z^2>
        0.10805    3.58382E+03    4.48034E-04
        0.21610    1.36403E+04    1.70547E-03
        0.32415    2.93313E+04    3.66779E-03
        0.43220    4.97137E+04    6.21732E-03
        0.54024    7.37786E+04    9.22809E-03
        0.64829    1.00487E+05    1.25704E-02
        0.75634    1.28805E+05    1.61148E-02
        0.86439    1.57732E+05    1.97362E-02
        0.97244    1.86326E+05    2.33170E-02
        1.08049    2.13733E+05    2.67500E-02
        1.18854    2.39197E+05    2.99408E-02
        1.29659    2.62083E+05    3.28095E-02
        1.40464    2.81882E+05    3.52926E-02
        1.51269    2.98223E+05    3.73432E-02
        1.62073    3.10870E+05    3.89317E-02
        1.72878    3.19725E+05    4.00457E-02
        1.83683    3.24818E+05    4.06887E-02
        1.94488    3.26291E+05    4.08784E-02
        2.05293    3.24386E+05    4.06448E-02
        2.16098    3.19424E+05    4.00280E-02
        2.26903    3.11791E+05    3.90765E-02
        2.37708    3.01925E+05    3.78447E-02
        2.48513    2.90299E+05    3.63920E-02
        2.59318    2.77401E+05    3.47795E-02
        2.70122    2.63723E+05    3.30687E-02
        3.24147    1.99203E+05    2.49942E-02
        4.32196    1.79229E+05    2.25161E-02
        5.40245    2.36741E+05    2.97787E-02
        6.48294    2.31877E+05    2.92037E-02
        7.56343    2.06846E+05    2.60840E-02
        8.64392    2.14465E+05    2.70789E-02
        9.72441    2.23442E+05    2.82480E-02
       10.80490    2.17412E+05    2.75206E-02
       11.88539    2.14295E+05    2.71603E-02
       12.96588    2.17178E+05    2.75607E-02
       14.04637    2.17855E+05    2.76817E-02
       15.12686    2.16344E+05    2.75247E-02
       16.20735    2.15447E+05    2.74454E-02
       17.28784    2.15644E+05    2.75056E-02
       18.36833    2.15552E+05    2.75290E-02
       19.44882    2.15119E+05    2.75088E-02
       20.52931    2.14983E+05    2.75266E-02
       21.60980    2.14559E+05    2.75075E-02
       22.69029    2.14478E+05    2.75325E-02
       23.77078    2.14116E+05    2.75213E-02
       24.85127    2.13560E+05    2.74852E-02
       25.93176    2.13435E+05    2.75046E-02
       27.01225    2.13477E+05    2.75454E-02
       28.09274    2.13014E+05    2.75211E-02
       29.17323    2.12487E+05    2.74886E-02
       30.25372    2.12412E+05    2.75145E-02
       31.33421    2.12359E+05    2.75433E-02
       32.41470    2.11843E+05    2.75121E-02
       33.49519    2.11232E+05    2.74684E-02
       34.57568    2.11487E+05    2.75374E-02
       35.65617    2.11389E+05    2.75605E-02
       36.73666    2.10436E+05    2.74721E-02
       37.81715    2.10613E+05    2.75311E-02
       38.89763    2.10652E+05    2.75723E-02
       39.97812    2.09693E+05    2.74826E-02
       41.05861    2.09601E+05    2.75067E-02
       42.13910    2.09786E+05    2.75671E-02
       43.21959    2.08971E+05    2.74962E-02
       44.30008    2.08576E+05    2.74804E-02
       45.38057    2.08621E+05    2.75226E-02
       46.46106    2.08520E+05    2.75455E-02
       47.54155    2.07998E+05    2.75130E-02
       48.62204    2.07656E+05    2.75041E-02
       49.70253    2.07747E+05    2.75527E-02
       50.78302    2.07559E+05    2.75643E-02
       51.86351    2.06934E+05    2.75178E-02
       52.94400    2.06352E+05    2.74770E-02
       54.02449    2.06586E+05    2.75448E-02
       55.10498    2.06603E+05    2.75839E-02
       56.18547    2.05962E+05    2.75350E-02
       57.26596    2.05502E+05    2.75103E-02
       58.34645    2.05330E+05    2.75241E-02
       59.42694    2.05305E+05    2.75577E-02
       60.50743    2.04959E+05    2.75482E-02
       61.58792    2.04453E+05    2.75172E-02
       62.66841    2.04122E+05    2.75097E-02
