BEHD @ YYE. Sim. done on 2023-10-27   17h13
### Sim. w/ κ =    0.600 ; and ∆_0 =  2.00; T =    2.98E+05
 ## r =  1.00E-06 ; rhosty =  1.05E+03 ; rhosol =  1.00E+03
 ## k =  2.00 ; ∆_eq =  2.00 ; num_particle =    1000
Time         sumz         <∆z^2>
        0.10805    3.84618E+03    4.80833E-04
        0.21610    1.45559E+04    1.81994E-03
        0.32415    3.11550E+04    3.89583E-03
        0.43220    5.25671E+04    6.57418E-03
        0.54024    7.76592E+04    9.71348E-03
        0.64829    1.05283E+05    1.31702E-02
        0.75634    1.34311E+05    1.68035E-02
        0.86439    1.63670E+05    2.04793E-02
        0.97244    1.92371E+05    2.40735E-02
        1.08049    2.19527E+05    2.74753E-02
        1.18854    2.44377E+05    3.05892E-02
        1.29659    2.66294E+05    3.33368E-02
        1.40464    2.84802E+05    3.56581E-02
        1.51269    2.99572E+05    3.75121E-02
        1.62073    3.10429E+05    3.88765E-02
        1.72878    3.17348E+05    3.97480E-02
        1.83683    3.20437E+05    4.01399E-02
        1.94488    3.19922E+05    4.00804E-02
        2.05293    3.16121E+05    3.96092E-02
        2.16098    3.09430E+05    3.87756E-02
        2.26903    3.00301E+05    3.76364E-02
        2.37708    2.89230E+05    3.62535E-02
        2.48513    2.76739E+05    3.46921E-02
        2.59318    2.63349E+05    3.30177E-02
        2.70122    2.49574E+05    3.12945E-02
        3.24147    1.90153E+05    2.38586E-02
        4.32196    1.87641E+05    2.35730E-02
        5.40245    2.37598E+05    2.98865E-02
        6.48294    2.23062E+05    2.80934E-02
        7.56343    2.06403E+05    2.60282E-02
        8.64392    2.17317E+05    2.74390E-02
        9.72441    2.20672E+05    2.78978E-02
       10.80490    2.14300E+05    2.71265E-02
       11.88539    2.14120E+05    2.71382E-02
       12.96588    2.16492E+05    2.74736E-02
       14.04637    2.15468E+05    2.73783E-02
       15.12686    2.14746E+05    2.73214E-02
       16.20735    2.14407E+05    2.73130E-02
       17.28784    2.14124E+05    2.73118E-02
       18.36833    2.14385E+05    2.73799E-02
       19.44882    2.13835E+05    2.73447E-02
       20.52931    2.13520E+05    2.73393E-02
       21.60980    2.13351E+05    2.73526E-02
       22.69029    2.12907E+05    2.73307E-02
       23.77078    2.12915E+05    2.73669E-02
       24.85127    2.12712E+05    2.73761E-02
       25.93176    2.12095E+05    2.73318E-02
       27.01225    2.11978E+05    2.73519E-02
       28.09274    2.11686E+05    2.73496E-02
       29.17323    2.11339E+05    2.73401E-02
       30.25372    2.11318E+05    2.73728E-02
       31.33421    2.11099E+05    2.73800E-02
       32.41470    2.10247E+05    2.73048E-02
       33.49519    2.10238E+05    2.73391E-02
       34.57568    2.10455E+05    2.74030E-02
       35.65617    2.09700E+05    2.73403E-02
       36.73666    2.09086E+05    2.72958E-02
       37.81715    2.09523E+05    2.73887E-02
       38.89763    2.09288E+05    2.73937E-02
       39.97812    2.08268E+05    2.72959E-02
       41.05861    2.08361E+05    2.73440E-02
       42.13910    2.08786E+05    2.74357E-02
       43.21959    2.07806E+05    2.73429E-02
       44.30008    2.06997E+05    2.72723E-02
       45.38057    2.07473E+05    2.73711E-02
       46.46106    2.06867E+05    2.73272E-02
       47.54155    2.06259E+05    2.72829E-02
       48.62204    2.06642E+05    2.73698E-02
       49.70253    2.06368E+05    2.73698E-02
       50.78302    2.05626E+05    2.73076E-02
       51.86351    2.05379E+05    2.73110E-02
       52.94400    2.05713E+05    2.73919E-02
       54.02449    2.05184E+05    2.73578E-02
       55.10498    2.04539E+05    2.73083E-02
       56.18547    2.04464E+05    2.73348E-02
       57.26596    2.04391E+05    2.73615E-02
       58.34645    2.04195E+05    2.73720E-02
       59.42694    2.03312E+05    2.72903E-02
       60.50743    2.03020E+05    2.72877E-02
       61.58792    2.03159E+05    2.73430E-02
       62.66841    2.02793E+05    2.73306E-02
       63.74890    2.02586E+05    2.73396E-02
       64.82939    2.02225E+05    2.73277E-02
       65.90988    2.01952E+05    2.73277E-02
       66.99037    2.01779E+05    2.73413E-02
       68.07086    2.01394E+05    2.73262E-02
       69.15135    2.00851E+05    2.72895E-02
       70.23184    2.00986E+05    2.73451E-02
       71.31233    2.00867E+05    2.73661E-02
       72.39282    2.00514E+05    2.73552E-02
       73.47331    1.99721E+05    2.72842E-02
       74.55380    1.99580E+05    2.73023E-02
       75.63429    1.99844E+05    2.73759E-02
       76.71478    1.99654E+05    2.73874E-02
       77.79527    1.98765E+05    2.73028E-02
       78.87576    1.98127E+05    2.72527E-02
       79.95625    1.98778E+05    2.73798E-02
       81.03674    1.98851E+05    2.74278E-02
       82.11723    1.97506E+05    2.72799E-02
       83.19772    1.97101E+05    2.72615E-02
       84.27821    1.97914E+05    2.74119E-02
       85.35870    1.97454E+05    2.73862E-02
       86.43919    1.96323E+05    2.72671E-02
       87.51968    1.96355E+05    2.73094E-02
       88.60017    1.96511E+05    2.73692E-02
       89.68066    1.96063E+05    2.73449E-02
       90.76115    1.95522E+05    2.73075E-02
       91.84164    1.95356E+05    2.73225E-02
       92.92213    1.95095E+05    2.73242E-02
       94.00262    1.94830E+05    2.73253E-02
       95.08311    1.94643E+05    2.73375E-02
       96.16360    1.94427E+05    2.73456E-02
       97.24409    1.94122E+05    2.73411E-02
       98.32458    1.93530E+05    2.72961E-02
       99.40507    1.93701E+05    2.73589E-02
      100.48556    1.93686E+05    2.73955E-02
      101.56605    1.92942E+05    2.73289E-02
      102.64654    1.92362E+05    2.72854E-02
      103.72703    1.92276E+05    2.73119E-02
      104.80752    1.92051E+05    2.73188E-02
      105.88801    1.92082E+05    2.73620E-02
      106.96850    1.91799E+05    2.73608E-02
      108.04899    1.91133E+05    2.73047E-02
      109.12948    1.90881E+05    2.73078E-02
      110.20997    1.90738E+05    2.73264E-02
      111.29046    1.90474E+05    2.73277E-02
      112.37095    1.90365E+05    2.73513E-02
      113.45144    1.89978E+05    2.73349E-02
      114.53192    1.89321E+05    2.72797E-02
      115.61241    1.89250E+05    2.73088E-02
      116.69290    1.89314E+05    2.73575E-02
      117.77339    1.88840E+05    2.73285E-02
      118.85388    1.88194E+05    2.72745E-02
      119.93437    1.88365E+05    2.73389E-02
      121.01486    1.88425E+05    2.73873E-02
      122.09535    1.87609E+05    2.73084E-02
      123.17584    1.87249E+05    2.72957E-02
      124.25633    1.87253E+05    2.73362E-02
      125.33682    1.87400E+05    2.73976E-02
      126.41731    1.86687E+05    2.73334E-02
      127.49780    1.85803E+05    2.72438E-02
      128.57829    1.86169E+05    2.73376E-02
      129.65878    1.86388E+05    2.74100E-02
      130.73927    1.85204E+05    2.72760E-02
      131.81976    1.84841E+05    2.72627E-02
      132.90025    1.85911E+05    2.74610E-02
      133.98074    1.85341E+05    2.74174E-02
      135.06123    1.83761E+05    2.72238E-02
      136.14172    1.84111E+05    2.73161E-02
      137.22221    1.84699E+05    2.74441E-02
      138.30270    1.83931E+05    2.73706E-02
      139.38319    1.83011E+05    2.72743E-02
      140.46368    1.83293E+05    2.73571E-02
      141.54417    1.83447E+05    2.74210E-02
      142.62466    1.82370E+05    2.73009E-02
      143.70515    1.81815E+05    2.72587E-02
      144.78564    1.82374E+05    2.73836E-02
      145.86613    1.81962E+05    2.73627E-02
      146.94662    1.81169E+05    2.72845E-02
      148.02711    1.81280E+05    2.73423E-02
      149.10760    1.81050E+05    2.73490E-02
      150.18809    1.80267E+05    2.72719E-02
      151.26858    1.80450E+05    2.73409E-02
      152.34907    1.80531E+05    2.73947E-02
      153.42956    1.79459E+05    2.72733E-02
      154.51005    1.79229E+05    2.72800E-02
      155.59054    1.79806E+05    2.74094E-02
      156.67103    1.79262E+05    2.73683E-02
      157.75152    1.78674E+05    2.73202E-02
      158.83201    1.78564E+05    2.73452E-02
      159.91250    1.78240E+05    2.73374E-02
      160.99299    1.78161E+05    2.73673E-02
      162.07348    1.77851E+05    2.73617E-02
      163.15397    1.77359E+05    2.73281E-02
      164.23446    1.77124E+05    2.73340E-02
      165.31495    1.76943E+05    2.73482E-02
      166.39544    1.76832E+05    2.73733E-02
      167.47593    1.76469E+05    2.73596E-02
      168.55642    1.76121E+05    2.73480E-02
      169.63691    1.76161E+05    2.73967E-02
      170.71740    1.75712E+05    2.73694E-02
      171.79789    1.74986E+05    2.72989E-02
      172.87838    1.75242E+05    2.73815E-02
      173.95887    1.74987E+05    2.73845E-02
      175.03936    1.74232E+05    2.73091E-02
      176.11985    1.74026E+05    2.73196E-02
      177.20034    1.74203E+05    2.73904E-02
      178.28083    1.73791E+05    2.73686E-02
      179.36132    1.73261E+05    2.73283E-02
      180.44181    1.73298E+05    2.73772E-02
      181.52230    1.72946E+05    2.73649E-02
      182.60279    1.72453E+05    2.73301E-02
      183.68328    1.72191E+05    2.73319E-02
      184.76377    1.72104E+05    2.73615E-02
      185.84426    1.71804E+05    2.73573E-02
      186.92475    1.71333E+05    2.73258E-02
      188.00524    1.71198E+05    2.73479E-02
      189.08573    1.70650E+05    2.73039E-02
      190.16622    1.70343E+05    2.72986E-02
      191.24670    1.70672E+05    2.73952E-02
      192.32719    1.70403E+05    2.73960E-02
      193.40768    1.69621E+05    2.73141E-02
      194.48817    1.69580E+05    2.73516E-02
      195.56866    1.69325E+05    2.73546E-02
      196.64915    1.68798E+05    2.73136E-02
      197.72964    1.68792E+05    2.73569E-02
      198.81013    1.68974E+05    2.74308E-02
      199.89062    1.68180E+05    2.73463E-02
      200.97111    1.67628E+05    2.73010E-02
      202.05160    1.67860E+05    2.73833E-02
      203.13209    1.67604E+05    2.73863E-02
      204.21258    1.66996E+05    2.73316E-02
      205.29307    1.66920E+05    2.73639E-02
      206.37356    1.66844E+05    2.73963E-02
      207.45405    1.66163E+05    2.73294E-02
      208.53454    1.66052E+05    2.73561E-02
      209.61503    1.65745E+05    2.73507E-02
      210.69552    1.65585E+05    2.73695E-02
      211.77601    1.65219E+05    2.73542E-02
      212.85650    1.64761E+05    2.73236E-02
      213.93699    1.64819E+05    2.73785E-02
      215.01748    1.64413E+05    2.73566E-02
      216.09797    1.64020E+05    2.73366E-02
      217.17846    1.63951E+05    2.73707E-02
      218.25895    1.63758E+05    2.73843E-02
      219.33944    1.63354E+05    2.73625E-02
      220.41993    1.62976E+05    2.73450E-02
      221.50042    1.62736E+05    2.73507E-02
      222.58091    1.62558E+05    2.73667E-02
      223.66140    1.62423E+05    2.73900E-02
      224.74189    1.62106E+05    2.73828E-02
      225.82238    1.61864E+05    2.73881E-02
      226.90287    1.61464E+05    2.73668E-02
      227.98336    1.61138E+05    2.73578E-02
      229.06385    1.61265E+05    2.74260E-02
      230.14434    1.60809E+05    2.73951E-02
      231.22483    1.60064E+05    2.73147E-02
      232.30532    1.60331E+05    2.74069E-02
      233.38581    1.60109E+05    2.74159E-02
      234.46630    1.59293E+05    2.73229E-02
      235.54679    1.59337E+05    2.73774E-02
      236.62728    1.59297E+05    2.74178E-02
      237.70777    1.58642E+05    2.73521E-02
      238.78826    1.58294E+05    2.73392E-02
      239.86875    1.58643E+05    2.74469E-02
      240.94924    1.58235E+05    2.74238E-02
      242.02973    1.57167E+05    2.72859E-02
      243.11022    1.57202E+05    2.73395E-02
      244.19071    1.57468E+05    2.74334E-02
      245.27120    1.57040E+05    2.74066E-02
      246.35169    1.56630E+05    2.73829E-02
      247.43218    1.56304E+05    2.73738E-02
      248.51267    1.55891E+05    2.73493E-02
      249.59316    1.55718E+05    2.73670E-02
      250.67365    1.55849E+05    2.74382E-02
      251.75414    1.55104E+05    2.73553E-02
      252.83463    1.54664E+05    2.73257E-02
      253.91512    1.55225E+05    2.74734E-02
      254.99561    1.54684E+05    2.74262E-02
      256.07610    1.53913E+05    2.73381E-02
      257.15659    1.53961E+05    2.73951E-02
