BEHD @ YYE. Sim. done on 2023-10-27   17h13
### Sim. w/ κ =    0.100 ; and ∆_0 =  2.00; T =    2.98E+05
 ## r =  1.00E-06 ; rhosty =  1.05E+03 ; rhosol =  1.00E+03
 ## k =  2.00 ; ∆_eq =  2.00 ; num_particle =    1000
Time         sumz         <∆z^2>
        0.10805    2.79220E+03    3.49068E-04
        0.21610    1.07550E+04    1.34471E-03
        0.32415    2.33726E+04    2.92267E-03
        0.43220    4.00463E+04    5.00829E-03
        0.54024    6.01139E+04    7.51894E-03
        0.64829    8.28693E+04    1.03664E-02
        0.75634    1.07583E+05    1.34596E-02
        0.86439    1.33520E+05    1.67067E-02
        0.97244    1.59960E+05    2.00176E-02
        1.08049    1.86217E+05    2.33063E-02
        1.18854    2.11649E+05    2.64925E-02
        1.29659    2.35675E+05    2.95036E-02
        1.40464    2.57787E+05    3.22758E-02
        1.51269    2.77555E+05    3.47553E-02
        1.62073    2.94638E+05    3.68989E-02
        1.72878    3.08780E+05    3.86748E-02
        1.83683    3.19817E+05    4.00623E-02
        1.94488    3.27675E+05    4.10517E-02
        2.05293    3.32358E+05    4.16437E-02
        2.16098    3.33954E+05    4.18489E-02
        2.26903    3.32617E+05    4.16866E-02
        2.37708    3.28565E+05    4.11839E-02
        2.48513    3.22068E+05    4.03746E-02
        2.59318    3.13438E+05    3.92976E-02
        2.70122    3.03018E+05    3.79960E-02
        3.24147    2.37103E+05    2.97495E-02
        4.32196    1.57637E+05    1.98036E-02
        5.40245    2.06806E+05    2.60133E-02
        6.48294    2.48625E+05    3.13129E-02
        7.56343    2.22911E+05    2.81098E-02
        8.64392    2.00514E+05    2.53174E-02
        9.72441    2.13243E+05    2.69586E-02
       10.80490    2.24248E+05    2.83859E-02
       11.88539    2.17450E+05    2.75603E-02
       12.96588    2.11316E+05    2.68167E-02
       14.04637    2.14285E+05    2.72281E-02
       15.12686    2.17092E+05    2.76199E-02
       16.20735    2.15330E+05    2.74306E-02
       17.28784    2.13624E+05    2.72479E-02
       18.36833    2.13992E+05    2.73298E-02
       19.44882    2.14390E+05    2.74156E-02
       20.52931    2.13729E+05    2.73661E-02
       21.60980    2.12778E+05    2.72792E-02
       22.69029    2.12904E+05    2.73304E-02
       23.77078    2.13598E+05    2.74548E-02
       24.85127    2.12992E+05    2.74121E-02
       25.93176    2.11654E+05    2.72750E-02
       27.01225    2.11677E+05    2.73131E-02
       28.09274    2.12287E+05    2.74273E-02
       29.17323    2.11957E+05    2.74200E-02
       30.25372    2.11205E+05    2.73582E-02
       31.33421    2.11051E+05    2.73737E-02
       32.41470    2.10933E+05    2.73939E-02
       33.49519    2.10349E+05    2.73535E-02
       34.57568    2.09990E+05    2.73425E-02
       35.65617    2.09972E+05    2.73758E-02
       36.73666    2.09565E+05    2.73584E-02
       37.81715    2.09414E+05    2.73743E-02
       38.89763    2.09353E+05    2.74023E-02
       39.97812    2.08808E+05    2.73667E-02
       41.05861    2.08666E+05    2.73840E-02
       42.13910    2.08597E+05    2.74109E-02
       43.21959    2.08072E+05    2.73779E-02
       44.30008    2.07737E+05    2.73698E-02
       45.38057    2.07541E+05    2.73800E-02
       46.46106    2.07248E+05    2.73776E-02
       47.54155    2.06986E+05    2.73791E-02
       48.62204    2.06861E+05    2.73988E-02
       49.70253    2.06216E+05    2.73496E-02
       50.78302    2.05884E+05    2.73418E-02
       51.86351    2.06356E+05    2.74409E-02
       52.94400    2.06036E+05    2.74349E-02
       54.02449    2.05001E+05    2.73334E-02
       55.10498    2.04707E+05    2.73307E-02
       56.18547    2.04985E+05    2.74044E-02
       57.26596    2.04781E+05    2.74138E-02
       58.34645    2.04187E+05    2.73709E-02
       59.42694    2.04029E+05    2.73864E-02
       60.50743    2.03840E+05    2.73979E-02
       61.58792    2.03135E+05    2.73399E-02
       62.66841    2.02648E+05    2.73110E-02
       63.74890    2.03055E+05    2.74028E-02
       64.82939    2.03172E+05    2.74557E-02
       65.90988    2.02235E+05    2.73660E-02
       66.99037    2.01735E+05    2.73353E-02
       68.07086    2.02096E+05    2.74214E-02
       69.15135    2.01941E+05    2.74376E-02
       70.23184    2.01000E+05    2.73469E-02
       71.31233    2.00729E+05    2.73472E-02
       72.39282    2.00981E+05    2.74190E-02
       73.47331    2.00534E+05    2.73953E-02
       74.55380    2.00297E+05    2.74004E-02
       75.63429    2.00285E+05    2.74363E-02
       76.71478    1.99755E+05    2.74012E-02
       77.79527    1.99073E+05    2.73453E-02
       78.87576    1.99152E+05    2.73937E-02
       79.95625    1.99280E+05    2.74490E-02
       81.03674    1.98910E+05    2.74359E-02
       82.11723    1.98234E+05    2.73804E-02
       83.19772    1.97740E+05    2.73499E-02
       84.27821    1.97631E+05    2.73727E-02
       85.35870    1.97603E+05    2.74068E-02
       86.43919    1.97624E+05    2.74478E-02
       87.51968    1.97019E+05    2.74018E-02
       88.60017    1.96282E+05    2.73374E-02
       89.68066    1.96401E+05    2.73920E-02
       90.76115    1.96625E+05    2.74616E-02
       91.84164    1.95843E+05    2.73907E-02
       92.92213    1.95404E+05    2.73675E-02
       94.00262    1.95792E+05    2.74603E-02
       95.08311    1.95494E+05    2.74570E-02
       96.16360    1.94586E+05    2.73679E-02
       97.24409    1.94131E+05    2.73425E-02
       98.32458    1.94199E+05    2.73906E-02
       99.40507    1.94127E+05    2.74190E-02
      100.48556    1.94003E+05    2.74403E-02
      101.56605    1.93643E+05    2.74282E-02
      102.64654    1.92947E+05    2.73684E-02
      103.72703    1.92804E+05    2.73869E-02
      104.80752    1.92865E+05    2.74346E-02
      105.88801    1.92617E+05    2.74383E-02
      106.96850    1.92254E+05    2.74257E-02
      108.04899    1.91964E+05    2.74235E-02
      109.12948    1.91598E+05    2.74104E-02
      110.20997    1.91277E+05    2.74035E-02
      111.29046    1.90912E+05    2.73905E-02
      112.37095    1.91017E+05    2.74450E-02
      113.45144    1.90972E+05    2.74780E-02
      114.53192    1.90017E+05    2.73799E-02
      115.61241    1.89363E+05    2.73252E-02
      116.69290    1.89638E+05    2.74044E-02
      117.77339    1.90000E+05    2.74964E-02
      118.85388    1.89440E+05    2.74551E-02
      119.93437    1.88542E+05    2.73646E-02
      121.01486    1.88497E+05    2.73978E-02
      122.09535    1.88940E+05    2.75022E-02
      123.17584    1.88629E+05    2.74970E-02
      124.25633    1.87568E+05    2.73821E-02
      125.33682    1.87248E+05    2.73755E-02
      126.41731    1.87850E+05    2.75037E-02
      127.49780    1.87646E+05    2.75141E-02
      128.57829    1.86502E+05    2.73865E-02
      129.65878    1.86266E+05    2.73921E-02
      130.73927    1.86426E+05    2.74560E-02
      131.81976    1.86080E+05    2.74454E-02
      132.90025    1.85795E+05    2.74439E-02
      133.98074    1.85410E+05    2.74276E-02
      135.06123    1.85065E+05    2.74170E-02
      136.14172    1.84795E+05    2.74176E-02
      137.22221    1.84484E+05    2.74122E-02
      138.30270    1.84391E+05    2.74391E-02
      139.38319    1.83981E+05    2.74189E-02
      140.46368    1.83799E+05    2.74327E-02
      141.54417    1.84052E+05    2.75115E-02
      142.62466    1.83392E+05    2.74539E-02
      143.70515    1.82256E+05    2.73247E-02
      144.78564    1.82174E+05    2.73534E-02
      145.86613    1.82597E+05    2.74581E-02
      146.94662    1.82442E+05    2.74763E-02
      148.02711    1.81865E+05    2.74307E-02
      149.10760    1.81421E+05    2.74050E-02
      150.18809    1.81298E+05    2.74278E-02
      151.26858    1.81070E+05    2.74348E-02
      152.34907    1.80880E+05    2.74476E-02
      153.42956    1.80741E+05    2.74682E-02
      154.51005    1.80294E+05    2.74419E-02
      155.59054    1.79582E+05    2.73753E-02
      156.67103    1.79444E+05    2.73960E-02
      157.75152    1.79752E+05    2.74850E-02
