BEHD @ YYE. Sim. done on 2023-10-23   21h19
### Sim. w/ κ =    0.400 ; and ∆_0 =  2.00; T =    2.98E+05
 ## r =  1.00E-06 ; rhosty =  1.05E+03 ; rhosol =  1.00E+03
 ## k =  2.00 ; ∆_eq =  2.00 ; num_particle =    1000
Time         sumz         <∆z^2>
        0.10805    2.93467E+03    4.19299E-04
        0.21610    1.12162E+04    1.60278E-03
        0.32415    2.42056E+04    3.45943E-03
        0.43220    4.11748E+04    5.88547E-03
        0.54024    6.13341E+04    8.76828E-03
        0.64829    8.38604E+04    1.19903E-02
        0.75634    1.07923E+05    1.54330E-02
        0.86439    1.32706E+05    1.89798E-02
        0.97244    1.57435E+05    2.25197E-02
        1.08049    1.81392E+05    2.59502E-02
        1.18854    2.03932E+05    2.91790E-02
        1.29659    2.24500E+05    3.21266E-02
        1.40464    2.42641E+05    3.47275E-02
        1.51269    2.58002E+05    3.69313E-02
        1.62073    2.70340E+05    3.87030E-02
        1.72878    2.79519E+05    4.00228E-02
        1.83683    2.85510E+05    4.08864E-02
        1.94488    2.88380E+05    4.13033E-02
        2.05293    2.88280E+05    4.12949E-02
        2.16098    2.85435E+05    4.08933E-02
        2.26903    2.80130E+05    4.01390E-02
        2.37708    2.72698E+05    3.90797E-02
        2.48513    2.63507E+05    3.77680E-02
        2.59318    2.52950E+05    3.62600E-02
        2.70122    2.41429E+05    3.46135E-02
       43.21959    1.81830E+05    2.75501E-02
       86.43919    1.71337E+05    2.76350E-02
      129.65878    1.60228E+05    2.76255E-02
      172.87838    1.49160E+05    2.76223E-02
      216.09797    1.38553E+05    2.77106E-02
      259.31757    1.27619E+05    2.77433E-02
      302.53716    1.16972E+05    2.78506E-02
      345.75675    1.05755E+05    2.78303E-02
      388.97635    9.46788E+04    2.78467E-02
      432.19594    8.38811E+04    2.79604E-02
      475.41554    7.32732E+04    2.81820E-02
      518.63513    6.20889E+04    2.82222E-02
      561.85473    5.09018E+04    2.82788E-02
