BEHD @ YYE. Sim. done on 2023-10-23   21h19
### Sim. w/ κ =    0.800 ; and ∆_0 =  2.00; T =    2.98E+05
 ## r =  1.00E-06 ; rhosty =  1.05E+03 ; rhosol =  1.00E+03
 ## k =  2.00 ; ∆_eq =  2.00 ; num_particle =    1000
Time         sumz         <∆z^2>
        0.10805    3.85704E+03    5.51084E-04
        0.21610    1.43193E+04    2.04620E-03
        0.32415    3.02085E+04    4.31736E-03
        0.43220    5.03006E+04    7.18991E-03
        0.54024    7.33667E+04    1.04885E-02
        0.64829    9.82141E+04    1.40426E-02
        0.75634    1.23718E+05    1.76918E-02
        0.86439    1.48854E+05    2.12892E-02
        0.97244    1.72715E+05    2.47054E-02
        1.08049    1.94535E+05    2.78305E-02
        1.18854    2.13699E+05    3.05765E-02
        1.29659    2.29751E+05    3.28779E-02
        1.40464    2.42392E+05    3.46918E-02
        1.51269    2.51484E+05    3.59983E-02
        1.62073    2.57040E+05    3.67989E-02
        1.72878    2.59213E+05    3.71152E-02
        1.83683    2.58262E+05    3.69844E-02
        1.94488    2.54537E+05    3.64561E-02
        2.05293    2.48449E+05    3.55892E-02
        2.16098    2.40459E+05    3.44496E-02
        2.26903    2.31055E+05    3.31071E-02
        2.37708    2.20729E+05    3.16321E-02
        2.48513    2.09963E+05    3.00936E-02
        2.59318    1.99211E+05    2.85566E-02
        2.70122    1.88883E+05    2.70800E-02
       43.21959    1.72547E+05    2.61434E-02
       86.43919    1.62233E+05    2.61665E-02
      129.65878    1.51905E+05    2.61905E-02
      172.87838    1.41272E+05    2.61614E-02
      216.09797    1.31638E+05    2.63277E-02
      259.31757    1.20377E+05    2.61689E-02
      302.53716    1.10222E+05    2.62434E-02
      345.75675    9.96459E+04    2.62226E-02
      388.97635    8.99387E+04    2.64526E-02
      432.19594    7.93578E+04    2.64526E-02
      475.41554    6.88802E+04    2.64924E-02
      518.63513    5.86553E+04    2.66615E-02
      561.85473    4.80285E+04    2.66825E-02
