BEHD @ YYE. Sim. done on 2023-10-23   21h19
### Sim. w/ κ =    0.300 ; and ∆_0 =  2.00; T =    2.98E+05
 ## r =  1.00E-06 ; rhosty =  1.05E+03 ; rhosol =  1.00E+03
 ## k =  2.00 ; ∆_eq =  2.00 ; num_particle =    1000
Time         sumz         <∆z^2>
        0.10805    2.75437E+03    3.93538E-04
        0.21610    1.05604E+04    1.50906E-03
        0.32415    2.28542E+04    3.26628E-03
        0.43220    3.89875E+04    5.57283E-03
        0.54024    5.82517E+04    8.32761E-03
        0.64829    7.99004E+04    1.14241E-02
        0.75634    1.03173E+05    1.47538E-02
        0.86439    1.27317E+05    1.82089E-02
        0.97244    1.51605E+05    2.16858E-02
        1.08049    1.75359E+05    2.50871E-02
        1.18854    1.97959E+05    2.83243E-02
        1.29659    2.18860E+05    3.13195E-02
        1.40464    2.37605E+05    3.40067E-02
        1.51269    2.53824E+05    3.63332E-02
        1.62073    2.67247E+05    3.82601E-02
        1.72878    2.77698E+05    3.97621E-02
        1.83683    2.85101E+05    4.08279E-02
        1.94488    2.89465E+05    4.14587E-02
        2.05293    2.90885E+05    4.16680E-02
        2.16098    2.89529E+05    4.14798E-02
        2.26903    2.85629E+05    4.09269E-02
        2.37708    2.79468E+05    4.00499E-02
        2.48513    2.71370E+05    3.88950E-02
        2.59318    2.61689E+05    3.75127E-02
        2.70122    2.50794E+05    3.59562E-02
       43.21959    1.82359E+05    2.76302E-02
       86.43919    1.70400E+05    2.74838E-02
      129.65878    1.59623E+05    2.75212E-02
      172.87838    1.49106E+05    2.76123E-02
      216.09797    1.38048E+05    2.76096E-02
      259.31757    1.27159E+05    2.76432E-02
      302.53716    1.16517E+05    2.77422E-02
      345.75675    1.05819E+05    2.78472E-02
      388.97635    9.51533E+04    2.79863E-02
      432.19594    8.34525E+04    2.78175E-02
      475.41554    7.26936E+04    2.79591E-02
      518.63513    6.18648E+04    2.81204E-02
      561.85473    5.15260E+04    2.86255E-02
