BEHD @ YYE. Sim. done on 2023-10-27   16h41
### Sim. w/ κ =    0.600 ; and ∆_0 =  2.00; T =    2.98E+05
 ## r =  1.00E-06 ; rhosty =  1.05E+03 ; rhosol =  1.00E+03
 ## k =  2.00 ; ∆_eq =  2.00 ; num_particle =    1000
Time         sumz         <∆z^2>
        0.10805    3.37266E+03    4.81877E-04
        0.21610    1.27639E+04    1.82393E-03
        0.32415    2.73208E+04    3.90465E-03
        0.43220    4.61003E+04    6.58952E-03
        0.54024    6.81092E+04    9.73684E-03
        0.64829    9.23395E+04    1.32027E-02
        0.75634    1.17801E+05    1.68456E-02
        0.86439    1.43551E+05    2.05307E-02
        0.97244    1.68718E+05    2.41336E-02
        1.08049    1.92525E+05    2.75429E-02
        1.18854    2.14304E+05    3.06630E-02
        1.29659    2.33506E+05    3.34152E-02
        1.40464    2.49714E+05    3.57398E-02
        1.51269    2.62645E+05    3.75959E-02
        1.62073    2.72148E+05    3.89617E-02
        1.72878    2.78203E+05    3.98343E-02
        1.83683    2.80910E+05    4.02277E-02
        1.94488    2.80468E+05    4.01702E-02
        2.05293    2.77160E+05    3.97020E-02
        2.16098    2.71332E+05    3.88728E-02
        2.26903    2.63384E+05    3.77394E-02
        2.37708    2.53749E+05    3.63641E-02
        2.48513    2.42878E+05    3.48112E-02
        2.59318    2.31226E+05    3.31459E-02
        2.70122    2.19238E+05    3.14320E-02
       10.80490    1.88096E+05    2.72603E-02
       21.60980    1.86433E+05    2.74167E-02
       32.41470    1.83529E+05    2.73925E-02
       43.21959    1.81055E+05    2.74325E-02
       54.02449    1.78728E+05    2.74967E-02
       64.82939    1.75924E+05    2.74881E-02
       75.63429    1.72887E+05    2.74425E-02
       86.43919    1.70158E+05    2.74448E-02
       97.24409    1.67598E+05    2.74751E-02
      108.04899    1.64557E+05    2.74262E-02
      118.85388    1.61775E+05    2.74195E-02
      129.65878    1.59022E+05    2.74176E-02
      140.46368    1.56660E+05    2.74841E-02
      151.26858    1.54363E+05    2.75648E-02
      162.07348    1.50822E+05    2.74222E-02
      172.87838    1.48875E+05    2.75695E-02
      183.68328    1.46144E+05    2.75743E-02
      194.48817    1.43205E+05    2.75394E-02
      205.29307    1.40432E+05    2.75358E-02
      216.09797    1.37780E+05    2.75560E-02
      226.90287    1.34879E+05    2.75264E-02
      237.70777    1.32139E+05    2.75290E-02
      248.51267    1.29670E+05    2.75893E-02
      259.31757    1.27324E+05    2.76791E-02
      270.12246    1.23618E+05    2.74707E-02
      280.92736    1.21615E+05    2.76399E-02
      291.73226    1.18602E+05    2.75819E-02
      302.53716    1.16349E+05    2.77021E-02
      313.34206    1.13780E+05    2.77511E-02
      324.14696    1.10608E+05    2.76520E-02
      334.95186    1.07951E+05    2.76797E-02
      345.75675    1.04931E+05    2.76135E-02
      356.56165    1.02267E+05    2.76396E-02
      367.36655    9.93845E+04    2.76068E-02
      378.17145    9.65812E+04    2.75946E-02
      388.97635    9.38224E+04    2.75948E-02
      399.78125    9.13199E+04    2.76727E-02
      410.58615    8.88029E+04    2.77509E-02
      421.39104    8.57808E+04    2.76712E-02
      432.19594    8.28795E+04    2.76265E-02
      443.00084    8.03732E+04    2.77149E-02
      453.80574    7.77164E+04    2.77558E-02
      464.61064    7.49877E+04    2.77732E-02
      475.41554    7.20761E+04    2.77216E-02
      486.22044    6.93076E+04    2.77230E-02
      497.02533    6.72428E+04    2.80179E-02
      507.83023    6.43839E+04    2.79930E-02
      518.63513    6.11918E+04    2.78144E-02
      529.44003    5.87321E+04    2.79676E-02
      540.24493    5.60169E+04    2.80085E-02
      551.04983    5.31834E+04    2.79912E-02
      561.85473    5.04957E+04    2.80532E-02
      572.65962    4.77982E+04    2.81166E-02
      583.46452    4.50911E+04    2.81819E-02
      594.26942    4.24797E+04    2.83198E-02
