BEHD @ YYE. Sim. done on 2023-10-28   12h45
### Sim. w/ κ =    0.300 ; and ∆_0 =  2.00; T =    2.98E+05
 ## r =  1.00E-06 ; rhosty =  1.05E+03 ; rhosol =  1.00E+03
 ## k =  2.00 ; ∆_eq =  2.00 ; num_particle =      10
  Time        Position ∆        γ_z        Veloctiy ∆        Fz total        electro î        spurious        Noise z
    2.48513     1.2803E+00     6.9029E-01     2.5488E-01     4.3940E-01     0.0000E+00     2.2329-314    -7.1232E-03
    2.59318     1.3103E+00     6.6674E-01     2.7744E-01     3.7945E-01     0.0000E+00     2.2329-314     8.6434E-02
    2.70122     1.3545E+00     6.3435E-01     4.0940E-01     2.9098E-01     0.0000E+00     2.2329-314     1.1735E-02
    2.80927     1.3997E+00     6.0385E-01     4.1868E-01     2.0051E-01     0.0000E+00     2.2329-314     6.8119E-02
    2.91732     1.4523E+00     5.7140E-01     4.8593E-01     9.5496E-02     0.0000E+00     2.2329-314    -8.1559E-03
    3.02537     1.5002E+00     5.4421E-01     4.4395E-01    -4.4015E-04     0.0000E+00     2.2329-314     1.5475E-02
    3.13342     1.5462E+00     5.2014E-01     4.2509E-01    -9.2301E-02     0.0000E+00     2.2329-314     7.1592E-02
    3.24147     1.5962E+00     4.9589E-01     4.6294E-01    -1.9234E-01     0.0000E+00     2.2329-314     4.9508E-02
    3.34952     1.6461E+00     4.7349E-01     4.6218E-01    -2.9222E-01     0.0000E+00     2.2329-314     5.4184E-02
    3.45757     1.6954E+00     4.5298E-01     4.5660E-01    -3.9089E-01     0.0000E+00     2.2329-314    -6.9425E-02
    3.56562     1.7285E+00     4.4005E-01     3.0581E-01    -4.5697E-01     0.0000E+00     2.2329-314     2.7118E-02
    3.67367     1.7570E+00     4.2937E-01     2.6410E-01    -5.1404E-01     0.0000E+00     2.2329-314    -2.4986E-02
    3.78171     1.7746E+00     4.2302E-01     1.6232E-01    -5.4912E-01     0.0000E+00     2.2329-314    -4.1230E-02
    3.88976     1.7794E+00     4.2129E-01     4.5042E-02    -5.5885E-01     0.0000E+00     2.2329-314    -1.9552E-02
    3.99781     1.7747E+00     4.2297E-01    -4.3703E-02    -5.4941E-01     0.0000E+00     2.2329-314    -1.4670E-02
    4.10586     1.7615E+00     4.2772E-01    -1.2175E-01    -5.2310E-01     0.0000E+00     2.2329-314     5.6578E-02
    4.21391     1.7490E+00     4.3232E-01    -1.1591E-01    -4.9805E-01     0.0000E+00     2.2329-314     4.5586E-02
    4.32196     1.7361E+00     4.3714E-01    -1.1927E-01    -4.7228E-01     0.0000E+00     2.2329-314     6.5044E-03
    4.43001     1.7186E+00     4.4384E-01    -1.6195E-01    -4.3728E-01     0.0000E+00     2.2329-314     6.0075E-03
    4.53806     1.6971E+00     4.5230E-01    -1.9906E-01    -3.9426E-01     0.0000E+00     2.2329-314    -2.5314E-02
    4.64611     1.6686E+00     4.6393E-01    -2.6370E-01    -3.3728E-01     0.0000E+00     2.2329-314    -3.9024E-02
    4.75416     1.6326E+00     4.7939E-01    -3.3382E-01    -2.6514E-01     0.0000E+00     2.2329-314    -8.1347E-03
    4.86220     1.5939E+00     4.9695E-01    -3.5799E-01    -1.8778E-01     0.0000E+00     2.2329-314    -5.0982E-02
    4.97025     1.5485E+00     5.1894E-01    -4.1966E-01    -9.7092E-02     0.0000E+00     2.2329-314     1.5449E-02
    5.07830     1.5062E+00     5.4099E-01    -3.9219E-01    -1.2340E-02     0.0000E+00     2.2329-314     6.9387E-02
    5.18635     1.4746E+00     5.5845E-01    -2.9215E-01     5.0792E-02     0.0000E+00     2.2329-314     7.4999E-02
    5.29440     1.4551E+00     5.6973E-01    -1.8069E-01     8.9839E-02     0.0000E+00     2.2329-314     3.7138E-02
    5.40245     1.4428E+00     5.7703E-01    -1.1389E-01     1.1445E-01     0.0000E+00     2.2329-314    -3.6509E-02
    5.51050     1.4282E+00     5.8589E-01    -1.3489E-01     1.4360E-01     0.0000E+00     2.2329-314     1.5414E-01
    5.61855     1.4365E+00     5.8083E-01     7.6585E-02     1.2705E-01     0.0000E+00     2.2329-314    -4.1218E-02
    5.72660     1.4405E+00     5.7837E-01     3.7666E-02     1.1891E-01     0.0000E+00     2.2329-314     6.9468E-02
    5.83465     1.4548E+00     5.6988E-01     1.3213E-01     9.0356E-02     0.0000E+00     2.2329-314     2.3017E-02
    5.94269     1.4721E+00     5.5986E-01     1.6023E-01     5.5730E-02     0.0000E+00     2.2329-314    -6.8777E-02
    6.05074     1.4802E+00     5.5531E-01     7.4297E-02     3.9674E-02     0.0000E+00     2.2329-314    -4.4517E-02
    6.15879     1.4825E+00     5.5399E-01     2.1726E-02     3.4979E-02     0.0000E+00     2.2329-314     7.7060E-02
    6.26684     1.4948E+00     5.4715E-01     1.1413E-01     1.0317E-02     0.0000E+00     2.2329-314    -3.7387E-02
    6.37489     1.5017E+00     5.4340E-01     6.3565E-02    -3.4197E-03     0.0000E+00     2.2329-314     4.9750E-02
    6.48294     1.5142E+00     5.3667E-01     1.1600E-01    -2.8487E-02     0.0000E+00     2.2329-314     8.5451E-02
    6.59099     1.5361E+00     5.2525E-01     2.0247E-01    -7.2241E-02     0.0000E+00     2.2329-314    -2.2377E-02
    6.69904     1.5527E+00     5.1685E-01     1.5347E-01    -1.0540E-01     0.0000E+00     2.2329-314    -4.7343E-02
    6.80709     1.5609E+00     5.1278E-01     7.6102E-02    -1.2185E-01     0.0000E+00     2.2329-314    -1.2334E-01
    6.91514     1.5519E+00     5.1727E-01    -8.3864E-02    -1.0373E-01     0.0000E+00     2.2329-314    -3.6701E-02
    7.02318     1.5374E+00     5.2457E-01    -1.3342E-01    -7.4896E-02     0.0000E+00     2.2329-314    -7.0935E-02
    7.13123     1.5141E+00     5.3673E-01    -2.1579E-01    -2.8264E-02     0.0000E+00     2.2329-314    -7.5063E-05
    7.23928     1.4918E+00     5.4882E-01    -2.0663E-01     1.6387E-02     0.0000E+00     2.2329-314     1.7761E-02
    7.34733     1.4733E+00     5.5920E-01    -1.7137E-01     5.3420E-02     0.0000E+00     2.2329-314    -4.0302E-02
    7.45538     1.4516E+00     5.7179E-01    -2.0094E-01     9.6842E-02     0.0000E+00     2.2329-314    -2.3701E-02
    7.56343     1.4296E+00     5.8505E-01    -2.0372E-01     1.4086E-01     0.0000E+00     2.2329-314    -6.2832E-02
    7.67148     1.4029E+00     6.0183E-01    -2.4713E-01     1.9427E-01     0.0000E+00     2.2329-314    -6.3904E-02
    7.77953     1.3723E+00     6.2203E-01    -2.8265E-01     2.5535E-01     0.0000E+00     2.2329-314     3.4983E-02
    7.88758     1.3521E+00     6.3602E-01    -1.8690E-01     2.9574E-01     0.0000E+00     2.2329-314     3.1957E-03
    7.99562     1.3381E+00     6.4603E-01    -1.2958E-01     3.2374E-01     0.0000E+00     2.2329-314    -1.4993E-02
    8.10367     1.3279E+00     6.5350E-01    -9.4605E-02     3.4418E-01     0.0000E+00     2.2329-314     1.1105E-02
    8.21172     1.3251E+00     6.5560E-01    -2.6196E-02     3.4984E-01     0.0000E+00     2.2329-314    -1.5664E-02
    8.31977     1.3255E+00     6.5531E-01     3.6199E-03     3.4906E-01     0.0000E+00     2.2329-314    -2.4298E-02
    8.42782     1.3276E+00     6.5373E-01     1.9763E-02     3.4479E-01     0.0000E+00     2.2329-314    -4.4150E-02
    8.53587     1.3286E+00     6.5303E-01     8.7542E-03     3.4290E-01     0.0000E+00     2.2329-314    -2.9426E-02
 
 
    0.10805     2.0000E+00     3.5355E-01     0.0000E+00    -1.0000E+00     0.0000E+00     2.2329-314    -9.7049E-03
    0.21610     1.9866E+00     3.5714E-01    -1.2397E-01    -9.7321E-01     0.0000E+00     2.2329-314    -3.6838E-02
    0.32415     1.9576E+00     3.6511E-01    -2.6872E-01    -9.1514E-01     0.0000E+00     2.2329-314    -1.5330E-02
    0.43220     1.9166E+00     3.7687E-01    -3.7889E-01    -8.3326E-01     0.0000E+00     2.2329-314    -1.1338E-01
    0.54024     1.8540E+00     3.9613E-01    -5.7984E-01    -7.0796E-01     0.0000E+00     2.2329-314     6.7039E-05
    0.64829     1.7849E+00     4.1934E-01    -6.3891E-01    -5.6989E-01     0.0000E+00     2.2329-314    -4.4113E-02
    0.75634     1.7063E+00     4.4864E-01    -7.2742E-01    -4.1270E-01     0.0000E+00     2.2329-314    -4.9137E-02
    0.86439     1.6199E+00     4.8505E-01    -8.0046E-01    -2.3972E-01     0.0000E+00     2.2329-314     3.5172E-02
    0.97244     1.5380E+00     5.2427E-01    -7.5734E-01    -7.6059E-02     0.0000E+00     2.2329-314    -5.3329E-02
    1.08049     1.4521E+00     5.7146E-01    -7.9493E-01     9.5724E-02     0.0000E+00     2.2329-314     2.2419E-02
    1.18854     1.3741E+00     6.2084E-01    -7.2234E-01     2.5182E-01     0.0000E+00     2.2329-314    -7.5101E-03
    1.29659     1.3022E+00     6.7294E-01    -6.6519E-01     3.9557E-01     0.0000E+00     2.2329-314     2.1243E-02
    1.40464     1.2427E+00     7.2184E-01    -5.5067E-01     5.1457E-01     0.0000E+00     2.2329-314    -7.7006E-03
    1.51269     1.1936E+00     7.6685E-01    -4.5454E-01     6.1279E-01     0.0000E+00     2.2329-314    -8.3905E-02
    1.62073     1.1450E+00     8.1617E-01    -4.4970E-01     7.0997E-01     0.0000E+00     2.2329-314    -2.7721E-02
    1.72878     1.1079E+00     8.5753E-01    -3.4354E-01     7.8421E-01     0.0000E+00     2.2329-314    -9.7918E-02
    1.83683     1.0716E+00     9.0143E-01    -3.3563E-01     8.5674E-01     0.0000E+00     2.2329-314     3.0497E-02
    1.94488     1.0625E+00     9.1308E-01    -8.4542E-02     8.7501E-01     0.0000E+00     2.2329-314     6.4574E-02
    2.05293     1.0861E+00     8.8352E-01     2.1809E-01     8.2788E-01     0.0000E+00     2.2329-314     2.5631E-02
    2.16098     1.1259E+00     8.3701E-01     3.6900E-01     7.4814E-01     0.0000E+00     2.2329-314     1.1637E-01
    2.26903     1.1914E+00     7.6893E-01     6.0633E-01     6.1711E-01     0.0000E+00     2.2329-314    -3.8655E-02
    2.37708     1.2489E+00     7.1645E-01     5.3220E-01     5.0210E-01     0.0000E+00     2.2329-314     2.4826E-02
    2.48513     1.3093E+00     6.6748E-01     5.5862E-01     3.8139E-01     0.0000E+00     2.2329-314    -1.3187E-01
    2.59318     1.3493E+00     6.3802E-01     3.7017E-01     3.0139E-01     0.0000E+00     2.2329-314     9.8512E-02
    2.70122     1.4026E+00     6.0198E-01     4.9364E-01     1.9472E-01     0.0000E+00     2.2329-314     4.8861E-02
    2.80927     1.4597E+00     5.6703E-01     5.2800E-01     8.0618E-02     0.0000E+00     2.2329-314     5.4230E-02
    2.91732     1.5195E+00     5.3389E-01     5.5352E-01    -3.8997E-02     0.0000E+00     2.2329-314     3.7916E-03
    3.02537     1.5743E+00     5.0627E-01     5.0698E-01    -1.4855E-01     0.0000E+00     2.2329-314     3.4367E-02
    3.13342     1.6272E+00     4.8177E-01     4.8974E-01    -2.5439E-01     0.0000E+00     2.2329-314    -9.6970E-02
    3.24147     1.6615E+00     4.6693E-01     3.1745E-01    -3.2299E-01     0.0000E+00     2.2329-314     4.3135E-02
    3.34952     1.6946E+00     4.5330E-01     3.0678E-01    -3.8928E-01     0.0000E+00     2.2329-314     2.4339E-02
    3.45757     1.7237E+00     4.4188E-01     2.6908E-01    -4.4743E-01     0.0000E+00     2.2329-314     1.7334E-02
    3.56562     1.7475E+00     4.3289E-01     2.1994E-01    -4.9496E-01     0.0000E+00     2.2329-314    -4.5657E-03
    3.67367     1.7631E+00     4.2714E-01     1.4485E-01    -5.2626E-01     0.0000E+00     2.2329-314     3.2880E-02
    3.78171     1.7751E+00     4.2281E-01     1.1121E-01    -5.5029E-01     0.0000E+00     2.2329-314     4.9962E-02
    3.88976     1.7854E+00     4.1917E-01     9.5170E-02    -5.7086E-01     0.0000E+00     2.2329-314     4.3439E-03
    3.99781     1.7885E+00     4.1809E-01     2.8379E-02    -5.7699E-01     0.0000E+00     2.2329-314     3.7467E-03
    4.10586     1.7846E+00     4.1947E-01    -3.6359E-02    -5.6914E-01     0.0000E+00     2.2329-314    -9.7516E-02
    4.21391     1.7623E+00     4.2746E-01    -2.0643E-01    -5.2453E-01     0.0000E+00     2.2329-314    -9.7041E-03
    4.32196     1.7332E+00     4.3825E-01    -2.6876E-01    -4.6645E-01     0.0000E+00     2.2329-314    -1.4090E-02
    4.43001     1.6980E+00     4.5197E-01    -3.2639E-01    -3.9592E-01     0.0000E+00     2.2329-314     1.9192E-03
    4.53806     1.6595E+00     4.6776E-01    -3.5569E-01    -3.1905E-01     0.0000E+00     2.2329-314     3.3399E-02
    4.64611     1.6228E+00     4.8371E-01    -3.3958E-01    -2.4567E-01     0.0000E+00     2.2329-314     3.1318E-04
    4.75416     1.5848E+00     5.0121E-01    -3.5167E-01    -1.6967E-01     0.0000E+00     2.2329-314    -1.0999E-01
    4.86220     1.5332E+00     5.2675E-01    -4.7793E-01    -6.6394E-02     0.0000E+00     2.2329-314     3.6690E-02
    4.97025     1.4878E+00     5.5102E-01    -4.1976E-01     2.4314E-02     0.0000E+00     2.2329-314    -7.3922E-02
    5.07830     1.4360E+00     5.8112E-01    -4.7969E-01     1.2797E-01     0.0000E+00     2.2329-314    -6.1854E-02
    5.18635     1.3809E+00     6.1627E-01    -5.1042E-01     2.3827E-01     0.0000E+00     2.2329-314    -9.5143E-02
    5.29440     1.3196E+00     6.5967E-01    -5.6677E-01     3.6075E-01     0.0000E+00     2.2329-314     2.2384E-02
    5.40245     1.2701E+00     6.9859E-01    -4.5793E-01     4.5971E-01     0.0000E+00     2.2329-314     6.0489E-02
    5.51050     1.2395E+00     7.2463E-01    -2.8336E-01     5.2094E-01     0.0000E+00     2.2329-314     6.2395E-02
    5.61855     1.2288E+00     7.3416E-01    -9.9503E-02     5.4245E-01     0.0000E+00     2.2329-314     2.5049E-02
    5.72660     1.2315E+00     7.3177E-01     2.4747E-02     5.3710E-01     0.0000E+00     2.2329-314     1.2492E-01
    5.83465     1.2609E+00     7.0631E-01     2.7228E-01     4.7826E-01     0.0000E+00     2.2329-314    -1.0001E-01
    5.94269     1.2796E+00     6.9084E-01     1.7350E-01     4.4077E-01     0.0000E+00     2.2329-314     4.1285E-02
    6.05074     1.3088E+00     6.6785E-01     2.7024E-01     3.8237E-01     0.0000E+00     2.2329-314     6.5653E-02
    6.15879     1.3495E+00     6.3785E-01     3.7698E-01     3.0090E-01     0.0000E+00     2.2329-314    -1.0399E-01
    6.26684     1.3763E+00     6.1936E-01     2.4733E-01     2.4746E-01     0.0000E+00     2.2329-314    -1.8903E-01
    6.37489     1.3789E+00     6.1756E-01     2.4742E-02     2.4211E-01     0.0000E+00     2.2329-314    -7.9081E-03
    6.48294     1.3838E+00     6.1434E-01     4.4623E-02     2.3247E-01     0.0000E+00     2.2329-314     5.0376E-02
    6.59099     1.3981E+00     6.0491E-01     1.3264E-01     2.0380E-01     0.0000E+00     2.2329-314     8.7860E-02
    6.69904     1.4255E+00     5.8753E-01     2.5401E-01     1.4891E-01     0.0000E+00     2.2329-314     3.3955E-02
    6.80709     1.4570E+00     5.6858E-01     2.9153E-01     8.5912E-02     0.0000E+00     2.2329-314     9.4221E-02
    6.91514     1.4991E+00     5.4484E-01     3.8889E-01     1.8746E-03     0.0000E+00     2.2329-314    -3.8314E-02
    7.02318     1.5329E+00     5.2690E-01     3.1318E-01    -6.5803E-02     0.0000E+00     2.2329-314    -2.7047E-02
    7.13123     1.5600E+00     5.1324E-01     2.5068E-01    -1.1997E-01     0.0000E+00     2.2329-314    -9.8565E-02
    7.23928     1.5715E+00     5.0761E-01     1.0653E-01    -1.4300E-01     0.0000E+00     2.2329-314    -6.6898E-02
    7.34733     1.5722E+00     5.0728E-01     6.3331E-03    -1.4436E-01     0.0000E+00     2.2329-314     4.7003E-02
    7.45538     1.5766E+00     5.0513E-01     4.1253E-02    -1.5328E-01     0.0000E+00     2.2329-314    -2.7218E-02
    7.56343     1.5755E+00     5.0570E-01    -1.0948E-02    -1.5091E-01     0.0000E+00     2.2329-314     3.4858E-02
    7.67148     1.5766E+00     5.0515E-01     1.0490E-02    -1.5318E-01     0.0000E+00     2.2329-314     9.3387E-03
    7.77953     1.5768E+00     5.0507E-01     1.5115E-03    -1.5351E-01     0.0000E+00     2.2329-314    -6.6415E-02
    7.88758     1.5668E+00     5.0991E-01    -9.2478E-02    -1.3352E-01     0.0000E+00     2.2329-314     3.3769E-02
    7.99562     1.5597E+00     5.1337E-01    -6.5219E-02    -1.1943E-01     0.0000E+00     2.2329-314    -5.9019E-03
    8.10367     1.5508E+00     5.1782E-01    -8.2762E-02    -1.0154E-01     0.0000E+00     2.2329-314     2.0876E-02
    8.21172     1.5436E+00     5.2145E-01    -6.6613E-02    -8.7149E-02     0.0000E+00     2.2329-314     2.3796E-03
    8.31977     1.5359E+00     5.2534E-01    -7.0690E-02    -7.1873E-02     0.0000E+00     2.2329-314     4.5434E-02
    8.42782     1.5334E+00     5.2664E-01    -2.3397E-02    -6.6817E-02     0.0000E+00     2.2329-314    -1.6077E-02
    8.53587     1.5281E+00     5.2937E-01    -4.8761E-02    -5.6279E-02     0.0000E+00     2.2329-314     3.5230E-03
 
 
    0.10805     2.0000E+00     3.5355E-01     0.0000E+00    -1.0000E+00     0.0000E+00     2.2329-314    -2.9460E-02
    0.21610     1.9844E+00     3.5774E-01    -1.4476E-01    -9.6872E-01     0.0000E+00     2.2329-314     6.6170E-02
    0.32415     1.9649E+00     3.6306E-01    -1.7966E-01    -9.2989E-01     0.0000E+00     2.2329-314     1.4770E-02
    0.43220     1.9365E+00     3.7108E-01    -2.6305E-01    -8.7305E-01     0.0000E+00     2.2329-314    -9.7550E-02
    0.54024     1.8873E+00     3.8570E-01    -4.5578E-01    -7.7456E-01     0.0000E+00     2.2329-314    -4.9198E-02
    0.64829     1.8247E+00     4.0571E-01    -5.7929E-01    -6.4937E-01     0.0000E+00     2.2329-314     1.9771E-02
    0.75634     1.7587E+00     4.2874E-01    -6.1031E-01    -5.1748E-01     0.0000E+00     2.2329-314    -3.1198E-02
    0.86439     1.6853E+00     4.5707E-01    -6.7965E-01    -3.7061E-01     0.0000E+00     2.2329-314    -1.8442E-02
    0.97244     1.6080E+00     4.9042E-01    -7.1543E-01    -2.1601E-01     0.0000E+00     2.2329-314    -2.3931E-02
    1.08049     1.5283E+00     5.2928E-01    -7.3758E-01    -5.6620E-02     0.0000E+00     2.2329-314    -1.9735E-02
    1.18854     1.4489E+00     5.7337E-01    -7.3482E-01     1.0217E-01     0.0000E+00     2.2329-314    -4.6210E-02
    1.29659     1.3686E+00     6.2458E-01    -7.4335E-01     2.6281E-01     0.0000E+00     2.2329-314    -2.6935E-03
    1.40464     1.2953E+00     6.7836E-01    -6.7859E-01     4.0945E-01     0.0000E+00     2.2329-314    -2.0682E-02
    1.51269     1.2287E+00     7.3421E-01    -6.1597E-01     5.4256E-01     0.0000E+00     2.2329-314     5.4568E-02
    1.62073     1.1824E+00     7.7780E-01    -4.2892E-01     6.3525E-01     0.0000E+00     2.2329-314     4.1694E-02
    1.72878     1.1566E+00     8.0393E-01    -2.3844E-01     6.8678E-01     0.0000E+00     2.2329-314    -1.4680E-02
    1.83683     1.1430E+00     8.1836E-01    -1.2617E-01     7.1405E-01     0.0000E+00     2.2329-314     7.6656E-02
    1.94488     1.1565E+00     8.0409E-01     1.2477E-01     6.8708E-01     0.0000E+00     2.2329-314    -2.2981E-03
    2.05293     1.1795E+00     7.8060E-01     2.1366E-01     6.4091E-01     0.0000E+00     2.2329-314     1.3820E-01
    2.16098     1.2318E+00     7.3143E-01     4.8389E-01     5.3634E-01     0.0000E+00     2.2329-314    -8.1565E-02
    2.26903     1.2725E+00     6.9661E-01     3.7679E-01     4.5492E-01     0.0000E+00     2.2329-314     1.6254E-03
    2.37708     1.3152E+00     6.6299E-01     3.9493E-01     3.6958E-01     0.0000E+00     2.2329-314    -1.2055E-01
    2.48513     1.3418E+00     6.4341E-01     2.4569E-01     3.1648E-01     0.0000E+00     2.2329-314     3.7956E-02
    2.59318     1.3753E+00     6.2000E-01     3.1072E-01     2.4934E-01     0.0000E+00     2.2329-314     1.7661E-02
    2.70122     1.4115E+00     5.9632E-01     3.3467E-01     1.7702E-01     0.0000E+00     2.2329-314     4.6515E-02
    2.80927     1.4528E+00     5.7106E-01     3.8246E-01     9.4368E-02     0.0000E+00     2.2329-314    -7.6675E-03
    2.91732     1.4908E+00     5.4936E-01     3.5185E-01     1.8334E-02     0.0000E+00     2.2329-314    -3.2200E-02
    3.02537     1.5220E+00     5.3259E-01     2.8818E-01    -4.3942E-02     0.0000E+00     2.2329-314     1.5786E-01
    3.13342     1.5698E+00     5.0845E-01     4.4231E-01    -1.3952E-01     0.0000E+00     2.2329-314     1.5386E-02
    3.24147     1.6141E+00     4.8766E-01     4.1003E-01    -2.2813E-01     0.0000E+00     2.2329-314     1.1470E-01
    3.34952     1.6662E+00     4.6495E-01     4.8265E-01    -3.3243E-01     0.0000E+00     2.2329-314     1.8122E-02
    3.45757     1.7129E+00     4.4608E-01     4.3170E-01    -4.2572E-01     0.0000E+00     2.2329-314     3.2970E-02
    3.56562     1.7552E+00     4.3006E-01     3.9150E-01    -5.1032E-01     0.0000E+00     2.2329-314    -3.3243E-02
    3.67367     1.7847E+00     4.1942E-01     2.7348E-01    -5.6942E-01     0.0000E+00     2.2329-314    -1.8579E-02
    3.78171     1.8033E+00     4.1293E-01     1.7248E-01    -6.0669E-01     0.0000E+00     2.2329-314     7.8833E-02
    3.88976     1.8226E+00     4.0642E-01     1.7801E-01    -6.4516E-01     0.0000E+00     2.2329-314    -1.0764E-01
    3.99781     1.8203E+00     4.0719E-01    -2.1311E-02    -6.4056E-01     0.0000E+00     2.2329-314     8.3396E-02
    4.10586     1.8197E+00     4.0737E-01    -5.1600E-03    -6.3944E-01     0.0000E+00     2.2329-314    -2.9350E-02
    4.21391     1.8078E+00     4.1143E-01    -1.1076E-01    -6.1550E-01     0.0000E+00     2.2329-314    -5.6616E-05
    4.32196     1.7886E+00     4.1806E-01    -1.7735E-01    -5.7718E-01     0.0000E+00     2.2329-314    -1.3317E-02
    4.43001     1.7615E+00     4.2774E-01    -2.5090E-01    -5.2296E-01     0.0000E+00     2.2329-314    -3.3315E-02
    4.53806     1.7251E+00     4.4135E-01    -3.3672E-01    -4.5020E-01     0.0000E+00     2.2329-314     6.8578E-02
    4.64611     1.6928E+00     4.5406E-01    -2.9938E-01    -3.8550E-01     0.0000E+00     2.2329-314    -1.3250E-01
    4.75416     1.6413E+00     4.7557E-01    -4.7614E-01    -2.8261E-01     0.0000E+00     2.2329-314     9.0388E-02
    4.86220     1.5995E+00     4.9436E-01    -3.8728E-01    -1.9892E-01     0.0000E+00     2.2329-314     4.5270E-02
    4.97025     1.5626E+00     5.1195E-01    -3.4103E-01    -1.2522E-01     0.0000E+00     2.2329-314    -3.4074E-02
    5.07830     1.5219E+00     5.3263E-01    -3.7682E-01    -4.3793E-02     0.0000E+00     2.2329-314    -5.3871E-02
    5.18635     1.4761E+00     5.5759E-01    -4.2364E-01     4.7755E-02     0.0000E+00     2.2329-314     4.2857E-02
    5.29440     1.4389E+00     5.7935E-01    -3.4419E-01     1.2213E-01     0.0000E+00     2.2329-314    -7.4458E-03
    5.40245     1.4047E+00     6.0065E-01    -3.1676E-01     1.9058E-01     0.0000E+00     2.2329-314     1.3134E-01
    5.51050     1.3924E+00     6.0860E-01    -1.1345E-01     2.1510E-01     0.0000E+00     2.2329-314     6.2849E-03
    5.61855     1.3849E+00     6.1356E-01    -6.9510E-02     2.3012E-01     0.0000E+00     2.2329-314     7.3583E-02
    5.72660     1.3909E+00     6.0959E-01     5.5536E-02     2.1812E-01     0.0000E+00     2.2329-314    -7.6438E-02
    5.83465     1.3895E+00     6.1056E-01    -1.3694E-02     2.2108E-01     0.0000E+00     2.2329-314    -3.9070E-02
    5.94269     1.3861E+00     6.1281E-01    -3.1455E-02     2.2788E-01     0.0000E+00     2.2329-314     1.3586E-02
    6.05074     1.3879E+00     6.1158E-01     1.7210E-02     2.2416E-01     0.0000E+00     2.2329-314    -6.5508E-02
    6.15879     1.3842E+00     6.1408E-01    -3.4839E-02     2.3169E-01     0.0000E+00     2.2329-314     5.8364E-02
    6.26684     1.3916E+00     6.0913E-01     6.9271E-02     2.1672E-01     0.0000E+00     2.2329-314     5.1058E-02
    6.37489     1.4082E+00     5.9839E-01     1.5361E-01     1.8352E-01     0.0000E+00     2.2329-314     4.1391E-02
