BEHD @ YYE. Sim. done on 2023-10-28   12h45
### Sim. w/ κ =    0.100 ; and ∆_0 =  2.00; T =    2.98E+05
 ## r =  1.00E-06 ; rhosty =  1.05E+03 ; rhosol =  1.00E+03
 ## k =  2.00 ; ∆_eq =  2.00 ; num_particle =      10
  Time        mass            Force z            Noise z            Noise x            Noise Θ
    0.10805        3.298672E-09       -1.000000E+00       -7.091443E-02       -0.000000E+00       -0.000000E+00
    0.21610        3.298672E-09       -9.606709E-01        3.927946E-02       -0.000000E+00        0.000000E+00
    0.32415        3.298672E-09       -9.086842E-01       -8.242191E-04        0.000000E+00        0.000000E+00
    0.43220        3.298672E-09       -8.369649E-01        4.563908E-02        0.000000E+00       -0.000000E+00
    0.54024        3.298672E-09       -7.582719E-01       -4.920099E-02        0.000000E+00       -0.000000E+00
    0.64829        3.298672E-09       -6.539133E-01        2.869426E-02       -0.000000E+00       -0.000000E+00
    0.75634        3.298672E-09       -5.447486E-01        4.692760E-02       -0.000000E+00       -0.000000E+00
    0.86439        3.298672E-09       -4.378163E-01       -3.772957E-03       -0.000000E+00        0.000000E+00
    0.97244        3.298672E-09       -3.245242E-01       -9.511221E-03        0.000000E+00       -0.000000E+00
    1.08049        3.298672E-09       -2.068205E-01        1.169968E-01       -0.000000E+00       -0.000000E+00
    1.18854        3.298672E-09       -1.163687E-01       -7.372817E-03       -0.000000E+00        0.000000E+00
    1.29659        3.298672E-09       -2.634472E-02        2.041910E-02       -0.000000E+00        0.000000E+00
    1.40464        3.298672E-09        5.459983E-02       -7.669552E-02        0.000000E+00        0.000000E+00
    1.51269        3.298672E-09        1.468109E-01        1.026995E-02       -0.000000E+00       -0.000000E+00
    1.62073        3.298672E-09        2.273660E-01        4.604059E-02        0.000000E+00       -0.000000E+00
    1.72878        3.298672E-09        2.864595E-01       -3.438419E-03        0.000000E+00       -0.000000E+00
    1.83683        3.298672E-09        3.351513E-01       -1.670101E-02       -0.000000E+00        0.000000E+00
    1.94488        3.298672E-09        3.758525E-01       -2.507407E-02       -0.000000E+00       -0.000000E+00
    2.05293        3.298672E-09        4.099454E-01        7.975562E-03        0.000000E+00       -0.000000E+00
    2.16098        3.298672E-09        4.292440E-01       -2.186224E-02       -0.000000E+00        0.000000E+00
    2.26903        3.298672E-09        4.413107E-01       -4.913003E-02       -0.000000E+00       -0.000000E+00
    2.37708        3.298672E-09        4.527841E-01       -4.069396E-02       -0.000000E+00        0.000000E+00
    2.48513        3.298672E-09        4.614310E-01       -3.666265E-02        0.000000E+00        0.000000E+00
    2.59318        3.298672E-09        4.663032E-01        6.459834E-02       -0.000000E+00        0.000000E+00
    2.70122        3.298672E-09        4.437442E-01       -6.640007E-02       -0.000000E+00        0.000000E+00
    2.80927        3.298672E-09        4.274297E-01        2.768615E-02        0.000000E+00        0.000000E+00
    2.91732        3.298672E-09        3.951732E-01       -3.068722E-02       -0.000000E+00        0.000000E+00
    3.02537        3.298672E-09        3.627648E-01       -4.274494E-02       -0.000000E+00        0.000000E+00
    3.13342        3.298672E-09        3.337848E-01       -2.235761E-02        0.000000E+00        0.000000E+00
    3.24147        3.298672E-09        3.038995E-01        9.780629E-02        0.000000E+00       -0.000000E+00
    3.34952        3.298672E-09        2.460889E-01       -5.832229E-03        0.000000E+00       -0.000000E+00
    3.45757        3.298672E-09        1.878616E-01        3.160994E-02        0.000000E+00       -0.000000E+00
    3.56562        3.298672E-09        1.219650E-01        2.732126E-02       -0.000000E+00        0.000000E+00
    3.67367        3.298672E-09        5.143660E-02       -1.524392E-01       -0.000000E+00        0.000000E+00
    3.78171        3.298672E-09        1.898366E-02        1.045684E-02       -0.000000E+00        0.000000E+00
    3.88976        3.298672E-09       -1.421996E-02        4.305987E-02        0.000000E+00       -0.000000E+00
    3.99781        3.298672E-09       -5.472416E-02       -1.126160E-02        0.000000E+00       -0.000000E+00
    4.10586        3.298672E-09       -8.885016E-02        2.694533E-02       -0.000000E+00       -0.000000E+00
    4.21391        3.298672E-09       -1.248236E-01        3.258414E-02        0.000000E+00        0.000000E+00
    4.32196        3.298672E-09       -1.629618E-01       -6.654277E-03        0.000000E+00        0.000000E+00
    4.43001        3.298672E-09       -1.934368E-01       -1.892466E-02        0.000000E+00        0.000000E+00
    4.53806        3.298672E-09       -2.132447E-01       -2.794362E-02        0.000000E+00       -0.000000E+00
    4.64611        3.298672E-09       -2.205146E-01        1.651157E-01       -0.000000E+00       -0.000000E+00
    4.75416        3.298672E-09       -2.590264E-01       -8.100050E-02       -0.000000E+00        0.000000E+00
    4.86220        3.298672E-09       -2.710333E-01        8.351711E-03       -0.000000E+00       -0.000000E+00
    4.97025        3.298672E-09       -2.777041E-01       -3.718296E-02       -0.000000E+00       -0.000000E+00
    5.07830        3.298672E-09       -2.689896E-01       -5.536040E-02       -0.000000E+00       -0.000000E+00
    5.18635        3.298672E-09       -2.418515E-01        5.492590E-03       -0.000000E+00       -0.000000E+00
    5.29440        3.298672E-09       -2.115326E-01       -3.356414E-02        0.000000E+00        0.000000E+00
    5.40245        3.298672E-09       -1.701990E-01       -7.441726E-02       -0.000000E+00        0.000000E+00
    5.51050        3.298672E-09       -1.102860E-01        2.542286E-03       -0.000000E+00        0.000000E+00
    5.61855        3.298672E-09       -5.159321E-02        1.110837E-01       -0.000000E+00        0.000000E+00
    5.72660        3.298672E-09       -2.007911E-02        1.638636E-03        0.000000E+00        0.000000E+00
    5.83465        3.298672E-09        9.691636E-03        8.279806E-03        0.000000E+00       -0.000000E+00
    5.94269        3.298672E-09        3.556048E-02        2.507931E-02       -0.000000E+00       -0.000000E+00
    6.05074        3.298672E-09        5.329008E-02       -9.209858E-02        0.000000E+00       -0.000000E+00
    6.15879        3.298672E-09        8.953002E-02        1.249233E-02        0.000000E+00        0.000000E+00
    6.26684        3.298672E-09        1.184604E-01       -4.173305E-02        0.000000E+00       -0.000000E+00
    6.37489        3.298672E-09        1.521431E-01       -5.662544E-02        0.000000E+00        0.000000E+00
    6.48294        3.298672E-09        1.928276E-01        1.021165E-01        0.000000E+00        0.000000E+00
    6.59099        3.298672E-09        2.026457E-01        6.872155E-03       -0.000000E+00       -0.000000E+00
    6.69904        3.298672E-09        2.052104E-01       -2.229438E-02        0.000000E+00        0.000000E+00
    6.80709        3.298672E-09        2.076457E-01       -4.682038E-03        0.000000E+00       -0.000000E+00
    6.91514        3.298672E-09        2.058584E-01        3.042317E-02       -0.000000E+00        0.000000E+00
    7.02318        3.298672E-09        1.921320E-01       -3.795670E-03       -0.000000E+00        0.000000E+00
    7.13123        3.298672E-09        1.754944E-01        1.026795E-02        0.000000E+00        0.000000E+00
    7.23928        3.298672E-09        1.533359E-01        6.589908E-02        0.000000E+00        0.000000E+00
    7.34733        3.298672E-09        1.138669E-01        2.478832E-02       -0.000000E+00        0.000000E+00
    7.45538        3.298672E-09        6.863851E-02        8.549901E-02        0.000000E+00        0.000000E+00
    7.56343        3.298672E-09        5.306376E-03        1.584849E-02       -0.000000E+00        0.000000E+00
    7.67148        3.298672E-09       -5.763687E-02        6.201179E-02        0.000000E+00        0.000000E+00
    7.77953        3.298672E-09       -1.292380E-01       -1.219694E-02       -0.000000E+00        0.000000E+00
    7.88758        3.298672E-09       -1.906428E-01       -1.035673E-01        0.000000E+00        0.000000E+00
    7.99562        3.298672E-09       -2.206434E-01        5.169758E-02        0.000000E+00        0.000000E+00
    8.10367        3.298672E-09       -2.552011E-01        4.666557E-02       -0.000000E+00        0.000000E+00
    8.21172        3.298672E-09       -2.921224E-01       -8.431022E-02       -0.000000E+00       -0.000000E+00
    8.31977        3.298672E-09       -3.011537E-01       -2.413652E-02       -0.000000E+00        0.000000E+00
    8.42782        3.298672E-09       -2.970396E-01        1.968059E-02        0.000000E+00       -0.000000E+00
    8.53587        3.298672E-09       -2.903597E-01        1.465091E-02        0.000000E+00        0.000000E+00
    0.10805        3.298672E-09       -1.000000E+00        7.746968E-02        0.000000E+00       -0.000000E+00
    0.21610        3.298672E-09       -9.932768E-01       -5.417132E-02        0.000000E+00        0.000000E+00
    0.32415        3.298672E-09       -9.513209E-01       -2.166094E-02        0.000000E+00       -0.000000E+00
    0.43220        3.298672E-09       -8.836336E-01        5.426920E-02        0.000000E+00       -0.000000E+00
    0.54024        3.298672E-09       -8.095621E-01        1.915066E-02       -0.000000E+00       -0.000000E+00
    0.64829        3.298672E-09       -7.234504E-01       -4.735822E-02        0.000000E+00       -0.000000E+00
    0.75634        3.298672E-09       -6.132383E-01       -1.271891E-01       -0.000000E+00        0.000000E+00
    0.86439        3.298672E-09       -4.649981E-01        1.026730E-01        0.000000E+00       -0.000000E+00
    0.97244        3.298672E-09       -3.351215E-01        2.138998E-03        0.000000E+00        0.000000E+00
    1.08049        3.298672E-09       -2.039051E-01        4.512343E-03       -0.000000E+00       -0.000000E+00
    1.18854        3.298672E-09       -7.544215E-02       -2.552715E-02       -0.000000E+00        0.000000E+00
    1.29659        3.298672E-09        5.368419E-02       -3.240213E-02       -0.000000E+00       -0.000000E+00
    1.40464        3.298672E-09        1.814721E-01       -7.464114E-02       -0.000000E+00       -0.000000E+00
    1.51269        3.298672E-09        3.141069E-01        1.899932E-02       -0.000000E+00        0.000000E+00
    1.62073        3.298672E-09        4.259530E-01       -4.927710E-02        0.000000E+00       -0.000000E+00
    1.72878        3.298672E-09        5.307634E-01       -4.916424E-02       -0.000000E+00        0.000000E+00
    1.83683        3.298672E-09        6.258279E-01       -5.374161E-02       -0.000000E+00        0.000000E+00
    1.94488        3.298672E-09        7.099661E-01       -3.511948E-02        0.000000E+00       -0.000000E+00
    2.05293        3.298672E-09        7.767292E-01        5.936191E-02        0.000000E+00       -0.000000E+00
    2.16098        3.298672E-09        8.017555E-01        1.974924E-02        0.000000E+00        0.000000E+00
    2.26903        3.298672E-09        7.976991E-01       -7.238957E-02        0.000000E+00        0.000000E+00
    2.37708        3.298672E-09        7.907114E-01        2.405979E-02        0.000000E+00       -0.000000E+00
    2.48513        3.298672E-09        7.572811E-01        1.059156E-01       -0.000000E+00       -0.000000E+00
    2.59318        3.298672E-09        6.811977E-01       -5.863445E-02       -0.000000E+00       -0.000000E+00
    2.70122        3.298672E-09        6.098188E-01        7.260819E-02        0.000000E+00       -0.000000E+00
    2.80927        3.298672E-09        5.124421E-01       -5.256812E-02       -0.000000E+00       -0.000000E+00
    2.91732        3.298672E-09        4.237722E-01        5.474500E-02        0.000000E+00       -0.000000E+00
    3.02537        3.298672E-09        3.194063E-01       -1.668082E-02       -0.000000E+00       -0.000000E+00
    3.13342        3.298672E-09        2.195466E-01        6.817416E-03        0.000000E+00        0.000000E+00
    3.24147        3.298672E-09        1.203214E-01       -6.502823E-02        0.000000E+00        0.000000E+00
    3.34952        3.298672E-09        4.005502E-02       -5.319745E-02        0.000000E+00       -0.000000E+00
    3.45757        3.298672E-09       -2.374642E-02       -7.629355E-03        0.000000E+00        0.000000E+00
    3.56562        3.298672E-09       -8.117554E-02        3.347647E-02        0.000000E+00       -0.000000E+00
    3.67367        3.298672E-09       -1.406467E-01        6.775109E-02        0.000000E+00       -0.000000E+00
    3.78171        3.298672E-09       -2.083962E-01       -1.054636E-02       -0.000000E+00        0.000000E+00
    3.88976        3.298672E-09       -2.648388E-01        8.861734E-02        0.000000E+00        0.000000E+00
    3.99781        3.298672E-09       -3.315692E-01       -2.365665E-03        0.000000E+00        0.000000E+00
    4.10586        3.298672E-09       -3.861860E-01       -4.787836E-02       -0.000000E+00       -0.000000E+00
    4.21391        3.298672E-09       -4.180024E-01       -7.800717E-03        0.000000E+00       -0.000000E+00
    4.32196        3.298672E-09       -4.364180E-01       -4.315623E-02       -0.000000E+00        0.000000E+00
    4.43001        3.298672E-09       -4.338266E-01       -1.029156E-01       -0.000000E+00       -0.000000E+00
    4.53806        3.298672E-09       -3.980443E-01       -1.730784E-03       -0.000000E+00       -0.000000E+00
    4.64611        3.298672E-09       -3.540606E-01       -5.406336E-02        0.000000E+00        0.000000E+00
    4.75416        3.298672E-09       -2.916929E-01       -5.727618E-02       -0.000000E+00        0.000000E+00
    4.86220        3.298672E-09       -2.126651E-01        3.215604E-02       -0.000000E+00        0.000000E+00
    4.97025        3.298672E-09       -1.398315E-01       -1.529868E-02        0.000000E+00        0.000000E+00
    5.07830        3.298672E-09       -6.412229E-02        9.655568E-02        0.000000E+00       -0.000000E+00
    5.18635        3.298672E-09       -1.289318E-02        4.581022E-02        0.000000E+00       -0.000000E+00
    5.29440        3.298672E-09        2.528306E-02        1.738668E-02       -0.000000E+00       -0.000000E+00
    5.40245        3.298672E-09        5.659551E-02       -2.934565E-02        0.000000E+00        0.000000E+00
    5.51050        3.298672E-09        9.125571E-02        9.930888E-02       -0.000000E+00       -0.000000E+00
    5.61855        3.298672E-09        9.889848E-02        2.440914E-02       -0.000000E+00        0.000000E+00
    5.72660        3.298672E-09        9.807163E-02       -3.791616E-03        0.000000E+00       -0.000000E+00
    5.83465        3.298672E-09        9.576622E-02       -6.781851E-02        0.000000E+00       -0.000000E+00
    5.94269        3.298672E-09        1.067123E-01        1.167368E-01       -0.000000E+00        0.000000E+00
    6.05074        3.298672E-09        8.774231E-02       -3.802066E-02       -0.000000E+00        0.000000E+00
    6.15879        3.298672E-09        7.653005E-02       -2.634508E-02       -0.000000E+00        0.000000E+00
    6.26684        3.298672E-09        7.017213E-02       -6.657159E-02        0.000000E+00        0.000000E+00
    6.37489        3.298672E-09        7.764826E-02        9.564515E-02        0.000000E+00        0.000000E+00
    6.48294        3.298672E-09        6.100431E-02       -7.957139E-02       -0.000000E+00       -0.000000E+00
    6.59099        3.298672E-09        6.203007E-02        6.469860E-02       -0.000000E+00        0.000000E+00
    6.69904        3.298672E-09        4.678525E-02        3.896330E-02        0.000000E+00       -0.000000E+00
    6.80709        3.298672E-09        2.254025E-02        7.701587E-02        0.000000E+00       -0.000000E+00
    6.91514        3.298672E-09       -1.815807E-02        1.267630E-01       -0.000000E+00       -0.000000E+00
    7.02318        3.298672E-09       -8.451129E-02        2.890787E-02        0.000000E+00       -0.000000E+00
    7.13123        3.298672E-09       -1.512335E-01       -7.267165E-02        0.000000E+00        0.000000E+00
    7.23928        3.298672E-09       -1.939982E-01       -3.239392E-02       -0.000000E+00       -0.000000E+00
    7.34733        3.298672E-09       -2.223496E-01       -5.808325E-02       -0.000000E+00        0.000000E+00
    7.45538        3.298672E-09       -2.307195E-01       -2.694823E-02        0.000000E+00       -0.000000E+00
    7.56343        3.298672E-09       -2.270034E-01        2.654041E-02       -0.000000E+00       -0.000000E+00
    7.67148        3.298672E-09       -2.239305E-01       -3.535755E-02       -0.000000E+00        0.000000E+00
    7.77953        3.298672E-09       -2.076756E-01       -5.816485E-02       -0.000000E+00        0.000000E+00
    7.88758        3.298672E-09       -1.742318E-01       -7.320423E-03        0.000000E+00       -0.000000E+00
    7.99562        3.298672E-09       -1.367474E-01        2.758325E-02        0.000000E+00       -0.000000E+00
    8.10367        3.298672E-09       -1.042254E-01       -2.423502E-02        0.000000E+00        0.000000E+00
    8.21172        3.298672E-09       -6.555217E-02        2.199093E-02       -0.000000E+00        0.000000E+00
    8.31977        3.298672E-09       -3.246760E-02       -4.444888E-02        0.000000E+00       -0.000000E+00
    8.42782        3.298672E-09        9.511538E-03       -6.533409E-02        0.000000E+00        0.000000E+00
    8.53587        3.298672E-09        6.354920E-02       -3.281556E-02       -0.000000E+00        0.000000E+00
    0.10805        3.298672E-09       -1.000000E+00       -9.766162E-02       -0.000000E+00       -0.000000E+00
    0.21610        3.298672E-09       -9.547935E-01        1.834269E-02       -0.000000E+00        0.000000E+00
    0.32415        3.298672E-09       -8.926936E-01        1.150165E-01       -0.000000E+00       -0.000000E+00
    0.43220        3.298672E-09       -8.371406E-01        3.030702E-02        0.000000E+00       -0.000000E+00
    0.54024        3.298672E-09       -7.705906E-01        1.542115E-01       -0.000000E+00       -0.000000E+00
    0.64829        3.298672E-09       -7.224540E-01        1.439709E-02       -0.000000E+00       -0.000000E+00
    0.75634        3.298672E-09       -6.623099E-01        6.529262E-02        0.000000E+00       -0.000000E+00
    0.86439        3.298672E-09       -6.033935E-01       -5.707272E-03        0.000000E+00        0.000000E+00
    0.97244        3.298672E-09       -5.314046E-01        3.786954E-02       -0.000000E+00        0.000000E+00
    1.08049        3.298672E-09       -4.583680E-01       -6.340219E-02        0.000000E+00       -0.000000E+00
    1.18854        3.298672E-09       -3.636748E-01       -6.889340E-02       -0.000000E+00       -0.000000E+00
    1.29659        3.298672E-09       -2.494653E-01        4.704771E-02        0.000000E+00        0.000000E+00
    1.40464        3.298672E-09       -1.455133E-01       -6.113054E-02        0.000000E+00       -0.000000E+00
    1.51269        3.298672E-09       -2.981595E-02       -2.991969E-02        0.000000E+00        0.000000E+00
    1.62073        3.298672E-09        8.694035E-02        5.492535E-02        0.000000E+00       -0.000000E+00
    1.72878        3.298672E-09        1.822154E-01        2.678315E-02       -0.000000E+00       -0.000000E+00
    1.83683        3.298672E-09        2.608822E-01        4.342730E-02        0.000000E+00       -0.000000E+00
    1.94488        3.298672E-09        3.178311E-01        4.393194E-02       -0.000000E+00       -0.000000E+00
    2.05293        3.298672E-09        3.526697E-01       -5.498663E-02        0.000000E+00        0.000000E+00
    2.16098        3.298672E-09        3.888971E-01        7.279027E-02        0.000000E+00       -0.000000E+00
    2.26903        3.298672E-09        3.956470E-01       -2.241541E-03       -0.000000E+00        0.000000E+00
