BEHD @ YYE. Sim. done on 2023-10-28   12h45
### Sim. w/ κ =    0.700 ; and ∆_0 =  2.00; T =    2.98E+05
 ## r =  1.00E-06 ; rhosty =  1.05E+03 ; rhosol =  1.00E+03
 ## k =  2.00 ; ∆_eq =  2.00 ; num_particle =      10
#  Time        Position ∆            Position X            Angle Θ
 
 
#    1
    0.10805,        2.0000E+00,
    0.21610,        1.9815E+00,
    0.32415,        1.9420E+00,
    0.43220,        1.8970E+00,
    0.54024,        1.8503E+00,
    0.64829,        1.7992E+00,
    0.75634,        1.7364E+00,
    0.86439,        1.6723E+00,
    0.97244,        1.5981E+00,
    1.08049,        1.5119E+00,
    1.18854,        1.4228E+00,
    1.29659,        1.3452E+00,
    1.40464,        1.2881E+00,
    1.51269,        1.2357E+00,
    1.62073,        1.1819E+00,
    1.72878,        1.1381E+00,
    1.83683,        1.1379E+00,
    1.94488,        1.2018E+00,
    2.05293,        1.2282E+00,
    2.16098,        1.2757E+00,
    2.26903,        1.3081E+00,
    2.37708,        1.3605E+00,
    2.48513,        1.4017E+00,
    2.59318,        1.4486E+00,
    2.70122,        1.4989E+00,
    2.80927,        1.5266E+00,
    2.91732,        1.5442E+00,
    3.02537,        1.5588E+00,
    3.13342,        1.5768E+00,
    3.24147,        1.5954E+00,
    3.34952,        1.5999E+00,
    3.45757,        1.5936E+00,
    3.56562,        1.5869E+00,
    3.67367,        1.5916E+00,
    3.78171,        1.6018E+00,
    3.88976,        1.6153E+00,
    3.99781,        1.6303E+00,
    4.10586,        1.6275E+00,
    4.21391,        1.6377E+00,
    4.32196,        1.6349E+00,
    4.43001,        1.6313E+00,
    4.53806,        1.6167E+00,
    4.64611,        1.6077E+00,
    4.75416,        1.6100E+00,
    4.86220,        1.6058E+00,
    4.97025,        1.6054E+00,
    5.07830,        1.6146E+00,
    5.18635,        1.6225E+00,
    5.29440,        1.6290E+00,
    5.40245,        1.6193E+00,
    5.51050,        1.6076E+00,
    5.61855,        1.6069E+00,
    5.72660,        1.6053E+00,
    5.83465,        1.6005E+00,
    5.94269,        1.5933E+00,
    6.05074,        1.5666E+00,
    6.15879,        1.5392E+00,
    6.26684,        1.4957E+00,
    6.37489,        1.4504E+00,
    6.48294,        1.4206E+00,
    6.59099,        1.4109E+00,
    6.69904,        1.3934E+00,
    6.80709,        1.3562E+00,
    6.91514,        1.3174E+00,
    7.02318,        1.2612E+00,
    7.13123,        1.1848E+00,
    7.23928,        1.0910E+00,
 
 
#    1
    0.10805,        2.0000E+00,
    0.21610,        1.9926E+00,
    0.32415,        1.9789E+00,
    0.43220,        1.9437E+00,
    0.54024,        1.8944E+00,
    0.64829,        1.8317E+00,
    0.75634,        1.7560E+00,
    0.86439,        1.6724E+00,
    0.97244,        1.5913E+00,
    1.08049,        1.5087E+00,
    1.18854,        1.4289E+00,
    1.29659,        1.3586E+00,
    1.40464,        1.2971E+00,
    1.51269,        1.2397E+00,
    1.62073,        1.2021E+00,
    1.72878,        1.1788E+00,
    1.83683,        1.1513E+00,
    1.94488,        1.1630E+00,
    2.05293,        1.1775E+00,
    2.16098,        1.1545E+00,
    2.26903,        1.1247E+00,
    2.37708,        1.2223E+00,
    2.48513,        1.3005E+00,
    2.59318,        1.3684E+00,
    2.70122,        1.3998E+00,
    2.80927,        1.4352E+00,
    2.91732,        1.4501E+00,
    3.02537,        1.4663E+00,
    3.13342,        1.4730E+00,
    3.24147,        1.4598E+00,
