BEHD @ YYE. Sim. done on 2023-10-28   12h45
### Sim. w/ κ =    0.400 ; and ∆_0 =  2.00; T =    2.98E+05
 ## r =  1.00E-06 ; rhosty =  1.05E+03 ; rhosol =  1.00E+03
 ## k =  2.00 ; ∆_eq =  2.00 ; num_particle =      10
Time         sumz         <∆z^2>
        0.10805    8.05419E-01    1.01952E-03
        0.21610    3.14490E+00    4.03192E-03
        0.32415    6.88899E+00    8.94674E-03
        0.43220    1.18684E+01    1.56163E-02
        0.54024    1.78657E+01    2.38210E-02
        0.64829    2.46260E+01    3.32784E-02
        0.75634    3.18586E+01    4.36419E-02
        0.86439    3.92588E+01    5.45261E-02
        0.97244    4.65083E+01    6.55047E-02
        1.08049    5.33094E+01    7.61563E-02
        1.18854    5.93829E+01    8.60621E-02
        1.29659    6.44970E+01    9.48486E-02
        1.40464    6.84776E+01    1.02205E-01
        1.51269    7.11780E+01    1.07846E-01
        1.62073    7.25969E+01    1.11688E-01
        1.72878    7.27837E+01    1.13725E-01
        1.83683    7.18709E+01    1.14081E-01
        1.94488    6.99729E+01    1.12859E-01
        2.05293    6.73375E+01    1.10389E-01
        2.16098    6.41303E+01    1.06884E-01
        2.26903    6.05058E+01    1.02552E-01
        2.37708    5.66950E+01    9.77500E-02
        2.48513    5.27540E+01    9.25508E-02
        2.59318    4.87574E+01    8.70668E-02
        2.70122    4.48229E+01    8.14963E-02
        2.80927    4.11073E+01    7.61246E-02
        2.91732    3.75820E+01    7.09094E-02
        3.02537    3.43151E+01    6.59906E-02
        3.13342    3.13514E+01    6.14734E-02
        3.24147    2.87401E+01    5.74803E-02
        3.34952    2.64905E+01    5.40623E-02
        3.45757    2.46353E+01    5.13235E-02
        3.56562    2.32099E+01    4.93827E-02
        3.67367    2.21828E+01    4.82234E-02
        3.78171    2.15702E+01    4.79338E-02
        3.88976    2.13117E+01    4.84357E-02
        3.99781    2.13704E+01    4.96987E-02
        4.10586    2.16994E+01    5.16653E-02
        4.21391    2.22638E+01    5.43019E-02
        4.32196    2.30227E+01    5.75568E-02
        4.43001    2.39104E+01    6.13088E-02
        4.53806    2.48368E+01    6.53600E-02
        4.64611    2.57600E+01    6.96217E-02
        4.75416    2.66314E+01    7.39761E-02
        4.86220    2.74029E+01    7.82939E-02
        4.97025    2.80597E+01    8.25285E-02
        5.07830    2.85922E+01    8.66429E-02
        5.18635    2.89897E+01    9.05928E-02
        5.29440    2.92822E+01    9.44588E-02
        5.40245    2.94301E+01    9.81002E-02
        5.51050    2.94472E+01    1.01542E-01
        5.61855    2.93429E+01    1.04796E-01
        5.72660    2.91055E+01    1.07798E-01
        5.83465    2.87287E+01    1.10495E-01
        5.94269    2.82077E+01    1.12831E-01
        6.05074    2.74997E+01    1.14582E-01
        6.15879    2.66283E+01    1.15775E-01
        6.26684    2.55866E+01    1.16303E-01
        6.37489    2.43490E+01    1.15948E-01
        6.48294    2.28784E+01    1.14392E-01
