BEHD @ YYE. Sim. done on 2023-10-28   12h45
### Sim. w/ κ =    0.700 ; and ∆_0 =  2.00; T =    2.98E+05
 ## r =  1.00E-06 ; rhosty =  1.05E+03 ; rhosol =  1.00E+03
 ## k =  2.00 ; ∆_eq =  2.00 ; num_particle =      10
Time         sumz         <∆z^2>
        0.10805    8.13052E-01    1.02918E-03
        0.21610    3.09507E+00    3.96804E-03
        0.32415    6.63936E+00    8.62254E-03
        0.43220    1.12125E+01    1.47533E-02
        0.54024    1.65610E+01    2.20814E-02
        0.64829    2.23675E+01    3.02263E-02
        0.75634    2.83155E+01    3.87884E-02
        0.86439    3.40666E+01    4.73148E-02
        0.97244    3.93167E+01    5.53756E-02
        1.08049    4.37835E+01    6.25478E-02
        1.18854    4.72264E+01    6.84441E-02
        1.29659    4.94665E+01    7.27449E-02
        1.40464    5.04625E+01    7.53172E-02
        1.51269    5.02486E+01    7.61343E-02
        1.62073    4.89933E+01    7.53742E-02
        1.72878    4.69655E+01    7.33836E-02
        1.83683    4.44363E+01    7.05338E-02
        1.94488    4.16435E+01    6.71670E-02
        2.05293    3.87538E+01    6.35308E-02
        2.16098    3.57847E+01    5.96412E-02
        2.26903    3.29567E+01    5.58589E-02
        2.37708    3.05463E+01    5.26660E-02
        2.48513    2.85010E+01    5.00017E-02
        2.59318    2.68315E+01    4.79134E-02
        2.70122    2.54300E+01    4.62364E-02
        2.80927    2.42941E+01    4.49891E-02
        2.91732    2.34094E+01    4.41687E-02
        3.02537    2.27580E+01    4.37655E-02
        3.13342    2.23569E+01    4.38370E-02
        3.24147    2.21947E+01    4.43893E-02
        3.34952    2.22727E+01    4.54545E-02
        3.45757    2.25954E+01    4.70738E-02
        3.56562    2.30961E+01    4.91407E-02
        3.67367    2.37536E+01    5.16382E-02
        3.78171    2.45696E+01    5.45992E-02
        3.88976    2.54849E+01    5.79202E-02
        3.99781    2.64529E+01    6.15184E-02
        4.10586    2.74150E+01    6.52737E-02
        4.21391    2.82349E+01    6.88657E-02
        4.32196    2.89154E+01    7.22885E-02
        4.43001    2.93870E+01    7.53514E-02
        4.53806    2.95981E+01    7.78897E-02
        4.64611    2.95659E+01    7.99080E-02
        4.75416    2.92399E+01    8.12221E-02
        4.86220    2.85964E+01    8.17039E-02
        4.97025    2.76768E+01    8.14023E-02
        5.07830    2.65449E+01    8.04392E-02
        5.18635    2.52805E+01    7.90014E-02
        5.29440    2.39977E+01    7.74119E-02
        5.40245    2.27005E+01    7.56684E-02
        5.51050    2.15108E+01    7.41752E-02
        5.61855    2.05024E+01    7.32228E-02
        5.72660    1.96926E+01    7.29357E-02
        5.83465    1.90437E+01    7.32450E-02
        5.94269    1.86071E+01    7.44283E-02
        6.05074    1.83427E+01    7.64281E-02
        6.15879    1.82434E+01    7.93189E-02
        6.26684    1.81883E+01    8.26743E-02
        6.37489    1.81437E+01    8.63986E-02
        6.48294    1.80453E+01    9.02263E-02
