BEHD @ YYE. Sim. done on 2023-10-28   12h45
### Sim. w/ κ =    0.400 ; and ∆_0 =  2.00; T =    2.98E+05
 ## r =  1.00E-06 ; rhosty =  1.05E+03 ; rhosol =  1.00E+03
 ## k =  2.00 ; ∆_eq =  2.00 ; num_particle =      10
#  Time        Position ∆            Position X            Angle Θ
 
 
#    1
    0.10805,        2.0000E+00,
    0.21610,        1.9882E+00,
    0.32415,        1.9746E+00,
    0.43220,        1.9491E+00,
    0.54024,        1.9026E+00,
    0.64829,        1.8503E+00,
    0.75634,        1.7926E+00,
    0.86439,        1.7335E+00,
    0.97244,        1.6704E+00,
    1.08049,        1.6101E+00,
    1.18854,        1.5464E+00,
    1.29659,        1.4792E+00,
    1.40464,        1.4145E+00,
    1.51269,        1.3479E+00,
    1.62073,        1.2865E+00,
    1.72878,        1.2300E+00,
    1.83683,        1.2023E+00,
    1.94488,        1.1767E+00,
    2.05293,        1.1647E+00,
    2.16098,        1.1532E+00,
    2.26903,        1.1409E+00,
    2.37708,        1.1412E+00,
    2.48513,        1.1356E+00,
    2.59318,        1.1402E+00,
    2.70122,        1.1653E+00,
    2.80927,        1.2105E+00,
    2.91732,        1.2727E+00,
    3.02537,        1.3520E+00,
    3.13342,        1.4323E+00,
    3.24147,        1.5111E+00,
    3.34952,        1.5900E+00,
    3.45757,        1.6736E+00,
    3.56562,        1.7460E+00,
    3.67367,        1.8092E+00,
    3.78171,        1.8691E+00,
    3.88976,        1.9197E+00,
    3.99781,        1.9493E+00,
    4.10586,        1.9700E+00,
    4.21391,        1.9759E+00,
    4.32196,        1.9796E+00,
    4.43001,        1.9730E+00,
    4.53806,        1.9493E+00,
    4.64611,        1.9111E+00,
    4.75416,        1.8639E+00,
    4.86220,        1.8072E+00,
    4.97025,        1.7407E+00,
    5.07830,        1.6749E+00,
    5.18635,        1.6137E+00,
    5.29440,        1.5603E+00,
    5.40245,        1.5034E+00,
    5.51050,        1.4665E+00,
    5.61855,        1.4374E+00,
    5.72660,        1.4001E+00,
    5.83465,        1.3581E+00,
    5.94269,        1.3288E+00,
    6.05074,        1.3095E+00,
    6.15879,        1.2898E+00,
    6.26684,        1.2621E+00,
    6.37489,        1.2480E+00,
    6.48294,        1.2401E+00,
    6.59099,        1.2567E+00,
    6.69904,        1.2836E+00,
    6.80709,        1.3192E+00,
    6.91514,        1.3610E+00,
    7.02318,        1.3925E+00,
    7.13123,        1.4327E+00,
    7.23928,        1.4601E+00,
    7.34733,        1.4837E+00,
    7.45538,        1.5088E+00,
    7.56343,        1.5235E+00,
    7.67148,        1.5524E+00,
    7.77953,        1.5839E+00,
    7.88758,        1.6052E+00,
    7.99562,        1.6217E+00,
    8.10367,        1.6311E+00,
    8.21172,        1.6429E+00,
    8.31977,        1.6550E+00,
    8.42782,        1.6614E+00,
    8.53587,        1.6710E+00,
 
 
#    2
    0.10805,        2.0000E+00,
    0.21610,        1.9871E+00,
    0.32415,        1.9539E+00,
    0.43220,        1.9056E+00,
    0.54024,        1.8511E+00,
    0.64829,        1.7915E+00,
    0.75634,        1.7297E+00,
    0.86439,        1.6616E+00,
    0.97244,        1.5799E+00,
    1.08049,        1.5018E+00,
    1.18854,        1.4220E+00,
    1.29659,        1.3444E+00,
    1.40464,        1.2781E+00,
    1.51269,        1.2219E+00,
    1.62073,        1.1796E+00,
    1.72878,        1.1455E+00,
    1.83683,        1.1316E+00,
    1.94488,        1.1172E+00,
    2.05293,        1.1171E+00,
    2.16098,        1.1246E+00,
    2.26903,        1.1451E+00,
    2.37708,        1.1689E+00,
    2.48513,        1.1907E+00,
    2.59318,        1.2202E+00,
    2.70122,        1.2442E+00,
