BEHD @ YYE. Sim. done on 2023-10-28   12h45
### Sim. w/ κ =    0.100 ; and ∆_0 =  2.00; T =    2.98E+05
 ## r =  1.00E-06 ; rhosty =  1.05E+03 ; rhosol =  1.00E+03
 ## k =  2.00 ; ∆_eq =  2.00 ; num_particle =      10
Time         sumz         <∆z^2>
        0.10805    8.68854E-01    1.09982E-03
        0.21610    3.40943E+00    4.37107E-03
        0.32415    7.50539E+00    9.74726E-03
        0.43220    1.29989E+01    1.71038E-02
        0.54024    1.96829E+01    2.62439E-02
        0.64829    2.72979E+01    3.68891E-02
        0.75634    3.55456E+01    4.86926E-02
        0.86439    4.41002E+01    6.12503E-02
        0.97244    5.26304E+01    7.41273E-02
        1.08049    6.08152E+01    8.68789E-02
        1.18854    6.83656E+01    9.90806E-02
        1.29659    7.50058E+01    1.10303E-01
        1.40464    8.05392E+01    1.20208E-01
        1.51269    8.48237E+01    1.28521E-01
        1.62073    8.78008E+01    1.35078E-01
        1.72878    8.94593E+01    1.39780E-01
        1.83683    8.97992E+01    1.42538E-01
        1.94488    8.89239E+01    1.43426E-01
        2.05293    8.69787E+01    1.42588E-01
        2.16098    8.40455E+01    1.40076E-01
        2.26903    8.03390E+01    1.36168E-01
        2.37708    7.59896E+01    1.31017E-01
        2.48513    7.11905E+01    1.24896E-01
        2.59318    6.60818E+01    1.18003E-01
        2.70122    6.08001E+01    1.10546E-01
        2.80927    5.54908E+01    1.02761E-01
        2.91732    5.02184E+01    9.47517E-02
        3.02537    4.50610E+01    8.66558E-02
        3.13342    4.01340E+01    7.86941E-02
        3.24147    3.55070E+01    7.10140E-02
        3.34952    3.12246E+01    6.37237E-02
        3.45757    2.73433E+01    5.69651E-02
        3.56562    2.39243E+01    5.09027E-02
        3.67367    2.10110E+01    4.56760E-02
        3.78171    1.86168E+01    4.13707E-02
        3.88976    1.67425E+01    3.80512E-02
        3.99781    1.54084E+01    3.58334E-02
        4.10586    1.46033E+01    3.47697E-02
        4.21391    1.43194E+01    3.49255E-02
        4.32196    1.45237E+01    3.63092E-02
        4.43001    1.51743E+01    3.89084E-02
        4.53806    1.62205E+01    4.26856E-02
        4.64611    1.76150E+01    4.76082E-02
        4.75416    1.93228E+01    5.36745E-02
        4.86220    2.12606E+01    6.07447E-02
        4.97025    2.33614E+01    6.87099E-02
        5.07830    2.55411E+01    7.73972E-02
        5.18635    2.77284E+01    8.66512E-02
        5.29440    2.98769E+01    9.63770E-02
        5.40245    3.18783E+01    1.06261E-01
        5.51050    3.36493E+01    1.16032E-01
        5.61855    3.51249E+01    1.25446E-01
        5.72660    3.62283E+01    1.34179E-01
        5.83465    3.68856E+01    1.41868E-01
        5.94269    3.70623E+01    1.48249E-01
        6.05074    3.66804E+01    1.52835E-01
        6.15879    3.57470E+01    1.55422E-01
        6.26684    3.43170E+01    1.55986E-01
        6.37489    3.24491E+01    1.54520E-01
        6.48294    3.03000E+01    1.51500E-01
