BEHD @ YYE. Sim. done on 2023-10-28   12h45
### Sim. w/ κ =    0.200 ; and ∆_0 =  2.00; T =    2.98E+05
 ## r =  1.00E-06 ; rhosty =  1.05E+03 ; rhosol =  1.00E+03
 ## k =  2.00 ; ∆_eq =  2.00 ; num_particle =      10
#  Time        Position ∆            Position X            Angle Θ
 
 
#    1
    0.10805,        2.0000E+00,
    0.21610,        1.9818E+00,
    0.32415,        1.9535E+00,
    0.43220,        1.9136E+00,
    0.54024,        1.8548E+00,
    0.64829,        1.7882E+00,
    0.75634,        1.7129E+00,
    0.86439,        1.6362E+00,
    0.97244,        1.5591E+00,
    1.08049,        1.4748E+00,
    1.18854,        1.3958E+00,
    1.29659,        1.3196E+00,
    1.40464,        1.2447E+00,
    1.51269,        1.1828E+00,
    1.62073,        1.1305E+00,
    1.72878,        1.0997E+00,
    1.83683,        1.0714E+00,
    1.94488,        1.0484E+00,
    2.05293,        1.0337E+00,
    2.16098,        1.0270E+00,
    2.26903,        1.0219E+00,
    2.37708,        1.0441E+00,
    2.48513,        1.0824E+00,
    2.59318,        1.1527E+00,
    2.70122,        1.2028E+00,
    2.80927,        1.2599E+00,
    2.91732,        1.3058E+00,
    3.02537,        1.3553E+00,
    3.13342,        1.3983E+00,
    3.24147,        1.4377E+00,
    3.34952,        1.4693E+00,
    3.45757,        1.4922E+00,
    3.56562,        1.5105E+00,
    3.67367,        1.5361E+00,
    3.78171,        1.5552E+00,
    3.88976,        1.5656E+00,
    3.99781,        1.5663E+00,
    4.10586,        1.5517E+00,
    4.21391,        1.5331E+00,
    4.32196,        1.5182E+00,
    4.43001,        1.5219E+00,
    4.53806,        1.5242E+00,
    4.64611,        1.5245E+00,
    4.75416,        1.5263E+00,
    4.86220,        1.5247E+00,
    4.97025,        1.5151E+00,
    5.07830,        1.5135E+00,
    5.18635,        1.5073E+00,
    5.29440,        1.4992E+00,
    5.40245,        1.4802E+00,
    5.51050,        1.4622E+00,
    5.61855,        1.4401E+00,
    5.72660,        1.4113E+00,
    5.83465,        1.3976E+00,
    5.94269,        1.3926E+00,
    6.05074,        1.3879E+00,
    6.15879,        1.3924E+00,
    6.26684,        1.4027E+00,
    6.37489,        1.4102E+00,
    6.48294,        1.4280E+00,
    6.59099,        1.4528E+00,
    6.69904,        1.4719E+00,
    6.80709,        1.4822E+00,
    6.91514,        1.4915E+00,
    7.02318,        1.4958E+00,
    7.13123,        1.4975E+00,
    7.23928,        1.4966E+00,
    7.34733,        1.4900E+00,
    7.45538,        1.4966E+00,
    7.56343,        1.4994E+00,
    7.67148,        1.4834E+00,
    7.77953,        1.4626E+00,
    7.88758,        1.4427E+00,
    7.99562,        1.4235E+00,
    8.10367,        1.4270E+00,
    8.21172,        1.4371E+00,
    8.31977,        1.4401E+00,
    8.42782,        1.4384E+00,
    8.53587,        1.4469E+00,
 
 
#    2
    0.10805,        2.0000E+00,
    0.21610,        1.9816E+00,
    0.32415,        1.9492E+00,
    0.43220,        1.9090E+00,
    0.54024,        1.8572E+00,
    0.64829,        1.7992E+00,
    0.75634,        1.7444E+00,
    0.86439,        1.6852E+00,
    0.97244,        1.6183E+00,
    1.08049,        1.5541E+00,
    1.18854,        1.4974E+00,
    1.29659,        1.4462E+00,
    1.40464,        1.3982E+00,
    1.51269,        1.3644E+00,
    1.62073,        1.3298E+00,
    1.72878,        1.2889E+00,
    1.83683,        1.2532E+00,
    1.94488,        1.2383E+00,
    2.05293,        1.2115E+00,
    2.16098,        1.1859E+00,
    2.26903,        1.1696E+00,
    2.37708,        1.1611E+00,
    2.48513,        1.1576E+00,
    2.59318,        1.1785E+00,
    2.70122,        1.2124E+00,
    2.80927,        1.2479E+00,
    2.91732,        1.2729E+00,
    3.02537,        1.2932E+00,
    3.13342,        1.3019E+00,
    3.24147,        1.3217E+00,
    3.34952,        1.3481E+00,
    3.45757,        1.3630E+00,
    3.56562,        1.3792E+00,
    3.67367,        1.3892E+00,
    3.78171,        1.4031E+00,
    3.88976,        1.4149E+00,
    3.99781,        1.4145E+00,
    4.10586,        1.4134E+00,
    4.21391,        1.4129E+00,
    4.32196,        1.4069E+00,
    4.43001,        1.3997E+00,
    4.53806,        1.3991E+00,
    4.64611,        1.3986E+00,
    4.75416,        1.4082E+00,
    4.86220,        1.4162E+00,
    4.97025,        1.4324E+00,
    5.07830,        1.4483E+00,
    5.18635,        1.4593E+00,
    5.29440,        1.4691E+00,
    5.40245,        1.4922E+00,
    5.51050,        1.5224E+00,
    5.61855,        1.5285E+00,
    5.72660,        1.5270E+00,
    5.83465,        1.5228E+00,
    5.94269,        1.5206E+00,
    6.05074,        1.5040E+00,
    6.15879,        1.4772E+00,
    6.26684,        1.4517E+00,
    6.37489,        1.4228E+00,
    6.48294,        1.3955E+00,
    6.59099,        1.3747E+00,
    6.69904,        1.3536E+00,
    6.80709,        1.3236E+00,
    6.91514,        1.2845E+00,
    7.02318,        1.2609E+00,
    7.13123,        1.2285E+00,
    7.23928,        1.1963E+00,
    7.34733,        1.1856E+00,
    7.45538,        1.1808E+00,
    7.56343,        1.1921E+00,
    7.67148,        1.2214E+00,
    7.77953,        1.2488E+00,
    7.88758,        1.2863E+00,
    7.99562,        1.3327E+00,
    8.10367,        1.3813E+00,
    8.21172,        1.4196E+00,
    8.31977,        1.4597E+00,
    8.42782,        1.5006E+00,
    8.53587,        1.5464E+00,
 
 
#    3
    0.10805,        2.0000E+00,
    0.21610,        1.9837E+00,
    0.32415,        1.9591E+00,
    0.43220,        1.9250E+00,
    0.54024,        1.8879E+00,
    0.64829,        1.8493E+00,
    0.75634,        1.8034E+00,
    0.86439,        1.7486E+00,
    0.97244,        1.6972E+00,
    1.08049,        1.6509E+00,
    1.18854,        1.6031E+00,
    1.29659,        1.5548E+00,
    1.40464,        1.5164E+00,
    1.51269,        1.4808E+00,
    1.62073,        1.4443E+00,
    1.72878,        1.4208E+00,
    1.83683,        1.3955E+00,
    1.94488,        1.3654E+00,
    2.05293,        1.3387E+00,
    2.16098,        1.3139E+00,
    2.26903,        1.2860E+00,
    2.37708,        1.2692E+00,
    2.48513,        1.2680E+00,
    2.59318,        1.2682E+00,
    2.70122,        1.2735E+00,
    2.80927,        1.2903E+00,
    2.91732,        1.3163E+00,
    3.02537,        1.3344E+00,
    3.13342,        1.3444E+00,
    3.24147,        1.3475E+00,
    3.34952,        1.3587E+00,
    3.45757,        1.3717E+00,
    3.56562,        1.3840E+00,
    3.67367,        1.4040E+00,
    3.78171,        1.4154E+00,
    3.88976,        1.4262E+00,
    3.99781,        1.4388E+00,
    4.10586,        1.4469E+00,
    4.21391,        1.4595E+00,
    4.32196,        1.4799E+00,
    4.43001,        1.5004E+00,
    4.53806,        1.5196E+00,
    4.64611,        1.5417E+00,
    4.75416,        1.5676E+00,
    4.86220,        1.5910E+00,
    4.97025,        1.6139E+00,
    5.07830,        1.6275E+00,
    5.18635,        1.6411E+00,
    5.29440,        1.6482E+00,
    5.40245,        1.6480E+00,
    5.51050,        1.6448E+00,
    5.61855,        1.6378E+00,
    5.72660,        1.6299E+00,
    5.83465,        1.6237E+00,
    5.94269,        1.6095E+00,
    6.05074,        1.5969E+00,
    6.15879,        1.5860E+00,
    6.26684,        1.5756E+00,
    6.37489,        1.5754E+00,
    6.48294,        1.5743E+00,
    6.59099,        1.5675E+00,
    6.69904,        1.5492E+00,
    6.80709,        1.5311E+00,
    6.91514,        1.4948E+00,
    7.02318,        1.4430E+00,
    7.13123,        1.3901E+00,
    7.23928,        1.3413E+00,
    7.34733,        1.2917E+00,
    7.45538,        1.2610E+00,
    7.56343,        1.2379E+00,
    7.67148,        1.2360E+00,
    7.77953,        1.2197E+00,
    7.88758,        1.2100E+00,
    7.99562,        1.2178E+00,
    8.10367,        1.2404E+00,
    8.21172,        1.2719E+00,
    8.31977,        1.2957E+00,
    8.42782,        1.3225E+00,
    8.53587,        1.3674E+00,
 
 
#    4
    0.10805,        2.0000E+00,
    0.21610,        1.9946E+00,
    0.32415,        1.9752E+00,
    0.43220,        1.9481E+00,
    0.54024,        1.9183E+00,
    0.64829,        1.8905E+00,
    0.75634,        1.8557E+00,
    0.86439,        1.8176E+00,
    0.97244,        1.7651E+00,
