BEHD @ YYE. Sim. done on 2023-10-28   12h45
### Sim. w/ κ =    0.500 ; and ∆_0 =  2.00; T =    2.98E+05
 ## r =  1.00E-06 ; rhosty =  1.05E+03 ; rhosol =  1.00E+03
 ## k =  2.00 ; ∆_eq =  2.00 ; num_particle =      10
Time         sumz         <∆z^2>
        0.10805    1.02473E+00    1.29713E-03
        0.21610    3.91628E+00    5.02087E-03
        0.32415    8.46694E+00    1.09960E-02
        0.43220    1.44416E+01    1.90020E-02
        0.54024    2.15239E+01    2.86985E-02
        0.64829    2.93713E+01    3.96910E-02
        0.75634    3.76070E+01    5.15164E-02
        0.86439    4.58417E+01    6.36691E-02
        0.97244    5.37236E+01    7.56671E-02
        1.08049    6.08708E+01    8.69583E-02
        1.18854    6.70264E+01    9.71398E-02
        1.29659    7.19656E+01    1.05832E-01
        1.40464    7.55412E+01    1.12748E-01
        1.51269    7.76218E+01    1.17609E-01
        1.62073    7.81445E+01    1.20222E-01
        1.72878    7.71617E+01    1.20565E-01
        1.83683    7.49204E+01    1.18921E-01
        1.94488    7.16554E+01    1.15573E-01
        2.05293    6.76852E+01    1.10959E-01
        2.16098    6.33155E+01    1.05526E-01
        2.26903    5.90819E+01    1.00139E-01
        2.37708    5.49785E+01    9.47906E-02
        2.48513    5.09916E+01    8.94589E-02
        2.59318    4.71793E+01    8.42488E-02
        2.70122    4.36581E+01    7.93783E-02
        2.80927    4.03689E+01    7.47572E-02
        2.91732    3.73694E+01    7.05083E-02
        3.02537    3.46051E+01    6.65482E-02
        3.13342    3.20881E+01    6.29179E-02
        3.24147    2.98185E+01    5.96371E-02
        3.34952    2.78170E+01    5.67694E-02
        3.45757    2.60374E+01    5.42447E-02
        3.56562    2.44874E+01    5.21010E-02
        3.67367    2.31763E+01    5.03834E-02
        3.78171    2.20834E+01    4.90743E-02
        3.88976    2.12549E+01    4.83066E-02
        3.99781    2.07235E+01    4.81943E-02
        4.10586    2.05055E+01    4.88225E-02
        4.21391    2.05933E+01    5.02276E-02
        4.32196    2.09540E+01    5.23850E-02
        4.43001    2.15671E+01    5.53002E-02
        4.53806    2.24106E+01    5.89752E-02
        4.64611    2.34402E+01    6.33520E-02
        4.75416    2.46320E+01    6.84222E-02
        4.86220    2.59290E+01    7.40828E-02
        4.97025    2.72400E+01    8.01177E-02
        5.07830    2.84915E+01    8.63379E-02
        5.18635    2.96052E+01    9.25164E-02
        5.29440    3.04992E+01    9.83845E-02
        5.40245    3.11839E+01    1.03946E-01
        5.51050    3.16234E+01    1.09046E-01
        5.61855    3.17810E+01    1.13504E-01
        5.72660    3.16267E+01    1.17136E-01
        5.83465    3.11916E+01    1.19968E-01
        5.94269    3.05297E+01    1.22119E-01
        6.05074    2.96454E+01    1.23523E-01
        6.15879    2.85499E+01    1.24130E-01
        6.26684    2.72401E+01    1.23819E-01
        6.37489    2.57628E+01    1.22680E-01
        6.48294    2.41046E+01    1.20523E-01
