BEHD @ YYE. Sim. done on 2023-10-28   12h45
### Sim. w/ κ =    0.200 ; and ∆_0 =  2.00; T =    2.98E+05
 ## r =  1.00E-06 ; rhosty =  1.05E+03 ; rhosol =  1.00E+03
 ## k =  2.00 ; ∆_eq =  2.00 ; num_particle =      10
  Time        mass            Force z            Noise z            Noise x            Noise Θ
    0.10805        3.298672E-09       -1.000000E+00       -5.482178E-02        0.000000E+00       -0.000000E+00
    0.21610        3.298672E-09       -9.635896E-01        7.621684E-03       -0.000000E+00       -0.000000E+00
    0.32415        3.298672E-09       -9.070072E-01       -1.539336E-02       -0.000000E+00       -0.000000E+00
    0.43220        3.298672E-09       -8.272340E-01       -9.340045E-02       -0.000000E+00        0.000000E+00
    0.54024        3.298672E-09       -7.095626E-01       -1.287334E-02        0.000000E+00        0.000000E+00
    0.64829        3.298672E-09       -5.764469E-01       -3.915353E-02        0.000000E+00       -0.000000E+00
    0.75634        3.298672E-09       -4.258764E-01        4.842324E-03        0.000000E+00        0.000000E+00
    0.86439        3.298672E-09       -2.724297E-01       -4.512348E-03       -0.000000E+00        0.000000E+00
    0.97244        3.298672E-09       -1.181449E-01       -7.965452E-02       -0.000000E+00       -0.000000E+00
    1.08049        3.298672E-09        5.039608E-02        3.669844E-03       -0.000000E+00       -0.000000E+00
    1.18854        3.298672E-09        2.084139E-01       -3.402047E-02        0.000000E+00       -0.000000E+00
    1.29659        3.298672E-09        3.608801E-01       -6.173469E-02       -0.000000E+00       -0.000000E+00
    1.40464        3.298672E-09        5.105551E-01        1.060505E-02       -0.000000E+00        0.000000E+00
    1.51269        3.298672E-09        6.343219E-01       -2.847965E-02       -0.000000E+00        0.000000E+00
    1.62073        3.298672E-09        7.389171E-01        4.232027E-02       -0.000000E+00       -0.000000E+00
    1.72878        3.298672E-09        8.006923E-01       -8.867586E-02       -0.000000E+00       -0.000000E+00
    1.83683        3.298672E-09        8.571758E-01       -7.725078E-02       -0.000000E+00        0.000000E+00
    1.94488        3.298672E-09        9.031332E-01       -6.186531E-02        0.000000E+00        0.000000E+00
    2.05293        3.298672E-09        9.325944E-01       -6.226949E-02        0.000000E+00        0.000000E+00
    2.16098        3.298672E-09        9.459261E-01       -9.812368E-02        0.000000E+00        0.000000E+00
    2.26903        3.298672E-09        9.562764E-01        5.828230E-02       -0.000000E+00       -0.000000E+00
    2.37708        3.298672E-09        9.118592E-01        2.834603E-02       -0.000000E+00        0.000000E+00
    2.48513        3.298672E-09        8.351693E-01        1.658809E-01       -0.000000E+00        0.000000E+00
    2.59318        3.298672E-09        6.946796E-01       -1.360437E-01       -0.000000E+00       -0.000000E+00
    2.70122        3.298672E-09        5.943807E-01        3.662646E-02        0.000000E+00        0.000000E+00
    2.80927        3.298672E-09        4.801573E-01       -8.645490E-02        0.000000E+00       -0.000000E+00
    2.91732        3.298672E-09        3.883715E-01        2.332061E-02       -0.000000E+00        0.000000E+00
    3.02537        3.298672E-09        2.894636E-01       -4.558270E-02       -0.000000E+00       -0.000000E+00
    3.13342        3.298672E-09        2.034442E-01       -2.139329E-02       -0.000000E+00        0.000000E+00
    3.24147        3.298672E-09        1.246581E-01       -5.169328E-02       -0.000000E+00       -0.000000E+00
    3.34952        3.298672E-09        6.137400E-02       -6.033338E-02       -0.000000E+00       -0.000000E+00
    3.45757        3.298672E-09        1.565101E-02       -2.639774E-02       -0.000000E+00        0.000000E+00
    3.56562        3.298672E-09       -2.097060E-02        7.421337E-02       -0.000000E+00       -0.000000E+00
    3.67367        3.298672E-09       -7.216010E-02       -3.260326E-02        0.000000E+00        0.000000E+00
    3.78171        3.298672E-09       -1.104084E-01       -5.214878E-02        0.000000E+00        0.000000E+00
    3.88976        3.298672E-09       -1.311494E-01       -6.273747E-02        0.000000E+00       -0.000000E+00
    3.99781        3.298672E-09       -1.325636E-01       -1.154970E-01       -0.000000E+00        0.000000E+00
    4.10586        3.298672E-09       -1.034409E-01       -3.040135E-02       -0.000000E+00        0.000000E+00
    4.21391        3.298672E-09       -6.622258E-02        2.929191E-02       -0.000000E+00        0.000000E+00
    4.32196        3.298672E-09       -3.639514E-02        1.537773E-01        0.000000E+00       -0.000000E+00
    4.43001        3.298672E-09       -4.381221E-02       -4.854085E-03       -0.000000E+00       -0.000000E+00
    4.53806        3.298672E-09       -4.846027E-02       -1.107706E-02        0.000000E+00       -0.000000E+00
    4.64611        3.298672E-09       -4.892919E-02        1.946541E-02       -0.000000E+00        0.000000E+00
    4.75416        3.298672E-09       -5.269055E-02       -2.310355E-02        0.000000E+00       -0.000000E+00
    4.86220        3.298672E-09       -4.938223E-02       -6.281658E-02        0.000000E+00       -0.000000E+00
    4.97025        3.298672E-09       -3.014355E-02        6.634220E-02        0.000000E+00        0.000000E+00
    5.07830        3.298672E-09       -2.700491E-02       -3.691760E-02       -0.000000E+00        0.000000E+00
    5.18635        3.298672E-09       -1.459642E-02       -1.793091E-02       -0.000000E+00       -0.000000E+00
    5.29440        3.298672E-09        1.690243E-03       -9.534548E-02       -0.000000E+00        0.000000E+00
    5.40245        3.298672E-09        3.959988E-02       -5.985476E-03       -0.000000E+00       -0.000000E+00
    5.51050        3.298672E-09        7.558067E-02       -5.219963E-02       -0.000000E+00        0.000000E+00
    5.61855        3.298672E-09        1.198569E-01       -7.969322E-02        0.000000E+00        0.000000E+00
    5.72660        3.298672E-09        1.774121E-01        8.907111E-02       -0.000000E+00        0.000000E+00
    5.83465        3.298672E-09        2.048993E-01        4.230424E-02       -0.000000E+00       -0.000000E+00
    5.94269        3.298672E-09        2.147411E-01       -2.474663E-02        0.000000E+00       -0.000000E+00
