BEHD @ YYE. Sim. done on 2023-10-28   12h45
### Sim. w/ κ =    0.400 ; and ∆_0 =  2.00; T =    2.98E+05
 ## r =  1.00E-06 ; rhosty =  1.05E+03 ; rhosol =  1.00E+03
 ## k =  2.00 ; ∆_eq =  2.00 ; num_particle =      10
  Time        mass            Force z            Noise z            Noise x            Noise Θ
    0.10805        3.298672E-09       -1.000000E+00        6.105932E-03       -0.000000E+00        0.000000E+00
    0.21610        3.298672E-09       -9.763897E-01        8.599395E-02       -0.000000E+00        0.000000E+00
    0.32415        3.298672E-09       -9.491890E-01       -4.426405E-03       -0.000000E+00        0.000000E+00
    0.43220        3.298672E-09       -8.982283E-01       -9.190814E-02        0.000000E+00        0.000000E+00
    0.54024        3.298672E-09       -8.052563E-01        2.179885E-02       -0.000000E+00        0.000000E+00
    0.64829        3.298672E-09       -7.005745E-01        1.344519E-02        0.000000E+00       -0.000000E+00
    0.75634        3.298672E-09       -5.852651E-01        3.127770E-02       -0.000000E+00        0.000000E+00
    0.86439        3.298672E-09       -4.669079E-01       -1.475135E-03       -0.000000E+00       -0.000000E+00
    0.97244        3.298672E-09       -3.408197E-01        3.726031E-02        0.000000E+00       -0.000000E+00
    1.08049        3.298672E-09       -2.201093E-01       -2.363733E-02       -0.000000E+00       -0.000000E+00
    1.18854        3.298672E-09       -9.275606E-02       -3.892544E-02        0.000000E+00        0.000000E+00
    1.29659        3.298672E-09        4.161316E-02       -7.469640E-03        0.000000E+00       -0.000000E+00
    1.40464        3.298672E-09        1.709146E-01       -5.389110E-02        0.000000E+00        0.000000E+00
    1.51269        3.298672E-09        3.042379E-01       -1.666370E-02        0.000000E+00        0.000000E+00
    1.62073        3.298672E-09        4.270725E-01       -3.227331E-02       -0.000000E+00       -0.000000E+00
    1.72878        3.298672E-09        5.399844E-01        9.528186E-02        0.000000E+00       -0.000000E+00
    1.83683        3.298672E-09        5.953001E-01       -6.641624E-02        0.000000E+00       -0.000000E+00
    1.94488        3.298672E-09        6.465874E-01       -9.624362E-03        0.000000E+00       -0.000000E+00
    2.05293        3.298672E-09        6.705016E-01       -7.723305E-02       -0.000000E+00       -0.000000E+00
    2.16098        3.298672E-09        6.936576E-01       -8.484364E-02       -0.000000E+00        0.000000E+00
    2.26903        3.298672E-09        7.181558E-01       -2.345811E-02        0.000000E+00        0.000000E+00
    2.37708        3.298672E-09        7.176549E-01       -1.042744E-01       -0.000000E+00       -0.000000E+00
    2.48513        3.298672E-09        7.288375E-01       -3.234805E-02        0.000000E+00       -0.000000E+00
    2.59318        3.298672E-09        7.196189E-01        2.781684E-02       -0.000000E+00       -0.000000E+00
    2.70122        3.298672E-09        6.693450E-01        5.901158E-02       -0.000000E+00       -0.000000E+00
    2.80927        3.298672E-09        5.790752E-01        8.665782E-02       -0.000000E+00       -0.000000E+00
    2.91732        3.298672E-09        4.545711E-01        1.273110E-01        0.000000E+00        0.000000E+00
    3.02537        3.298672E-09        2.959807E-01        5.726740E-02       -0.000000E+00        0.000000E+00
    3.13342        3.298672E-09        1.353944E-01        4.641136E-02        0.000000E+00        0.000000E+00
    3.24147        3.298672E-09       -2.215389E-02        6.472346E-02       -0.000000E+00        0.000000E+00
    3.34952        3.298672E-09       -1.799164E-01        1.119387E-01        0.000000E+00        0.000000E+00
    3.45757        3.298672E-09       -3.472979E-01       -2.182753E-03       -0.000000E+00        0.000000E+00
    3.56562        3.298672E-09       -4.920072E-01        1.708275E-02        0.000000E+00        0.000000E+00
    3.67367        3.298672E-09       -6.183657E-01        7.096011E-02       -0.000000E+00        0.000000E+00
    3.78171        3.298672E-09       -7.382076E-01        2.810426E-02       -0.000000E+00        0.000000E+00
    3.88976        3.298672E-09       -8.393203E-01       -6.610438E-02       -0.000000E+00       -0.000000E+00
    3.99781        3.298672E-09       -8.986567E-01        3.187528E-02       -0.000000E+00        0.000000E+00
    4.10586        3.298672E-09       -9.400400E-01       -1.763561E-02       -0.000000E+00       -0.000000E+00
    4.21391        3.298672E-09       -9.518794E-01        8.564782E-02        0.000000E+00        0.000000E+00
    4.32196        3.298672E-09       -9.592055E-01        1.614029E-02       -0.000000E+00       -0.000000E+00
    4.43001        3.298672E-09       -9.459024E-01       -4.631105E-02        0.000000E+00        0.000000E+00
    4.53806        3.298672E-09       -8.986376E-01       -3.659754E-02       -0.000000E+00       -0.000000E+00
    4.64611        3.298672E-09       -8.221015E-01        3.930289E-06       -0.000000E+00        0.000000E+00
    4.75416        3.298672E-09       -7.277645E-01       -1.778295E-02       -0.000000E+00       -0.000000E+00
    4.86220        3.298672E-09       -6.143940E-01       -3.472109E-02        0.000000E+00       -0.000000E+00
    4.97025        3.298672E-09       -4.813952E-01        3.629831E-02       -0.000000E+00        0.000000E+00
    5.07830        3.298672E-09       -3.498506E-01        5.268342E-02        0.000000E+00        0.000000E+00
    5.18635        3.298672E-09       -2.273772E-01        6.564686E-02       -0.000000E+00        0.000000E+00
    5.29440        3.298672E-09       -1.205641E-01       -3.334540E-02        0.000000E+00        0.000000E+00
    5.40245        3.298672E-09       -6.897733E-03        1.307622E-01        0.000000E+00       -0.000000E+00
    5.51050        3.298672E-09        6.709910E-02        3.638021E-02        0.000000E+00       -0.000000E+00
    5.61855        3.298672E-09        1.251288E-01       -8.728702E-02       -0.000000E+00       -0.000000E+00
    5.72660        3.298672E-09        1.997215E-01       -7.124110E-02       -0.000000E+00        0.000000E+00
    5.83465        3.298672E-09        2.837350E-01        3.899260E-02        0.000000E+00       -0.000000E+00
    5.94269        3.298672E-09        3.424407E-01        1.642934E-02        0.000000E+00       -0.000000E+00
    6.05074        3.298672E-09        3.810073E-01       -5.415329E-02        0.000000E+00       -0.000000E+00
    6.15879        3.298672E-09        4.204593E-01       -1.069520E-01        0.000000E+00       -0.000000E+00
    6.26684        3.298672E-09        4.758821E-01        1.929059E-02        0.000000E+00       -0.000000E+00
    6.37489        3.298672E-09        5.040548E-01       -2.478032E-02        0.000000E+00       -0.000000E+00
    6.48294        3.298672E-09        5.198446E-01        8.634880E-02        0.000000E+00       -0.000000E+00
    6.59099        3.298672E-09        4.865615E-01        2.479766E-02        0.000000E+00        0.000000E+00
    6.69904        3.298672E-09        4.328020E-01        3.261797E-02       -0.000000E+00       -0.000000E+00
    6.80709        3.298672E-09        3.615482E-01        3.255341E-02        0.000000E+00       -0.000000E+00
    6.91514        3.298672E-09        2.780924E-01       -6.519968E-02       -0.000000E+00        0.000000E+00
    7.02318        3.298672E-09        2.150577E-01        6.209854E-02        0.000000E+00       -0.000000E+00
    7.13123        3.298672E-09        1.346821E-01       -7.737228E-02       -0.000000E+00       -0.000000E+00
    7.23928        3.298672E-09        7.980795E-02       -1.875829E-02        0.000000E+00       -0.000000E+00
    7.34733        3.298672E-09        3.267922E-02        2.359194E-02        0.000000E+00       -0.000000E+00
    7.45538        3.298672E-09       -1.762886E-02       -6.169897E-02        0.000000E+00        0.000000E+00
    7.56343        3.298672E-09       -4.707002E-02        1.219417E-01       -0.000000E+00        0.000000E+00
    7.67148        3.298672E-09       -1.047230E-01        4.964230E-02        0.000000E+00        0.000000E+00
