BEHD @ YYE. Sim. done on 2023-10-28   12h45
### Sim. w/ κ =    0.800 ; and ∆_0 =  2.00; T =    2.98E+05
 ## r =  1.00E-06 ; rhosty =  1.05E+03 ; rhosol =  1.00E+03
 ## k =  2.00 ; ∆_eq =  2.00 ; num_particle =      10
  Time        mass            Force z            Noise z            Noise x            Noise Θ
    0.10805        3.298672E-09       -1.000000E+00        3.337079E-02        0.000000E+00        0.000000E+00
    0.21610        3.298672E-09       -9.813571E-01        2.381835E-02        0.000000E+00        0.000000E+00
    0.32415        3.298672E-09       -9.429314E-01        2.830234E-02        0.000000E+00        0.000000E+00
    0.43220        3.298672E-09       -8.875605E-01        2.170846E-03       -0.000000E+00        0.000000E+00
    0.54024        3.298672E-09       -8.106207E-01        3.983784E-02       -0.000000E+00       -0.000000E+00
    0.64829        3.298672E-09       -7.243279E-01       -1.713460E-02       -0.000000E+00        0.000000E+00
    0.75634        3.298672E-09       -6.164061E-01        2.831959E-02       -0.000000E+00       -0.000000E+00
    0.86439        3.298672E-09       -5.020324E-01       -3.280142E-02        0.000000E+00        0.000000E+00
    0.97244        3.298672E-09       -3.676906E-01        6.325003E-02        0.000000E+00       -0.000000E+00
    1.08049        3.298672E-09       -2.439181E-01        2.956458E-02       -0.000000E+00        0.000000E+00
    1.18854        3.298672E-09       -1.248628E-01        5.174367E-02       -0.000000E+00       -0.000000E+00
    1.29659        3.298672E-09       -2.146142E-02        1.144938E-02       -0.000000E+00       -0.000000E+00
    1.40464        3.298672E-09        7.524608E-02       -2.509794E-02       -0.000000E+00       -0.000000E+00
    1.51269        3.298672E-09        1.744486E-01       -1.131297E-02       -0.000000E+00       -0.000000E+00
    1.62073        3.298672E-09        2.675025E-01        2.286697E-02        0.000000E+00        0.000000E+00
    1.72878        3.298672E-09        3.350031E-01        9.845351E-02       -0.000000E+00       -0.000000E+00
    1.83683        3.298672E-09        3.341515E-01        1.835189E-02        0.000000E+00        0.000000E+00
    1.94488        3.298672E-09        3.082441E-01       -8.346115E-03       -0.000000E+00        0.000000E+00
    2.05293        3.298672E-09        2.762378E-01       -1.153340E-01       -0.000000E+00        0.000000E+00
    2.16098        3.298672E-09        2.880434E-01       -8.192798E-02        0.000000E+00        0.000000E+00
    2.26903        3.298672E-09        3.217581E-01       -2.881771E-03       -0.000000E+00        0.000000E+00
    2.37708        3.298672E-09        3.376181E-01       -6.333941E-02        0.000000E+00        0.000000E+00
    2.48513        3.298672E-09        3.651453E-01        6.979052E-02        0.000000E+00        0.000000E+00
    2.59318        3.298672E-09        3.350890E-01       -2.234917E-02        0.000000E+00        0.000000E+00
    2.70122        3.298672E-09        3.051163E-01        3.906310E-02       -0.000000E+00       -0.000000E+00
    2.80927        3.298672E-09        2.483533E-01        6.751092E-02       -0.000000E+00        0.000000E+00
    2.91732        3.298672E-09        1.627642E-01       -2.319534E-03       -0.000000E+00        0.000000E+00
    3.02537        3.298672E-09        8.720587E-02        1.063172E-01       -0.000000E+00       -0.000000E+00
    3.13342        3.298672E-09       -1.839749E-02       -2.322101E-02       -0.000000E+00        0.000000E+00
    3.24147        3.298672E-09       -1.000617E-01       -1.077978E-01       -0.000000E+00        0.000000E+00
    3.34952        3.298672E-09       -1.339979E-01       -1.182488E-01        0.000000E+00        0.000000E+00
    3.45757        3.298672E-09       -1.229169E-01        3.876864E-02       -0.000000E+00       -0.000000E+00
    3.56562        3.298672E-09       -1.205376E-01       -3.631101E-02        0.000000E+00        0.000000E+00
    3.67367        3.298672E-09       -1.025698E-01       -1.650975E-02        0.000000E+00        0.000000E+00
    3.78171        3.298672E-09       -7.694633E-02        9.624122E-02       -0.000000E+00        0.000000E+00
    3.88976        3.298672E-09       -8.143581E-02        5.706383E-03        0.000000E+00       -0.000000E+00
    3.99781        3.298672E-09       -8.433051E-02        4.866942E-02       -0.000000E+00        0.000000E+00
    4.10586        3.298672E-09       -9.951667E-02        1.268924E-01        0.000000E+00       -0.000000E+00
    4.21391        3.298672E-09       -1.502572E-01       -1.326134E-01        0.000000E+00       -0.000000E+00
    4.32196        3.298672E-09       -1.494811E-01       -1.209598E-02       -0.000000E+00       -0.000000E+00
    4.43001        3.298672E-09       -1.397927E-01       -9.185375E-02       -0.000000E+00       -0.000000E+00
    4.53806        3.298672E-09       -9.718768E-02        2.521071E-02        0.000000E+00        0.000000E+00
    4.64611        3.298672E-09       -6.183642E-02        1.036299E-02       -0.000000E+00        0.000000E+00
    4.75416        3.298672E-09       -2.992930E-02       -3.360540E-02       -0.000000E+00       -0.000000E+00
    4.86220        3.298672E-09        1.213521E-02       -4.676197E-02        0.000000E+00       -0.000000E+00
    4.97025        3.298672E-09        6.703863E-02       -5.975380E-02       -0.000000E+00        0.000000E+00
    5.07830        3.298672E-09        1.373061E-01       -6.983576E-02        0.000000E+00        0.000000E+00
