BEHD @ YYE. Sim. done on 2023-10-28   12h45
### Sim. w/ κ =    0.700 ; and ∆_0 =  2.00; T =    2.98E+05
 ## r =  1.00E-06 ; rhosty =  1.05E+03 ; rhosol =  1.00E+03
 ## k =  2.00 ; ∆_eq =  2.00 ; num_particle =      10
  Time        Position ∆        γ_z        Veloctiy ∆        Fz total        electro î        spurious        Noise z
    2.48513     1.4017E+00     6.0258E-01     3.8151E-01     1.9659E-01     0.0000E+00     2.2329-314     4.8550E-02
    2.59318     1.4486E+00     5.7356E-01     4.3395E-01     1.0281E-01     0.0000E+00     2.2329-314     5.0726E-02
    2.70122     1.4989E+00     5.4495E-01     4.6522E-01     2.2786E-03     0.0000E+00     2.2329-314    -1.0036E-01
    2.80927     1.5266E+00     5.3016E-01     2.5684E-01    -5.3224E-02     0.0000E+00     2.2329-314    -4.1095E-02
    2.91732     1.5442E+00     5.2113E-01     1.6271E-01    -8.8385E-02     0.0000E+00     2.2329-314     1.0816E-03
    3.02537     1.5588E+00     5.1383E-01     1.3516E-01    -1.1759E-01     0.0000E+00     2.2329-314     4.4626E-02
    3.13342     1.5768E+00     5.0504E-01     1.6691E-01    -1.5366E-01     0.0000E+00     2.2329-314     3.1020E-02
    3.24147     1.5954E+00     4.9626E-01     1.7157E-01    -1.9074E-01     0.0000E+00     2.2329-314    -6.4903E-02
    3.34952     1.5999E+00     4.9416E-01     4.1779E-02    -1.9977E-01     0.0000E+00     2.2329-314    -4.9972E-02
    3.45757     1.5936E+00     4.9706E-01    -5.7737E-02    -1.8729E-01     0.0000E+00     2.2329-314     1.4371E-02
    3.56562     1.5869E+00     5.0023E-01    -6.2266E-02    -1.7383E-01     0.0000E+00     2.2329-314     9.4192E-02
    3.67367     1.5916E+00     4.9802E-01     4.3420E-02    -1.8322E-01     0.0000E+00     2.2329-314     6.0663E-02
    3.78171     1.6018E+00     4.9326E-01     9.4630E-02    -2.0367E-01     0.0000E+00     2.2329-314     5.0248E-02
    3.88976     1.6153E+00     4.8711E-01     1.2452E-01    -2.3058E-01     0.0000E+00     2.2329-314     4.3283E-02
    3.99781     1.6303E+00     4.8041E-01     1.3869E-01    -2.6055E-01     0.0000E+00     2.2329-314    -8.8720E-02
    4.10586     1.6275E+00     4.8163E-01    -2.5587E-02    -2.5502E-01     0.0000E+00     2.2329-314     1.1807E-01
    4.21391     1.6377E+00     4.7713E-01     9.4508E-02    -2.7544E-01     0.0000E+00     2.2329-314    -5.6930E-02
    4.32196     1.6349E+00     4.7836E-01    -2.5939E-02    -2.6983E-01     0.0000E+00     2.2329-314     2.2381E-02
    4.43001     1.6313E+00     4.7996E-01    -3.3575E-02    -2.6258E-01     0.0000E+00     2.2329-314    -5.0177E-02
    4.53806     1.6167E+00     4.8646E-01    -1.3477E-01    -2.3345E-01     0.0000E+00     2.2329-314     5.7753E-02
    4.64611     1.6077E+00     4.9058E-01    -8.3988E-02    -2.1531E-01     0.0000E+00     2.2329-314     9.8943E-02
    4.75416     1.6100E+00     4.8951E-01     2.1734E-02    -2.2000E-01     0.0000E+00     2.2329-314    -2.0135E-02
    4.86220     1.6058E+00     4.9142E-01    -3.8749E-02    -2.1163E-01     0.0000E+00     2.2329-314     4.7170E-02
    4.97025     1.6054E+00     4.9164E-01    -4.2483E-03    -2.1071E-01     0.0000E+00     2.2329-314     9.0476E-02
    5.07830     1.6146E+00     4.8741E-01     8.5815E-02    -2.2925E-01     0.0000E+00     2.2329-314     2.0108E-02
    5.18635     1.6225E+00     4.8387E-01     7.2660E-02    -2.4496E-01     0.0000E+00     2.2329-314     2.1620E-02
    5.29440     1.6290E+00     4.8097E-01     6.0430E-02    -2.5802E-01     0.0000E+00     2.2329-314    -8.2670E-02
    5.40245     1.6193E+00     4.8528E-01    -8.9464E-02    -2.3868E-01     0.0000E+00     2.2329-314     7.0408E-03
    5.51050     1.6076E+00     4.9062E-01    -1.0904E-01    -2.1512E-01     0.0000E+00     2.2329-314     9.5559E-02
    5.61855     1.6069E+00     4.9094E-01    -6.3235E-03    -2.1375E-01     0.0000E+00     2.2329-314     1.7031E-02
    5.72660     1.6053E+00     4.9166E-01    -1.4517E-02    -2.1062E-01     0.0000E+00     2.2329-314     2.5491E-04
    5.83465     1.6005E+00     4.9385E-01    -4.4081E-02    -2.0109E-01     0.0000E+00     2.2329-314     3.0498E-03
    5.94269     1.5933E+00     4.9720E-01    -6.6633E-02    -1.8669E-01     0.0000E+00     2.2329-314    -1.1695E-01
    6.05074     1.5666E+00     5.0998E-01    -2.4726E-01    -1.3326E-01     0.0000E+00     2.2329-314    -2.9140E-04
    6.15879     1.5392E+00     5.2367E-01    -2.5382E-01    -7.8409E-02     0.0000E+00     2.2329-314    -1.0741E-01
    6.26684     1.4957E+00     5.4669E-01    -4.0276E-01     8.6266E-03     0.0000E+00     2.2329-314    -2.4703E-02
    6.37489     1.4504E+00     5.7249E-01    -4.1916E-01     9.9207E-02     0.0000E+00     2.2329-314     6.9273E-02
    6.48294     1.4206E+00     5.9061E-01    -2.7595E-01     1.5884E-01     0.0000E+00     2.2329-314     8.6948E-02
    6.59099     1.4109E+00     5.9672E-01    -8.9873E-02     1.7826E-01     0.0000E+00     2.2329-314    -6.7054E-02
    6.69904     1.3934E+00     6.0798E-01    -1.6177E-01     2.1322E-01     0.0000E+00     2.2329-314    -1.3796E-01
    6.80709     1.3562E+00     6.3319E-01    -3.4452E-01     2.8767E-01     0.0000E+00     2.2329-314    -4.9475E-02
    6.91514     1.3174E+00     6.6137E-01    -3.5914E-01     3.6528E-01     0.0000E+00     2.2329-314    -1.2901E-01
    7.02318     1.2612E+00     7.0602E-01    -5.1965E-01     4.7757E-01     0.0000E+00     2.2329-314    -1.2974E-01
    7.13123     1.1848E+00     7.7546E-01    -7.0763E-01     6.3049E-01     0.0000E+00     2.2329-314    -7.4189E-02
    7.23928     1.0910E+00     8.7752E-01    -8.6765E-01     8.1799E-01     0.0000E+00     2.2329-314     3.1263E-02
 
 
    0.10805     2.0000E+00     3.5355E-01     0.0000E+00    -1.0000E+00     0.0000E+00     2.2329-314     4.7384E-02
    0.21610     1.9926E+00     3.5553E-01    -6.8776E-02    -9.8514E-01     0.0000E+00     2.2329-314     5.3108E-02
    0.32415     1.9789E+00     3.5922E-01    -1.2647E-01    -9.5781E-01     0.0000E+00     2.2329-314    -7.6556E-02
    0.43220     1.9437E+00     3.6903E-01    -3.2607E-01    -8.8734E-01     0.0000E+00     2.2329-314    -2.8427E-02
    0.54024     1.8944E+00     3.8353E-01    -4.5635E-01    -7.8873E-01     0.0000E+00     2.2329-314    -3.5215E-02
    0.64829     1.8317E+00     4.0339E-01    -5.8007E-01    -6.6338E-01     0.0000E+00     2.2329-314    -4.5709E-02
    0.75634     1.7560E+00     4.2973E-01    -7.0009E-01    -5.1209E-01     0.0000E+00     2.2329-314    -2.2132E-02
    0.86439     1.6724E+00     4.6238E-01    -7.7433E-01    -3.4476E-01     0.0000E+00     2.2329-314     4.1239E-02
    0.97244     1.5913E+00     4.9816E-01    -7.5031E-01    -1.8262E-01     0.0000E+00     2.2329-314    -3.1859E-03
    1.08049     1.5087E+00     5.3963E-01    -7.6461E-01    -1.7384E-02     0.0000E+00     2.2329-314     1.2168E-02
    1.18854     1.4289E+00     5.8548E-01    -7.3879E-01     1.4227E-01     0.0000E+00     2.2329-314     3.7249E-02
    1.29659     1.3586E+00     6.3150E-01    -6.5059E-01     2.8286E-01     0.0000E+00     2.2329-314     1.3467E-02
    1.40464     1.2971E+00     6.7694E-01    -5.6912E-01     4.0584E-01     0.0000E+00     2.2329-314    -2.5991E-02
    1.51269     1.2397E+00     7.2450E-01    -5.3130E-01     5.2066E-01     0.0000E+00     2.2329-314     1.7520E-02
    1.62073     1.2021E+00     7.5870E-01    -3.4743E-01     5.9574E-01     0.0000E+00     2.2329-314    -2.7187E-02
    1.72878     1.1788E+00     7.8130E-01    -2.1555E-01     6.4232E-01     0.0000E+00     2.2329-314    -8.4313E-02
    1.83683     1.1513E+00     8.0951E-01    -2.5500E-01     6.9742E-01     0.0000E+00     2.2329-314    -4.6842E-03
    1.94488     1.1630E+00     7.9726E-01     1.0884E-01     6.7390E-01     0.0000E+00     2.2329-314    -4.9523E-02
    2.05293     1.1775E+00     7.8265E-01     1.3356E-01     6.4504E-01     0.0000E+00     2.2329-314    -1.3992E-01
    2.16098     1.1545E+00     8.0618E-01    -2.1310E-01     6.9109E-01     0.0000E+00     2.2329-314    -8.9935E-02
    2.26903     1.1247E+00     8.3842E-01    -2.7565E-01     7.5066E-01     0.0000E+00     2.2329-314     7.7103E-02
    2.37708     1.2223E+00     7.3996E-01     9.0401E-01     5.5530E-01     0.0000E+00     2.2329-314     8.3565E-02
    2.48513     1.3005E+00     6.7427E-01     7.2327E-01     3.9900E-01     0.0000E+00     2.2329-314     2.9836E-02
    2.59318     1.3684E+00     6.2470E-01     6.2861E-01     2.6316E-01     0.0000E+00     2.2329-314    -1.3655E-01
    2.70122     1.3998E+00     6.0379E-01     2.9072E-01     2.0034E-01     0.0000E+00     2.2329-314     2.7300E-02
    2.80927     1.4352E+00     5.8163E-01     3.2701E-01     1.2967E-01     0.0000E+00     2.2329-314    -1.0306E-01
    2.91732     1.4501E+00     5.7267E-01     1.3827E-01     9.9791E-02     0.0000E+00     2.2329-314     7.3162E-03
    3.02537     1.4663E+00     5.6322E-01     1.4970E-01     6.7441E-02     0.0000E+00     2.2329-314    -5.3410E-02
    3.13342     1.4730E+00     5.5938E-01     6.2000E-02     5.4043E-02     0.0000E+00     2.2329-314    -1.2303E-01
    3.24147     1.4598E+00     5.6699E-01    -1.2225E-01     8.0462E-02     0.0000E+00     2.2329-314    -3.6974E-02
    3.34952     1.4428E+00     5.7702E-01    -1.5700E-01     1.1439E-01     0.0000E+00     2.2329-314     2.2542E-02
    3.45757     1.4330E+00     5.8296E-01    -9.0971E-02     1.3405E-01     0.0000E+00     2.2329-314    -3.0456E-02
    3.56562     1.4211E+00     5.9027E-01    -1.0967E-01     1.5775E-01     0.0000E+00     2.2329-314     1.4612E-02
    3.67367     1.4157E+00     5.9365E-01    -4.9992E-02     1.6855E-01     0.0000E+00     2.2329-314     2.0254E-02
    3.78171     1.4175E+00     5.9254E-01     1.6360E-02     1.6502E-01     0.0000E+00     2.2329-314     3.5654E-02
    3.88976     1.4283E+00     5.8580E-01     1.0040E-01     1.4332E-01     0.0000E+00     2.2329-314     2.1154E-02
    3.99781     1.4442E+00     5.7621E-01     1.4634E-01     1.1169E-01     0.0000E+00     2.2329-314     1.9362E-02
    4.10586     1.4633E+00     5.6492E-01     1.7756E-01     7.3325E-02     0.0000E+00     2.2329-314    -8.8032E-02
    4.21391     1.4670E+00     5.6280E-01     3.3871E-02     6.6005E-02     0.0000E+00     2.2329-314    -3.9831E-02
    4.32196     1.4648E+00     5.6407E-01    -2.0274E-02     7.0386E-02     0.0000E+00     2.2329-314     6.1179E-02
    4.43001     1.4740E+00     5.5877E-01     8.5480E-02     5.1915E-02     0.0000E+00     2.2329-314    -1.0802E-01
    4.53806     1.4655E+00     5.6364E-01    -7.8725E-02     6.8927E-02     0.0000E+00     2.2329-314    -7.1691E-03
    4.64611     1.4577E+00     5.6821E-01    -7.2764E-02     8.4651E-02     0.0000E+00     2.2329-314    -8.3610E-02
    4.75416     1.4380E+00     5.7993E-01    -1.8236E-01     1.2406E-01     0.0000E+00     2.2329-314     4.8491E-03
    4.86220     1.4228E+00     5.8925E-01    -1.4076E-01     1.5448E-01     0.0000E+00     2.2329-314     6.8484E-02
    4.97025     1.4236E+00     5.8875E-01     7.5532E-03     1.5285E-01     0.0000E+00     2.2329-314     1.0715E-02
    5.07830     1.4289E+00     5.8545E-01     4.9367E-02     1.4218E-01     0.0000E+00     2.2329-314     8.5761E-02
    5.18635     1.4510E+00     5.7211E-01     2.0483E-01     9.7915E-02     0.0000E+00     2.2329-314    -2.8076E-02
    5.29440     1.4675E+00     5.6254E-01     1.5190E-01     6.5088E-02     0.0000E+00     2.2329-314     1.7388E-02
    5.40245     1.4860E+00     5.5205E-01     1.7144E-01     2.8040E-02     0.0000E+00     2.2329-314     1.7290E-01
    5.51050     1.5307E+00     5.2802E-01     4.1416E-01    -6.1459E-02     0.0000E+00     2.2329-314     9.1747E-02
    5.61855     1.5833E+00     5.0195E-01     4.8643E-01    -1.6658E-01     0.0000E+00     2.2329-314     1.2814E-02
    5.72660     1.6294E+00     4.8079E-01     4.2688E-01    -2.5882E-01     0.0000E+00     2.2329-314     3.9839E-02
    5.83465     1.6729E+00     4.6217E-01     4.0231E-01    -3.4576E-01     0.0000E+00     2.2329-314     8.6748E-02
    5.94269     1.7195E+00     4.4351E-01     4.3119E-01    -4.3894E-01     0.0000E+00     2.2329-314    -4.4256E-02
    6.05074     1.7500E+00     4.3194E-01     2.8292E-01    -5.0008E-01     0.0000E+00     2.2329-314     1.7226E-02
    6.15879     1.7736E+00     4.2337E-01     2.1808E-01    -5.4721E-01     0.0000E+00     2.2329-314    -9.9812E-02
    6.26684     1.7748E+00     4.2294E-01     1.0895E-02    -5.4956E-01     0.0000E+00     2.2329-314    -6.3973E-02
    6.37489     1.7597E+00     4.2840E-01    -1.3975E-01    -5.1936E-01     0.0000E+00     2.2329-314    -3.9169E-02
    6.48294     1.7327E+00     4.3843E-01    -2.4933E-01    -4.6548E-01     0.0000E+00     2.2329-314    -6.2715E-03
    6.59099     1.6995E+00     4.5135E-01    -3.0761E-01    -3.9901E-01     0.0000E+00     2.2329-314    -2.0280E-02
    6.69904     1.6592E+00     4.6791E-01    -3.7322E-01    -3.1836E-01     0.0000E+00     2.2329-314     5.6970E-02
    6.80709     1.6238E+00     4.8329E-01    -3.2762E-01    -2.4756E-01     0.0000E+00     2.2329-314    -6.5006E-02
    6.91514     1.5770E+00     5.0495E-01    -4.3277E-01    -1.5404E-01     0.0000E+00     2.2329-314     6.9661E-02
    7.02318     1.5401E+00     5.2323E-01    -3.4199E-01    -8.0131E-02     0.0000E+00     2.2329-314     2.2743E-02
    7.13123     1.5071E+00     5.4049E-01    -3.0507E-01    -1.4207E-02     0.0000E+00     2.2329-314     1.0769E-01
    7.23928     1.4926E+00     5.4838E-01    -1.3417E-01     1.4786E-02     0.0000E+00     2.2329-314     1.7472E-01
    7.34733     1.5072E+00     5.4042E-01     1.3535E-01    -1.4462E-02     0.0000E+00     2.2329-314     4.2515E-02
    7.45538     1.5268E+00     5.3008E-01     1.8085E-01    -5.3543E-02     0.0000E+00     2.2329-314     4.5014E-02
    7.56343     1.5504E+00     5.1802E-01     2.1844E-01    -1.0075E-01     0.0000E+00     2.2329-314     1.5693E-01
    7.67148     1.5937E+00     4.9706E-01     4.0065E-01    -1.8733E-01     0.0000E+00     2.2329-314    -2.1697E-02
    7.77953     1.6265E+00     4.8207E-01     3.0414E-01    -2.5305E-01     0.0000E+00     2.2329-314     1.6808E-02
    7.88758     1.6550E+00     4.6968E-01     2.6355E-01    -3.1000E-01     0.0000E+00     2.2329-314     4.5265E-02
    7.99562     1.6828E+00     4.5809E-01     2.5733E-01    -3.6561E-01     0.0000E+00     2.2329-314    -2.0403E-03
    8.10367     1.7028E+00     4.5005E-01     1.8480E-01    -4.0555E-01     0.0000E+00     2.2329-314     8.3593E-03
    8.21172     1.7165E+00     4.4467E-01     1.2705E-01    -4.3301E-01     0.0000E+00     2.2329-314     6.1688E-02
    8.31977     1.7313E+00     4.3898E-01     1.3696E-01    -4.6260E-01     0.0000E+00     2.2329-314     1.2374E-01
    8.42782     1.7550E+00     4.3012E-01     2.1910E-01    -5.0995E-01     0.0000E+00     2.2329-314     7.9888E-03
    8.53587     1.7708E+00     4.2436E-01     1.4678E-01    -5.4167E-01     0.0000E+00     2.2329-314     2.7339E-02
 
 
    0.10805     2.0000E+00     3.5355E-01     0.0000E+00    -1.0000E+00     0.0000E+00     2.2329-314    -7.1268E-02
    0.21610     1.9781E+00     3.5945E-01    -2.0300E-01    -9.5613E-01     0.0000E+00     2.2329-314     4.5081E-02
    0.32415     1.9498E+00     3.6728E-01    -2.6127E-01    -8.9967E-01     0.0000E+00     2.2329-314     8.1155E-02
    0.43220     1.9207E+00     3.7567E-01    -2.6949E-01    -8.4144E-01     0.0000E+00     2.2329-314    -1.4671E-02
    0.54024     1.8796E+00     3.8807E-01    -3.8069E-01    -7.5917E-01     0.0000E+00     2.2329-314    -2.2957E-03
    0.64829     1.8294E+00     4.0415E-01    -4.6471E-01    -6.5875E-01     0.0000E+00     2.2329-314     5.2134E-02
    0.75634     1.7786E+00     4.2159E-01    -4.7020E-01    -5.5714E-01     0.0000E+00     2.2329-314    -6.5976E-03
    0.86439     1.7209E+00     4.4295E-01    -5.3346E-01    -4.4186E-01     0.0000E+00     2.2329-314     2.6876E-02
    0.97244     1.6626E+00     4.6648E-01    -5.4023E-01    -3.2511E-01     0.0000E+00     2.2329-314     6.5067E-02
    1.08049     1.6104E+00     4.8931E-01    -4.8235E-01    -2.2088E-01     0.0000E+00     2.2329-314    -9.1387E-03
    1.18854     1.5556E+00     5.1540E-01    -5.0726E-01    -1.1126E-01     0.0000E+00     2.2329-314     1.7764E-03
    1.29659     1.5013E+00     5.4360E-01    -5.0239E-01    -2.6955E-03     0.0000E+00     2.2329-314    -4.4264E-02
    1.40464     1.4420E+00     5.7747E-01    -5.4887E-01     1.1591E-01     0.0000E+00     2.2329-314     3.8116E-02
    1.51269     1.3931E+00     6.0816E-01    -4.5281E-01     2.1377E-01     0.0000E+00     2.2329-314     1.3953E-01
    1.62073     1.3760E+00     6.1958E-01    -1.5885E-01     2.4809E-01     0.0000E+00     2.2329-314    -5.0484E-02
    1.72878     1.3557E+00     6.3354E-01    -1.8783E-01     2.8868E-01     0.0000E+00     2.2329-314    -5.2120E-02
    1.83683     1.3328E+00     6.4989E-01    -2.1133E-01     3.3435E-01     0.0000E+00     2.2329-314    -5.3592E-02
    1.94488     1.3081E+00     6.6837E-01    -2.2844E-01     3.8371E-01     0.0000E+00     2.2329-314    -1.1074E-01
    2.05293     1.2700E+00     6.9868E-01    -3.5276E-01     4.5994E-01     0.0000E+00     2.2329-314     5.6668E-03
    2.16098     1.2477E+00     7.1752E-01    -2.0664E-01     5.0460E-01     0.0000E+00     2.2329-314     1.3159E-01
    2.26903     1.2783E+00     6.9194E-01     2.8287E-01     4.4347E-01     0.0000E+00     2.2329-314    -5.5062E-02
    2.37708     1.2989E+00     6.7551E-01     1.9103E-01     4.0219E-01     0.0000E+00     2.2329-314    -3.4351E-02
    2.48513     1.3170E+00     6.6161E-01     1.6779E-01     3.6593E-01     0.0000E+00     2.2329-314    -2.5636E-02
    2.59318     1.3345E+00     6.4864E-01     1.6205E-01     3.3091E-01     0.0000E+00     2.2329-314    -2.2300E-02
    2.70122     1.3516E+00     6.3639E-01     1.5796E-01     2.9678E-01     0.0000E+00     2.2329-314    -3.4083E-02
    2.80927     1.3654E+00     6.2680E-01     1.2721E-01     2.6929E-01     0.0000E+00     2.2329-314     1.8356E-02
    2.91732     1.3861E+00     6.1280E-01     1.9180E-01     2.2784E-01     0.0000E+00     2.2329-314     2.6760E-02
    3.02537     1.4132E+00     5.9526E-01     2.5074E-01     1.7366E-01     0.0000E+00     2.2329-314    -3.2869E-02
    3.13342     1.4338E+00     5.8246E-01     1.9092E-01     1.3240E-01     0.0000E+00     2.2329-314     9.3151E-02
    3.24147     1.4702E+00     5.6096E-01     3.3699E-01     5.9577E-02     0.0000E+00     2.2329-314     1.0571E-02
    3.34952     1.5046E+00     5.4181E-01     3.1866E-01    -9.2842E-03     0.0000E+00     2.2329-314    -3.5858E-02
    3.45757     1.5292E+00     5.2880E-01     2.2747E-01    -5.8440E-02     0.0000E+00     2.2329-314    -2.9370E-03
    3.56562     1.5498E+00     5.1829E-01     1.9072E-01    -9.9654E-02     0.0000E+00     2.2329-314     4.8261E-02
    3.67367     1.5741E+00     5.0635E-01     2.2460E-01    -1.4819E-01     0.0000E+00     2.2329-314     8.2813E-02
    3.78171     1.6060E+00     4.9136E-01     2.9490E-01    -2.1192E-01     0.0000E+00     2.2329-314    -2.9810E-02
    3.88976     1.6273E+00     4.8171E-01     1.9772E-01    -2.5464E-01     0.0000E+00     2.2329-314    -2.4388E-02
    3.99781     1.6396E+00     4.7633E-01     1.1323E-01    -2.7911E-01     0.0000E+00     2.2329-314     9.1639E-03
    4.10586     1.6479E+00     4.7273E-01     7.7077E-02    -2.9577E-01     0.0000E+00     2.2329-314    -6.4333E-03
    4.21391     1.6502E+00     4.7173E-01     2.1420E-02    -3.0040E-01     0.0000E+00     2.2329-314    -6.2125E-03
    4.32196     1.6469E+00     4.7315E-01    -3.0533E-02    -2.9380E-01     0.0000E+00     2.2329-314    -3.0486E-02
    4.43001     1.6350E+00     4.7831E-01    -1.0974E-01    -2.7008E-01     0.0000E+00     2.2329-314     6.6686E-03
    4.53806     1.6207E+00     4.8468E-01    -1.3293E-01    -2.4136E-01     0.0000E+00     2.2329-314     3.3992E-02
    4.64611     1.6083E+00     4.9030E-01    -1.1488E-01    -2.1653E-01     0.0000E+00     2.2329-314     7.8402E-03
    4.75416     1.5943E+00     4.9674E-01    -1.2887E-01    -1.8868E-01     0.0000E+00     2.2329-314    -2.9543E-02
    4.86220     1.5740E+00     5.0641E-01    -1.8839E-01    -1.4797E-01     0.0000E+00     2.2329-314    -4.8792E-02
    4.97025     1.5452E+00     5.2060E-01    -2.6598E-01    -9.0495E-02     0.0000E+00     2.2329-314     1.8282E-02
    5.07830     1.5194E+00     5.3395E-01    -2.3940E-01    -3.8762E-02     0.0000E+00     2.2329-314     5.9909E-02
    5.18635     1.5037E+00     5.4234E-01    -1.4536E-01    -7.3495E-03     0.0000E+00     2.2329-314     8.1678E-02
    5.29440     1.5018E+00     5.4338E-01    -1.7736E-02    -3.5168E-03     0.0000E+00     2.2329-314     1.0252E-02
    5.40245     1.5015E+00     5.4353E-01    -2.7147E-03    -2.9302E-03     0.0000E+00     2.2329-314     5.5684E-02
    5.51050     1.5099E+00     5.3901E-01     7.7606E-02    -1.9701E-02     0.0000E+00     2.2329-314     5.9589E-02
    5.61855     1.5264E+00     5.3028E-01     1.5295E-01    -5.2753E-02     0.0000E+00     2.2329-314    -2.4900E-02
    5.72660     1.5365E+00     5.2503E-01     9.4042E-02    -7.3076E-02     0.0000E+00     2.2329-314     8.5393E-02
    5.83465     1.5575E+00     5.1444E-01     1.9446E-01    -1.1510E-01     0.0000E+00     2.2329-314     4.5905E-02
    5.94269     1.5816E+00     5.0277E-01     2.2234E-01    -1.6315E-01     0.0000E+00     2.2329-314    -1.4703E-01
    6.05074     1.5792E+00     5.0389E-01    -2.1744E-02    -1.5845E-01     0.0000E+00     2.2329-314     6.0795E-04
    6.15879     1.5745E+00     5.0613E-01    -4.3265E-02    -1.4910E-01     0.0000E+00     2.2329-314     1.8493E-02
    6.26684     1.5705E+00     5.0810E-01    -3.7550E-02    -1.4098E-01     0.0000E+00     2.2329-314    -7.6390E-02
    6.37489     1.5531E+00     5.1666E-01    -1.6106E-01    -1.0618E-01     0.0000E+00     2.2329-314    -5.0709E-03
    6.48294     1.5343E+00     5.2620E-01    -1.7425E-01    -6.8525E-02     0.0000E+00     2.2329-314     3.8291E-02
    6.59099     1.5213E+00     5.3293E-01    -1.1977E-01    -4.2643E-02     0.0000E+00     2.2329-314     1.1071E-01
    6.69904     1.5257E+00     5.3066E-01     4.0103E-02    -5.1309E-02     0.0000E+00     2.2329-314    -3.3821E-02
    6.80709     1.5235E+00     5.3181E-01    -2.0295E-02    -4.6923E-02     0.0000E+00     2.2329-314     7.6667E-02
    6.91514     1.5324E+00     5.2715E-01     8.2911E-02    -6.4840E-02     0.0000E+00     2.2329-314     5.8864E-02
    7.02318     1.5485E+00     5.1898E-01     1.4839E-01    -9.6906E-02     0.0000E+00     2.2329-314     5.6112E-03
    7.13123     1.5622E+00     5.1213E-01     1.2755E-01    -1.2447E-01     0.0000E+00     2.2329-314    -2.7654E-03
    7.23928     1.5723E+00     5.0720E-01     9.3554E-02    -1.4469E-01     0.0000E+00     2.2329-314     4.0864E-02
    7.34733     1.5853E+00     5.0100E-01     1.1980E-01    -1.7057E-01     0.0000E+00     2.2329-314     3.2785E-02
    7.45538     1.5992E+00     4.9447E-01     1.2887E-01    -1.9842E-01     0.0000E+00     2.2329-314    -3.6826E-02
    7.56343     1.6035E+00     4.9248E-01     3.9924E-02    -2.0705E-01     0.0000E+00     2.2329-314     1.6334E-01
    7.67148     1.6278E+00     4.8150E-01     2.2472E-01    -2.5561E-01     0.0000E+00     2.2329-314    -5.0676E-02
