BEHD @ YYE. Sim. done on 2023-10-28   12h45
### Sim. w/ κ =    0.300 ; and ∆_0 =  2.00; T =    2.98E+05
 ## r =  1.00E-06 ; rhosty =  1.05E+03 ; rhosol =  1.00E+03
 ## k =  2.00 ; ∆_eq =  2.00 ; num_particle =      10
  Time        mass            Force z            Noise z            Noise x            Noise Θ
    0.10805        3.298672E-09       -1.000000E+00        1.121304E-01       -0.000000E+00       -0.000000E+00
    0.21610        3.298672E-09       -1.000916E+00        1.102820E-02        0.000000E+00       -0.000000E+00
    0.32415        3.298672E-09       -9.796988E-01       -1.655419E-02       -0.000000E+00        0.000000E+00
    0.43220        3.298672E-09       -9.314500E-01        9.652450E-03       -0.000000E+00        0.000000E+00
    0.54024        3.298672E-09       -8.643335E-01       -1.378136E-03        0.000000E+00        0.000000E+00
    0.64829        3.298672E-09       -7.781729E-01       -5.010623E-02        0.000000E+00        0.000000E+00
    0.75634        3.298672E-09       -6.645864E-01        4.119472E-02       -0.000000E+00       -0.000000E+00
    0.86439        3.298672E-09       -5.484793E-01       -4.298319E-03        0.000000E+00        0.000000E+00
    0.97244        3.298672E-09       -4.223640E-01       -1.265028E-02        0.000000E+00        0.000000E+00
    1.08049        3.298672E-09       -2.878820E-01       -6.087614E-02       -0.000000E+00       -0.000000E+00
    1.18854        3.298672E-09       -1.372745E-01       -9.737556E-03        0.000000E+00        0.000000E+00
    1.29659        3.298672E-09        1.267527E-02       -6.291753E-02       -0.000000E+00       -0.000000E+00
    1.40464        3.298672E-09        1.711907E-01       -7.182200E-02        0.000000E+00       -0.000000E+00
    1.51269        3.298672E-09        3.363828E-01        3.390237E-02        0.000000E+00       -0.000000E+00
    1.62073        3.298672E-09        4.753807E-01       -3.252813E-02       -0.000000E+00        0.000000E+00
    1.72878        3.298672E-09        6.021139E-01        1.504147E-01       -0.000000E+00       -0.000000E+00
    1.83683        3.298672E-09        6.558350E-01        1.349660E-01       -0.000000E+00       -0.000000E+00
    1.94488        3.298672E-09        6.390377E-01       -1.918132E-02       -0.000000E+00       -0.000000E+00
    2.05293        3.298672E-09        6.089821E-01        1.638533E-02        0.000000E+00        0.000000E+00
    2.16098        3.298672E-09        5.577510E-01       -1.207181E-01       -0.000000E+00        0.000000E+00
    2.26903        3.298672E-09        5.317071E-01       -8.588639E-03        0.000000E+00        0.000000E+00
    2.37708        3.298672E-09        4.944827E-01        2.373104E-02       -0.000000E+00        0.000000E+00
    2.48513        3.298672E-09        4.394046E-01       -7.123193E-03       -0.000000E+00       -0.000000E+00
    2.59318        3.298672E-09        3.794508E-01        8.643432E-02        0.000000E+00       -0.000000E+00
    2.70122        3.298672E-09        2.909806E-01        1.173472E-02       -0.000000E+00        0.000000E+00
    2.80927        3.298672E-09        2.005054E-01        6.811911E-02        0.000000E+00        0.000000E+00
    2.91732        3.298672E-09        9.549636E-02       -8.155923E-03       -0.000000E+00        0.000000E+00
    3.02537        3.298672E-09       -4.401460E-04        1.547543E-02       -0.000000E+00       -0.000000E+00
    3.13342        3.298672E-09       -9.230102E-02        7.159167E-02       -0.000000E+00        0.000000E+00
    3.24147        3.298672E-09       -1.923415E-01        4.950819E-02       -0.000000E+00       -0.000000E+00
    3.34952        3.298672E-09       -2.922166E-01        5.418382E-02       -0.000000E+00       -0.000000E+00
    3.45757        3.298672E-09       -3.908868E-01       -6.942497E-02        0.000000E+00        0.000000E+00
    3.56562        3.298672E-09       -4.569724E-01        2.711833E-02        0.000000E+00        0.000000E+00
    3.67367        3.298672E-09       -5.140433E-01       -2.498585E-02       -0.000000E+00        0.000000E+00
    3.78171        3.298672E-09       -5.491198E-01       -4.123030E-02       -0.000000E+00       -0.000000E+00
    3.88976        3.298672E-09       -5.588533E-01       -1.955173E-02        0.000000E+00        0.000000E+00
    3.99781        3.298672E-09       -5.494093E-01       -1.466961E-02        0.000000E+00        0.000000E+00
    4.10586        3.298672E-09       -5.230990E-01        5.657768E-02       -0.000000E+00        0.000000E+00
