BEHD @ YYE. Sim. done on 2023-10-28   12h45
### Sim. w/ κ =    0.600 ; and ∆_0 =  2.00; T =    2.98E+05
 ## r =  1.00E-06 ; rhosty =  1.05E+03 ; rhosol =  1.00E+03
 ## k =  2.00 ; ∆_eq =  2.00 ; num_particle =      10
Time         sumz         <∆z^2>
        0.10805    7.61454E-01    9.63866E-04
        0.21610    2.93123E+00    3.75799E-03
        0.32415    6.35707E+00    8.25593E-03
        0.43220    1.08439E+01    1.42684E-02
        0.54024    1.61743E+01    2.15657E-02
        0.64829    2.20934E+01    2.98560E-02
        0.75634    2.83339E+01    3.88136E-02
        0.86439    3.46038E+01    4.80608E-02
        0.97244    4.05906E+01    5.71698E-02
        1.08049    4.60181E+01    6.57402E-02
        1.18854    5.06458E+01    7.33997E-02
        1.29659    5.43169E+01    7.98777E-02
        1.40464    5.69179E+01    8.49522E-02
        1.51269    5.83272E+01    8.83745E-02
        1.62073    5.86127E+01    9.01734E-02
        1.72878    5.78791E+01    9.04361E-02
        1.83683    5.64181E+01    8.95525E-02
        1.94488    5.42634E+01    8.75216E-02
        2.05293    5.16498E+01    8.46718E-02
        2.16098    4.87789E+01    8.12981E-02
        2.26903    4.58579E+01    7.77252E-02
        2.37708    4.29135E+01    7.39888E-02
        2.48513    4.00012E+01    7.01775E-02
        2.59318    3.71857E+01    6.64030E-02
        2.70122    3.45496E+01    6.28174E-02
        2.80927    3.21144E+01    5.94712E-02
        2.91732    2.99278E+01    5.64676E-02
        3.02537    2.79876E+01    5.38223E-02
        3.13342    2.62963E+01    5.15614E-02
        3.24147    2.48425E+01    4.96849E-02
        3.34952    2.36637E+01    4.82932E-02
        3.45757    2.27244E+01    4.73425E-02
        3.56562    2.20176E+01    4.68460E-02
        3.67367    2.15495E+01    4.68466E-02
        3.78171    2.13445E+01    4.74322E-02
        3.88976    2.13963E+01    4.86280E-02
        3.99781    2.16141E+01    5.02653E-02
        4.10586    2.19611E+01    5.22884E-02
        4.21391    2.24221E+01    5.46880E-02
        4.32196    2.29842E+01    5.74604E-02
        4.43001    2.36351E+01    6.06028E-02
        4.53806    2.43557E+01    6.40941E-02
        4.64611    2.50894E+01    6.78091E-02
        4.75416    2.57629E+01    7.15637E-02
        4.86220    2.63417E+01    7.52619E-02
        4.97025    2.68283E+01    7.89068E-02
        5.07830    2.71726E+01    8.23412E-02
        5.18635    2.73543E+01    8.54823E-02
        5.29440    2.73172E+01    8.81200E-02
        5.40245    2.71328E+01    9.04426E-02
        5.51050    2.68119E+01    9.24549E-02
        5.61855    2.64427E+01    9.44384E-02
        5.72660    2.59927E+01    9.62691E-02
        5.83465    2.54582E+01    9.79162E-02
        5.94269    2.48869E+01    9.95476E-02
        6.05074    2.42822E+01    1.01176E-01
        6.15879    2.35260E+01    1.02287E-01
        6.26684    2.26486E+01    1.02948E-01
        6.37489    2.16524E+01    1.03107E-01
        6.48294    2.05336E+01    1.02668E-01
