BEHD @ YYE. Sim. done on 2023-10-28   12h45
### Sim. w/ κ =    0.000 ; and ∆_0 =  2.00; T =    2.98E+05
 ## r =  1.00E-06 ; rhosty =  1.05E+03 ; rhosol =  1.00E+03
 ## k =  2.00 ; ∆_eq =  2.00 ; num_particle =      10
Time         sumz         <∆z^2>
        0.10805    7.00774E-01    8.87055E-04
        0.21610    2.74187E+00    3.51522E-03
        0.32415    6.02421E+00    7.82364E-03
        0.43220    1.04158E+01    1.37050E-02
        0.54024    1.57520E+01    2.10027E-02
        0.64829    2.18361E+01    2.95083E-02
        0.75634    2.84382E+01    3.89564E-02
        0.86439    3.53114E+01    4.90437E-02
        0.97244    4.22393E+01    5.94919E-02
        1.08049    4.89818E+01    6.99740E-02
        1.18854    5.53178E+01    8.01707E-02
        1.29659    6.10866E+01    8.98333E-02
        1.40464    6.61231E+01    9.86912E-02
        1.51269    7.02840E+01    1.06491E-01
        1.62073    7.34564E+01    1.13010E-01
        1.72878    7.56131E+01    1.18145E-01
        1.83683    7.67349E+01    1.21801E-01
        1.94488    7.68763E+01    1.23994E-01
        2.05293    7.61238E+01    1.24793E-01
        2.16098    7.46210E+01    1.24368E-01
        2.26903    7.25092E+01    1.22897E-01
        2.37708    6.99278E+01    1.20565E-01
        2.48513    6.69783E+01    1.17506E-01
        2.59318    6.37032E+01    1.13756E-01
        2.70122    6.02136E+01    1.09479E-01
        2.80927    5.65165E+01    1.04660E-01
        2.91732    5.26942E+01    9.94230E-02
        3.02537    4.88226E+01    9.38896E-02
        3.13342    4.49664E+01    8.81694E-02
        3.24147    4.11935E+01    8.23869E-02
        3.34952    3.75543E+01    7.66414E-02
        3.45757    3.41245E+01    7.10928E-02
        3.56562    3.09373E+01    6.58241E-02
        3.67367    2.80088E+01    6.08887E-02
        3.78171    2.53492E+01    5.63315E-02
        3.88976    2.29936E+01    5.22583E-02
        3.99781    2.09443E+01    4.87077E-02
        4.10586    1.92144E+01    4.57486E-02
        4.21391    1.78418E+01    4.35166E-02
        4.32196    1.68220E+01    4.20549E-02
        4.43001    1.61558E+01    4.14251E-02
        4.53806    1.58482E+01    4.17058E-02
        4.64611    1.59025E+01    4.29797E-02
        4.75416    1.62891E+01    4.52476E-02
        4.86220    1.69982E+01    4.85663E-02
        4.97025    1.79954E+01    5.29277E-02
        5.07830    1.92044E+01    5.81951E-02
        5.18635    2.05457E+01    6.42053E-02
        5.29440    2.19316E+01    7.07471E-02
        5.40245    2.33026E+01    7.76753E-02
        5.51050    2.45993E+01    8.48253E-02
        5.61855    2.57876E+01    9.20986E-02
        5.72660    2.68251E+01    9.93524E-02
        5.83465    2.76930E+01    1.06512E-01
        5.94269    2.83604E+01    1.13442E-01
        6.05074    2.88036E+01    1.20015E-01
        6.15879    2.89938E+01    1.26060E-01
        6.26684    2.89236E+01    1.31471E-01
        6.37489    2.86070E+01    1.36224E-01
        6.48294    2.80319E+01    1.40160E-01
