BEHD @ YYE. Sim. done on 2023-10-28   12h45
### Sim. w/ κ =    0.600 ; and ∆_0 =  2.00; T =    2.98E+05
 ## r =  1.00E-06 ; rhosty =  1.05E+03 ; rhosol =  1.00E+03
 ## k =  2.00 ; ∆_eq =  2.00 ; num_particle =      10
  Time        mass            Force z            Noise z            Noise x            Noise Θ
    0.10805        3.298672E-09       -1.000000E+00       -2.690860E-02        0.000000E+00       -0.000000E+00
    0.21610        3.298672E-09       -9.675890E-01       -4.264796E-02        0.000000E+00       -0.000000E+00
    0.32415        3.298672E-09       -9.010280E-01        3.099372E-02       -0.000000E+00        0.000000E+00
    0.43220        3.298672E-09       -8.209240E-01        3.029128E-02        0.000000E+00       -0.000000E+00
    0.54024        3.298672E-09       -7.295852E-01       -7.719909E-02        0.000000E+00       -0.000000E+00
    0.64829        3.298672E-09       -6.031107E-01        1.646425E-03        0.000000E+00       -0.000000E+00
    0.75634        3.298672E-09       -4.650826E-01        6.992736E-02        0.000000E+00       -0.000000E+00
    0.86439        3.298672E-09       -3.368816E-01        1.160794E-02        0.000000E+00       -0.000000E+00
    0.97244        3.298672E-09       -2.067401E-01        9.087714E-02       -0.000000E+00       -0.000000E+00
    1.08049        3.298672E-09       -1.001498E-01        6.157811E-02       -0.000000E+00        0.000000E+00
    1.18854        3.298672E-09       -1.251475E-02        3.134186E-02       -0.000000E+00       -0.000000E+00
    1.29659        3.298672E-09        6.202615E-02       -7.338336E-02        0.000000E+00        0.000000E+00
    1.40464        3.298672E-09        1.529131E-01        2.361256E-02       -0.000000E+00        0.000000E+00
    1.51269        3.298672E-09        2.264922E-01        2.954476E-02       -0.000000E+00        0.000000E+00
    1.62073        3.298672E-09        2.776217E-01       -1.884356E-02       -0.000000E+00       -0.000000E+00
    1.72878        3.298672E-09        3.212030E-01       -1.695671E-03        0.000000E+00        0.000000E+00
    1.83683        3.298672E-09        3.494235E-01       -2.368476E-02       -0.000000E+00        0.000000E+00
    1.94488        3.298672E-09        3.699781E-01       -7.418621E-02       -0.000000E+00       -0.000000E+00
    2.05293        3.298672E-09        4.017290E-01       -6.867243E-02        0.000000E+00        0.000000E+00
    2.16098        3.298672E-09        4.405860E-01        1.873619E-02       -0.000000E+00       -0.000000E+00
    2.26903        3.298672E-09        4.487191E-01        1.524989E-02        0.000000E+00       -0.000000E+00
    2.37708        3.298672E-09        4.298752E-01       -1.256181E-01       -0.000000E+00        0.000000E+00
