BEHD @ YYE. Sim. done on 2023-10-27   17h28
### Sim. w/ κ =    0.100 ; and ∆_0 =  2.00; T =    2.98E+05
 ## r =  1.00E-06 ; rhosty =  1.05E+03 ; rhosol =  1.00E+03
 ## k =  2.00 ; ∆_eq =  2.00 ; num_particle =    1000
Time         sumz         <∆z^2>
        0.10805    2.80035E+03    3.50087E-04
        0.21610    1.07874E+04    1.34877E-03
        0.32415    2.34449E+04    2.93171E-03
        0.43220    4.01729E+04    5.02413E-03
        0.54024    6.03075E+04    7.54315E-03
        0.64829    8.31406E+04    1.04004E-02
        0.75634    1.07940E+05    1.35044E-02
        0.86439    1.33970E+05    1.67630E-02
        0.97244    1.60508E+05    2.00862E-02
        1.08049    1.86864E+05    2.33872E-02
        1.18854    2.12392E+05    2.65856E-02
        1.29659    2.36510E+05    2.96081E-02
        1.40464    2.58705E+05    3.23908E-02
        1.51269    2.78547E+05    3.48795E-02
        1.62073    2.95691E+05    3.70308E-02
        1.72878    3.09882E+05    3.88128E-02
        1.83683    3.20953E+05    4.02046E-02
        1.94488    3.28829E+05    4.11963E-02
        2.05293    3.33516E+05    4.17888E-02
        2.16098    3.35100E+05    4.19925E-02
        2.26903    3.33736E+05    4.18268E-02
        2.37708    3.29644E+05    4.13191E-02
        2.48513    3.23092E+05    4.05030E-02
        2.59318    3.14396E+05    3.94178E-02
        2.70122    3.03902E+05    3.81068E-02
        3.24147    2.37574E+05    2.98086E-02
        3.78171    1.79796E+05    2.25732E-02
        4.32196    1.57865E+05    1.98323E-02
        4.86220    1.73173E+05    2.17690E-02
        5.40245    2.07535E+05    2.61050E-02
        5.94269    2.37935E+05    2.99477E-02
        6.48294    2.49718E+05    3.14506E-02
        7.02318    2.41826E+05    3.04759E-02
        7.56343    2.23611E+05    2.81981E-02
        8.10367    2.07210E+05    2.61464E-02
        8.64392    2.00571E+05    2.53246E-02
        9.18416    2.04424E+05    2.58274E-02
        9.72441    2.13803E+05    2.70295E-02
       10.26465    2.22242E+05    2.81141E-02
       10.80490    2.25537E+05    2.85490E-02
       11.34514    2.23276E+05    2.82807E-02
       11.88539    2.18057E+05    2.76371E-02
       12.42563    2.13346E+05    2.70572E-02
       12.96588    2.11386E+05    2.68257E-02
       13.50612    2.12368E+05    2.69674E-02
       14.04637    2.14904E+05    2.73067E-02
       14.58661    2.17135E+05    2.76078E-02
       15.12686    2.17856E+05    2.77170E-02
       15.66710    2.17006E+05    2.76265E-02
       16.20735    2.15411E+05    2.74408E-02
       16.74759    2.14081E+05    2.72888E-02
       17.28784    2.13597E+05    2.72445E-02
       17.82808    2.13954E+05    2.73074E-02
       18.36833    2.14672E+05    2.74166E-02
       18.90857    2.15158E+05    2.74962E-02
