BEHD @ YYE. Sim. done on 2023-10-27   17h 7
### Sim. w/ κ =    0.800 ; and ∆_0 =  2.00; T =    2.98E+05
 ## r =  1.00E-06 ; rhosty =  1.05E+03 ; rhosol =  1.00E+03
 ## k =  2.00 ; ∆_eq =  2.00 ; num_particle =    1000
Time         sumz         <∆z^2>
        0.10805    3.87181E+03    5.53195E-04
        0.21610    1.43755E+04    2.05422E-03
        0.32415    3.03291E+04    4.33458E-03
        0.43220    5.05053E+04    7.21917E-03
        0.54024    7.36729E+04    1.05322E-02
        0.64829    9.86349E+04    1.41028E-02
        0.75634    1.24262E+05    1.77695E-02
        0.86439    1.49524E+05    2.13849E-02
        0.97244    1.73508E+05    2.48188E-02
        1.08049    1.95445E+05    2.79607E-02
        1.18854    2.14714E+05    3.07217E-02
        1.29659    2.30853E+05    3.30357E-02
        1.40464    2.43562E+05    3.48593E-02
        1.51269    2.52699E+05    3.61722E-02
        1.62073    2.58276E+05    3.69757E-02
        1.72878    2.60446E+05    3.72919E-02
        1.83683    2.59476E+05    3.71582E-02
        1.94488    2.55712E+05    3.66245E-02
        2.05293    2.49568E+05    3.57496E-02
        2.16098    2.41503E+05    3.45992E-02
        2.26903    2.32006E+05    3.32435E-02
        2.37708    2.21576E+05    3.17535E-02
        2.48513    2.10699E+05    3.01991E-02
        2.59318    1.99835E+05    2.86460E-02
        2.70122    1.89399E+05    2.71540E-02
        5.40245    1.95899E+05    2.81869E-02
       10.80490    1.80122E+05    2.61047E-02
       16.20735    1.79832E+05    2.62528E-02
       21.60980    1.78397E+05    2.62349E-02
       27.01225    1.77705E+05    2.63266E-02
       32.41470    1.75611E+05    2.62106E-02
       37.81715    1.74604E+05    2.62563E-02
       43.21959    1.73039E+05    2.62180E-02
       48.62204    1.71793E+05    2.62280E-02
       54.02449    1.70835E+05    2.62824E-02
       59.42694    1.69214E+05    2.62347E-02
       64.82939    1.67620E+05    2.61907E-02
       70.23184    1.66878E+05    2.62800E-02
       75.63429    1.65641E+05    2.62922E-02
       81.03674    1.63628E+05    2.61805E-02
       86.43919    1.62734E+05    2.62474E-02
       91.84164    1.61599E+05    2.62763E-02
       97.24409    1.60451E+05    2.63034E-02
      102.64654    1.58902E+05    2.62648E-02
      108.04899    1.57174E+05    2.61957E-02
      113.45144    1.56373E+05    2.62812E-02
      118.85388    1.54911E+05    2.62560E-02
      124.25633    1.53380E+05    2.62188E-02
      129.65878    1.52681E+05    2.63244E-02
      135.06123    1.51231E+05    2.63011E-02
      140.46368    1.49819E+05    2.62840E-02
      145.86613    1.48660E+05    2.63114E-02
      151.26858    1.47208E+05    2.62871E-02
      156.67103    1.45916E+05    2.62912E-02
      162.07348    1.44728E+05    2.63142E-02
      167.47593    1.42769E+05    2.61962E-02
      172.87838    1.41974E+05    2.62914E-02
      178.28083    1.40851E+05    2.63273E-02
      183.68328    1.39415E+05    2.63047E-02
      189.08573    1.38125E+05    2.63094E-02
      194.48817    1.36338E+05    2.62189E-02
      199.89062    1.35615E+05    2.63330E-02
      205.29307    1.34586E+05    2.63894E-02
      210.69552    1.32814E+05    2.62997E-02
      216.09797    1.31541E+05    2.63082E-02
      221.50042    1.30378E+05    2.63389E-02
      226.90287    1.29209E+05    2.63693E-02
      232.30532    1.27695E+05    2.63288E-02
      237.70777    1.26227E+05    2.62972E-02
      243.11022    1.25125E+05    2.63422E-02
      248.51267    1.23655E+05    2.63095E-02
      253.91512    1.22236E+05    2.62874E-02
      259.31757    1.21218E+05    2.63517E-02
      264.72002    1.19969E+05    2.63668E-02
      270.12246    1.18804E+05    2.64008E-02
      275.52491    1.17352E+05    2.63713E-02
      280.92736    1.16057E+05    2.63765E-02
      286.32981    1.14575E+05    2.63391E-02
      291.73226    1.13804E+05    2.64660E-02
      297.13471    1.12167E+05    2.63922E-02
      302.53716    1.10727E+05    2.63637E-02
      307.93961    1.09499E+05    2.63853E-02
      313.34206    1.08252E+05    2.64029E-02
      318.74451    1.06830E+05    2.63777E-02
      324.14696    1.05396E+05    2.63490E-02
      329.54941    1.04322E+05    2.64106E-02
      334.95186    1.02824E+05    2.63652E-02
      340.35431    1.01885E+05    2.64637E-02
      345.75675    1.00442E+05    2.64322E-02
      351.15920    9.88701E+04    2.63654E-02
      356.56165    9.76600E+04    2.63946E-02
      361.96410    9.63605E+04    2.64001E-02
      367.36655    9.52079E+04    2.64466E-02
      372.76900    9.37683E+04    2.64136E-02
      378.17145    9.24341E+04    2.64097E-02
      383.57390    9.14338E+04    2.65025E-02
      388.97635    9.03237E+04    2.65658E-02
      394.37880    8.87373E+04    2.64887E-02
      399.78125    8.74423E+04    2.64977E-02
      405.18370    8.60189E+04    2.64674E-02
      410.58615    8.49735E+04    2.65542E-02
      415.98860    8.36027E+04    2.65405E-02
      421.39104    8.21376E+04    2.64960E-02
      426.79349    8.09366E+04    2.65366E-02
      432.19594    7.95061E+04    2.65020E-02
      437.59839    7.82395E+04    2.65219E-02
      443.00084    7.69985E+04    2.65512E-02
      448.40329    7.52984E+04    2.64205E-02
      453.80574    7.43338E+04    2.65478E-02
      459.20819    7.33559E+04    2.66749E-02
      464.61064    7.15250E+04    2.64907E-02
      470.01309    7.04250E+04    2.65755E-02
      475.41554    6.89110E+04    2.65042E-02
      480.81799    6.79088E+04    2.66309E-02
      486.22044    6.66387E+04    2.66555E-02
      491.62289    6.51802E+04    2.66042E-02
      497.02533    6.37884E+04    2.65785E-02
      502.42778    6.25531E+04    2.66183E-02
      507.83023    6.12853E+04    2.66458E-02
      513.23268    5.97787E+04    2.65683E-02
      518.63513    5.87381E+04    2.66992E-02
      524.03758    5.72146E+04    2.66114E-02
      529.44003    5.62503E+04    2.67859E-02
      534.84248    5.49834E+04    2.68212E-02
      540.24493    5.33463E+04    2.66732E-02
      545.64738    5.25351E+04    2.69411E-02
      551.04983    5.08002E+04    2.67369E-02
      556.45228    4.96293E+04    2.68266E-02
      561.85473    4.81626E+04    2.67570E-02
      567.25718    4.69886E+04    2.68507E-02
      572.65962    4.57148E+04    2.68910E-02
      578.06207    4.44849E+04    2.69606E-02
      583.46452    4.30539E+04    2.69087E-02
      588.86697    4.15785E+04    2.68249E-02
      594.26942    4.06840E+04    2.71227E-02
