BEHD @ YYE. Sim. done on 2023-10-27   17h 7
### Sim. w/ κ =    0.700 ; and ∆_0 =  2.00; T =    2.98E+05
 ## r =  1.00E-06 ; rhosty =  1.05E+03 ; rhosol =  1.00E+03
 ## k =  2.00 ; ∆_eq =  2.00 ; num_particle =    1000
Time         sumz         <∆z^2>
        0.10805    3.62712E+03    5.18234E-04
        0.21610    1.36202E+04    1.94630E-03
        0.32415    2.89746E+04    4.14101E-03
        0.43220    4.86099E+04    6.94825E-03
        0.54024    7.14118E+04    1.02090E-02
        0.64829    9.62704E+04    1.37647E-02
        0.75634    1.22116E+05    1.74626E-02
        0.86439    1.47949E+05    2.11598E-02
        0.97244    1.72863E+05    2.47265E-02
        1.08049    1.96066E+05    2.80494E-02
        1.18854    2.16897E+05    3.10341E-02
        1.29659    2.34839E+05    3.36060E-02
        1.40464    2.49519E+05    3.57120E-02
        1.51269    2.60715E+05    3.73197E-02
        1.62073    2.68350E+05    3.84180E-02
        1.72878    2.72482E+05    3.90151E-02
        1.83683    2.73291E+05    3.91367E-02
        1.94488    2.71054E+05    3.88218E-02
        2.05293    2.66123E+05    3.81211E-02
        2.16098    2.58912E+05    3.70935E-02
        2.26903    2.49876E+05    3.58040E-02
        2.37708    2.39493E+05    3.43211E-02
        2.48513    2.28247E+05    3.27142E-02
        2.59318    2.16614E+05    3.10512E-02
        2.70122    2.05039E+05    2.93962E-02
        5.40245    2.04691E+05    2.94520E-02
       10.80490    1.84740E+05    2.67739E-02
       16.20735    1.85933E+05    2.71435E-02
       21.60980    1.84159E+05    2.70823E-02
       27.01225    1.82562E+05    2.70463E-02
       32.41470    1.81231E+05    2.70494E-02
       37.81715    1.79697E+05    2.70221E-02
       43.21959    1.78730E+05    2.70803E-02
       48.62204    1.77506E+05    2.71002E-02
       54.02449    1.76143E+05    2.70990E-02
       59.42694    1.74612E+05    2.70716E-02
       64.82939    1.73412E+05    2.70956E-02
       70.23184    1.72103E+05    2.71029E-02
       75.63429    1.70614E+05    2.70816E-02
       81.03674    1.69173E+05    2.70677E-02
       86.43919    1.68116E+05    2.71154E-02
       91.84164    1.66445E+05    2.70642E-02
       97.24409    1.65111E+05    2.70674E-02
      102.64654    1.63448E+05    2.70162E-02
      108.04899    1.62673E+05    2.71122E-02
      113.45144    1.61328E+05    2.71139E-02
      118.85388    1.60094E+05    2.71346E-02
      124.25633    1.58791E+05    2.71438E-02
      129.65878    1.57281E+05    2.71173E-02
      135.06123    1.56373E+05    2.71952E-02
      140.46368    1.54011E+05    2.70194E-02
      145.86613    1.53586E+05    2.71833E-02
      151.26858    1.51731E+05    2.70948E-02
      156.67103    1.50255E+05    2.70730E-02
      162.07348    1.49438E+05    2.71706E-02
      167.47593    1.47726E+05    2.71057E-02
      172.87838    1.46622E+05    2.71522E-02
      178.28083    1.45237E+05    2.71471E-02
      183.68328    1.43590E+05    2.70925E-02
      189.08573    1.42339E+05    2.71122E-02
      194.48817    1.41491E+05    2.72099E-02
      199.89062    1.39729E+05    2.71319E-02
      205.29307    1.38616E+05    2.71795E-02
      210.69552    1.37171E+05    2.71626E-02
      216.09797    1.36135E+05    2.72270E-02
      221.50042    1.34406E+05    2.71527E-02
      226.90287    1.33182E+05    2.71800E-02
      232.30532    1.31828E+05    2.71810E-02
      237.70777    1.30555E+05    2.71990E-02
      243.11022    1.28875E+05    2.71317E-02
      248.51267    1.28130E+05    2.72616E-02
      253.91512    1.26387E+05    2.71801E-02
      259.31757    1.24848E+05    2.71409E-02
      264.72002    1.23938E+05    2.72391E-02
