BEHD @ YYE. Sim. done on 2023-10-27   17h 7
### Sim. w/ κ =    0.500 ; and ∆_0 =  2.00; T =    2.98E+05
 ## r =  1.00E-06 ; rhosty =  1.05E+03 ; rhosol =  1.00E+03
 ## k =  2.00 ; ∆_eq =  2.00 ; num_particle =    1000
Time         sumz         <∆z^2>
        0.10805    3.14031E+03    4.48680E-04
        0.21610    1.19536E+04    1.70814E-03
        0.32415    2.57065E+04    3.67393E-03
        0.43220    4.35732E+04    6.22830E-03
        0.54024    6.46688E+04    9.24500E-03
        0.64829    8.80813E+04    1.25938E-02
        0.75634    1.12901E+05    1.61449E-02
        0.86439    1.38249E+05    1.97725E-02
        0.97244    1.63298E+05    2.33584E-02
        1.08049    1.87296E+05    2.67948E-02
        1.18854    2.09580E+05    2.99871E-02
        1.29659    2.29592E+05    3.28552E-02
        1.40464    2.46887E+05    3.53352E-02
        1.51269    2.61138E+05    3.73802E-02
        1.62073    2.72142E+05    3.89609E-02
        1.72878    2.79815E+05    4.00651E-02
        1.83683    2.84186E+05    4.06968E-02
        1.94488    2.85387E+05    4.08747E-02
        2.05293    2.83638E+05    4.06300E-02
        2.16098    2.79222E+05    4.00032E-02
        2.26903    2.72481E+05    3.90430E-02
        2.37708    2.63799E+05    3.78044E-02
        2.48513    2.53592E+05    3.63469E-02
        2.59318    2.42290E+05    3.47319E-02
        2.70122    2.30324E+05    3.30214E-02
        5.40245    2.06648E+05    2.97336E-02
       10.80490    1.89809E+05    2.75085E-02
       16.20735    1.87560E+05    2.73811E-02
       21.60980    1.86953E+05    2.74930E-02
       27.01225    1.85762E+05    2.75204E-02
       32.41470    1.84052E+05    2.74705E-02
       37.81715    1.82871E+05    2.74994E-02
       43.21959    1.81294E+05    2.74688E-02
       48.62204    1.80099E+05    2.74960E-02
       54.02449    1.78521E+05    2.74648E-02
       59.42694    1.77599E+05    2.75347E-02
       64.82939    1.75989E+05    2.74982E-02
       70.23184    1.74582E+05    2.74932E-02
       75.63429    1.73066E+05    2.74708E-02
       81.03674    1.71529E+05    2.74446E-02
       86.43919    1.70531E+05    2.75049E-02
       91.84164    1.69190E+05    2.75106E-02
       97.24409    1.67865E+05    2.75188E-02
      102.64654    1.66317E+05    2.74904E-02
      108.04899    1.64629E+05    2.74382E-02
      113.45144    1.63672E+05    2.75079E-02
      118.85388    1.62395E+05    2.75246E-02
      124.25633    1.60750E+05    2.74786E-02
      129.65878    1.59523E+05    2.75040E-02
      135.06123    1.58013E+05    2.74805E-02
      140.46368    1.57213E+05    2.75813E-02
      145.86613    1.55705E+05    2.75585E-02
      151.26858    1.54189E+05    2.75337E-02
      156.67103    1.52856E+05    2.75416E-02
      162.07348    1.51387E+05    2.75249E-02
      167.47593    1.50480E+05    2.76110E-02
      172.87838    1.48458E+05    2.74923E-02
      178.28083    1.47650E+05    2.75982E-02
      183.68328    1.45962E+05    2.75400E-02
      189.08573    1.44582E+05    2.75395E-02
      194.48817    1.43606E+05    2.76166E-02
      199.89062    1.42467E+05    2.76634E-02
      205.29307    1.40489E+05    2.75468E-02
      210.69552    1.39376E+05    2.75991E-02
      216.09797    1.38031E+05    2.76063E-02
      221.50042    1.36946E+05    2.76659E-02
      226.90287    1.35062E+05    2.75637E-02
      232.30532    1.33477E+05    2.75210E-02
      237.70777    1.32777E+05    2.76619E-02
      243.11022    1.31236E+05    2.76286E-02
      248.51267    1.29556E+05    2.75651E-02
      253.91512    1.28449E+05    2.76235E-02
      259.31757    1.26920E+05    2.75914E-02
      264.72002    1.25556E+05    2.75948E-02
      270.12246    1.24430E+05    2.76511E-02
      275.52491    1.22785E+05    2.75921E-02
      280.92736    1.21287E+05    2.75652E-02
      286.32981    1.20591E+05    2.77221E-02
      291.73226    1.18832E+05    2.76354E-02
      297.13471    1.17299E+05    2.75998E-02
      302.53716    1.16423E+05    2.77198E-02
