BEHD @ YYE. Sim. done on 2023-10-27   17h 7
### Sim. w/ κ =    0.400 ; and ∆_0 =  2.00; T =    2.98E+05
 ## r =  1.00E-06 ; rhosty =  1.05E+03 ; rhosol =  1.00E+03
 ## k =  2.00 ; ∆_eq =  2.00 ; num_particle =    1000
Time         sumz         <∆z^2>
        0.10805    2.92878E+03    4.18458E-04
        0.21610    1.11933E+04    1.59950E-03
        0.32415    2.41555E+04    3.45226E-03
        0.43220    4.10892E+04    5.87325E-03
        0.54024    6.12075E+04    8.75018E-03
        0.64829    8.36895E+04    1.19659E-02
        0.75634    1.07707E+05    1.54021E-02
        0.86439    1.32448E+05    1.89428E-02
        0.97244    1.57139E+05    2.24773E-02
        1.08049    1.81064E+05    2.59034E-02
        1.18854    2.03582E+05    2.91289E-02
        1.29659    2.24138E+05    3.20747E-02
        1.40464    2.42275E+05    3.46751E-02
        1.51269    2.57640E+05    3.68795E-02
        1.62073    2.69991E+05    3.86530E-02
        1.72878    2.79192E+05    3.99760E-02
        1.83683    2.85210E+05    4.08435E-02
        1.94488    2.88109E+05    4.12645E-02
        2.05293    2.88037E+05    4.12601E-02
        2.16098    2.85216E+05    4.08619E-02
        2.26903    2.79930E+05    4.01104E-02
        2.37708    2.72511E+05    3.90529E-02
        2.48513    2.63327E+05    3.77421E-02
        2.59318    2.52769E+05    3.62341E-02
        2.70122    2.41239E+05    3.45863E-02
        5.40245    2.02626E+05    2.91549E-02
       10.80490    1.92370E+05    2.78797E-02
       16.20735    1.87561E+05    2.73811E-02
       21.60980    1.86992E+05    2.74988E-02
       27.01225    1.86037E+05    2.75610E-02
       32.41470    1.84371E+05    2.75180E-02
       37.81715    1.83382E+05    2.75762E-02
       43.21959    1.81985E+05    2.75734E-02
       48.62204    1.80402E+05    2.75423E-02
       54.02449    1.78833E+05    2.75128E-02
       59.42694    1.77624E+05    2.75386E-02
       64.82939    1.76033E+05    2.75052E-02
       70.23184    1.75330E+05    2.76110E-02
       75.63429    1.73726E+05    2.75756E-02
       81.03674    1.72122E+05    2.75396E-02
       86.43919    1.70801E+05    2.75485E-02
       91.84164    1.69833E+05    2.76151E-02
       97.24409    1.68502E+05    2.76233E-02
      102.64654    1.67190E+05    2.76346E-02
      108.04899    1.65693E+05    2.76155E-02
      113.45144    1.64388E+05    2.76282E-02
      118.85388    1.62295E+05    2.75075E-02
      124.25633    1.61220E+05    2.75591E-02
      129.65878    1.60511E+05    2.76743E-02
      135.06123    1.59099E+05    2.76694E-02
      140.46368    1.57118E+05    2.75646E-02
      145.86613    1.55690E+05    2.75557E-02
      151.26858    1.54492E+05    2.75879E-02
